"GEOID","CRF1","CRF2","CRF3","CL1","CL2","highsec","medsec","datasec","areasec","usgsdw_sum","oswcrdw_sum","CRF4","oswcr_per","usgs_per","wq_score","wq_per","datacov"
"060855009021",0,0,0,"","",0,0,2,2,0,2,0,19,0,0,0,100
"060855009022",0,0,0,"","",0,0,3,3,0,2,0,19,0,0,0,100
"060855010001",0,0,0,"","",0,0,2,2,0,2,0,19,0,0,0,100
"060855010002",0,0,0,"","",0,0,1,1,0,2,0,19,0,0,0,100
"060855010003",0,0,0,"","",0,0,1,1,0,2,0,19,0,0,0,100
"060855010004",0,0,0,"","",0,0,1,1,0,2,0,19,0,0,0,100
"060855010005",0,0,0,"","",0,0,1,1,0,2,0,19,0,0,0,100
"060855011011",0,0,0,"","",0,0,4,4,0,3,0,29,0,0,0,100
"060855011012",0,0,0,"","",0,0,2,2,0,2,0,19,0,0,0,100
"060855011023",0,0,0,"","",0,0,2,2,0,1,0,3,0,0,0,100
"060855012001",0,0,0,"","",0,0,3,3,0,3,0,29,0,0,0,100
"060855012002",0,0,0,"","",0,0,4,4,0,3,0,29,0,0,0,100
"060855012003",0,0,0,"","",0,0,2,2,0,2,0,19,0,0,0,100
"060855012004",0,0,0,"","",0,0,2,2,0,2,0,19,0,0,0,100
"060855013003",0,0,0,"","",0,0,2,2,0,2,0,19,0,0,0,100
"060855013004",0,0,0,"","",0,0,2,2,0,2,0,19,0,0,0,100
"060855014011",0,0,0,"","",0,0,1,1,0,1,0,3,0,0,0,100
"060855014012",0,0,0,"","",0,0,2,2,0,1,0,3,0,0,0,100
"060855014021",0,0,0,"","",0,0,4,4,0,5,0,42,0,0,0,100
"060855014022",0,0,0,"","",0,0,2,2,0,1,0,3,0,0,0,100
"060855015011",0,0,0,"","",0,0,3,3,0,4,0,36,0,0,0,100
"060855015012",0,0,0,"","",0,0,2,2,0,2,0,19,0,0,0,100
"060855015022",0,0,0,"","",0,0,3,3,0,4,0,36,0,0,0,100
"060855016002",0,0,0,"","",0,0,2,2,0,2,0,19,0,0,0,100
"060855016003",0,0,0,"","",0,0,4,4,0,4,0,36,0,0,0,100
"060855016004",0,0,0,"","",0,0,2,2,0,2,0,19,0,0,0,100
"060855016005",0,0,0,"","",0,0,2,2,0,2,0,19,0,0,0,100
"060855017004",0,0,0,"","",0,0,2,2,0,1,0,3,0,0,0,100
"060855018002",0,0,0,"","",0,0,3,3,0,1,0,3,0,0,0,100
"060855018003",0,0,0,"","",0,0,4,4,0,1,0,3,0,0,0,100
"060855019001",0,0,0,"","",0,0,4,4,0,1,0,3,0,0,0,100
"060855019002",0,0,0,"","",0,0,2,2,0,1,0,3,0,0,0,100
"060855020011",0,0,0,"","",0,0,2,2,0,1,0,3,0,0,0,100
"060855020012",0,0,0,"","",0,0,1,1,0,1,0,3,0,0,0,100
"060855020013",0,0,0,"","",0,0,2,2,0,1,0,3,0,0,0,100
"060855020014",0,0,0,"","",0,0,2,2,0,1,0,3,0,0,0,100
"060855020023",0,0,0,"","",0,0,3,3,0,1,0,3,0,0,0,100
"060855021011",0,0,0,"","",0,0,4,4,0,3,0,29,0,0,0,100
"060855021012",0,0,0,"","",0,0,2,2,0,2,0,19,0,0,0,100
"060855021013",0,0,0,"","",0,0,4,4,0,3,0,29,0,0,0,100
"060855021021",0,0,0,"","",0,0,3,3,0,2,0,19,0,0,0,100
"060855021022",0,0,0,"","",0,0,2,2,0,1,0,3,0,0,0,100
"060855021023",0,0,0,"","",0,0,2,2,0,2,0,19,0,0,0,100
"060855021024",0,0,0,"","",0,0,1,1,0,1,0,3,0,0,0,100
"060855022011",0,0,0,"","",0,0,3,3,0,2,0,19,0,0,0,100
"060855022012",0,0,0,"","",0,0,2,2,0,2,0,19,0,0,0,100
"060855022021",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855022022",0,0,0,"","",0,0,4,4,0,2,0,20,0,0,0,100
"060855022023",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855023022",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855024002",0,0,0,"","",0,0,4,4,0,1,0,4,0,0,0,100
"060855026011",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855026012",0,0,0,"","",0,0,4,4,0,1,0,4,0,0,0,100
"060855026031",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855026032",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855026041",0,0,0,"","",0,0,4,4,0,1,0,4,0,0,0,100
"060855027023",0,0,0,"","",0,0,1,4,0,1,0,4,0,0,0,25
"060855027024",0,0,0,"","",0,0,1,4,0,1,0,4,0,0,0,25
"060855029033",0,0,0,"","",0,0,3,3,0,1,0,4,0,0,0,100
"060855029063",0,0,0,"","",0,0,1,3,0,6,0,46,0,0,0,33.33
"060855029071",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855029072",0,0,0,"","",0,0,3,4,0,5,0,42,0,0,0,75
"060855029082",0,0,0,"","",0,0,1,3,0,3,0,29,0,0,0,33.33
"060855029083",0,0,0,"","",0,0,1,4,0,3,0,29,0,0,0,25
"060855029091",0,0,0,"","",0,0,1,2,0,4,0,36,0,0,0,50
"060855029092",0,0,0,"","",0,0,2,2,0,3,0,29,0,0,0,100
"060855029093",0,0,0,"","",0,0,2,2,0,3,0,29,0,0,0,100
"060855029094",0,0,0,"","",0,0,3,3,0,3,0,29,0,0,0,100
"060855029101",0,0,0,"","",0,0,1,2,0,4,0,36,0,0,0,50
"060855029102",0,0,0,"","",0,0,1,1,0,2,0,20,0,0,0,100
"060855029103",0,0,0,"","",0,0,2,2,0,4,0,36,0,0,0,100
"060855029104",0,0,0,"","",0,0,4,4,0,5,0,42,0,0,0,100
"060855030021",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855030022",0,0,0,"","",0,0,4,4,0,1,0,4,0,0,0,100
"060855030031",0,0,0,"","",0,0,4,4,0,2,0,20,0,0,0,100
"060855030032",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855030033",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855030034",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855031051",0,0,0,"","",0,0,5,5,0,9,0,54,0,0,0,100
"060855031082",0,0,0,"","",0,0,3,3,0,1,0,4,0,0,0,100
"060855031111",0,0,0,"","",0,0,1,2,0,1,0,4,0,0,0,50
"060855031112",0,0,0,"","",0,0,1,2,0,1,0,4,0,0,0,50
"060855031113",0,0,0,"","",0,0,1,2,0,2,0,20,0,0,0,50
"060855031182",0,0,0,"","",0,0,3,4,0,7,0,49,0,0,0,75
"060855031183",0,0,0,"","",0,0,2,3,0,7,0,49,0,0,0,66.67
"060855031222",0,0,0,"","",0,0,3,3,0,6,0,46,0,0,0,100
"060855032072",0,0,0,"","",0,0,2,2,0,5,0,42,0,0,0,100
"060855032111",0,0,0,"","",0,0,1,2,0,2,0,20,0,0,0,50
"060855032112",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855032171",0,0,0,"","",0,0,2,2,0,3,0,29,0,0,0,100
"060855032172",0,0,0,"","",0,0,2,2,0,3,0,29,0,0,0,100
"060855032173",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855032182",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855033041",0,0,0,"","",0,0,2,4,0,9,0,54,0,0,0,50
"060855033042",0,0,0,"","",0,0,2,2,0,5,0,42,0,0,0,100
"060855033052",0,0,0,"","",0,0,1,2,0,7,0,49,0,0,0,50
"060855036012",0,0,0,"","",0,0,2,2,0,3,0,29,0,0,0,100
"060855036021",0,0,0,"","",0,0,2,2,0,3,0,29,0,0,0,100
"060855036022",0,0,0,"","",0,0,2,2,0,4,0,36,0,0,0,100
"060855037031",0,0,0,"","",0,0,1,2,0,2,0,20,0,0,0,50
"060855037032",0,0,0,"","",0,0,1,3,0,2,0,20,0,0,0,33.33
"060855037071",0,0,0,"","",0,0,2,2,0,3,0,29,0,0,0,100
"060855037072",0,0,0,"","",0,0,3,3,0,4,0,36,0,0,0,100
"060855037073",0,0,0,"","",0,0,2,2,0,3,0,29,0,0,0,100
"060855037092",0,0,0,"","",0,0,4,4,0,6,0,46,0,0,0,100
"060855037101",0,0,0,"","",0,0,1,1,0,2,0,20,0,0,0,100
"060855037102",0,0,0,"","",0,0,1,2,0,2,0,20,0,0,0,50
"060855037111",0,0,0,"","",0,0,1,1,0,2,0,20,0,0,0,100
"060855037112",0,0,0,"","",0,0,1,2,0,2,0,20,0,0,0,50
"060855037113",0,0,0,"","",0,0,2,4,0,4,0,36,0,0,0,50
"060855037121",0,0,0,"","",0,0,2,2,0,3,0,29,0,0,0,100
"060855043113",0,0,0,"","",0,0,1,1,0,13,0,62,0,0,0,100
"060855043141",0,0,0,"","",0,0,2,2,0,3,0,30,0,0,0,100
"060855043153",0,0,0,"","",0,0,4,4,0,8,0,52,0,0,0,100
"060855043161",0,0,0,"","",0,0,3,3,0,8,0,52,0,0,0,100
"060855043171",0,0,0,"","",0,0,4,4,0,21,0,69,0,0,0,100
"060855043211",0,0,0,"","",0,0,2,2,0,3,0,30,0,0,0,100
"060855043212",0,0,0,"","",0,0,2,2,0,6,0,46,0,0,0,100
"060855043222",0,0,0,"","",0,0,4,4,0,16,0,65,0,0,0,100
"060855043231",0,0,0,"","",0,0,4,4,0,7,0,49,0,0,0,100
"060855043232",0,0,0,"","",0,0,2,2,0,3,0,30,0,0,0,100
"060855043233",0,0,0,"","",0,0,2,2,0,4,0,36,0,0,0,100
"060855044131",0,0,0,"","",0,0,2,2,0,3,0,30,0,0,0,100
"060855044141",0,0,0,"","",0,0,1,2,0,3,0,30,0,0,0,50
"060855044142",0,0,0,"","",0,0,2,3,0,3,0,30,0,0,0,66.67
"060855045042",0,0,0,"","",0,0,3,3,0,3,0,30,0,0,0,100
"060855045043",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855045044",0,0,0,"","",0,0,5,6,0,5,0,42,0,0,0,83.33
"060855045073",0,0,0,"","",0,0,2,2,0,3,0,30,0,0,0,100
"060855047001",0,0,0,"","",0,0,3,9,0,7,0,49,0,0,0,33.33
"060855048023",0,0,0,"","",0,0,1,3,0,3,0,30,0,0,0,33.33
"060855050014",0,0,0,"","",0,0,4,6,0,6,0,46,0,0,0,66.67
"060855050091",0,0,0,"","",0,0,4,6,0,7,0,49,0,0,0,66.67
"060855051001",0,0,0,"","",0,0,4,4,0,3,0,30,0,0,0,100
"060855051002",0,0,0,"","",0,0,7,7,0,9,0,54,0,0,0,100
"060855052021",0,0,0,"","",0,0,3,3,0,2,0,20,0,0,0,100
"060855052022",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855052023",0,0,0,"","",0,0,11,11,0,12,0,60,0,0,0,100
"060855052031",0,0,0,"","",0,0,4,4,0,2,0,20,0,0,0,100
"060855052032",0,0,0,"","",0,0,3,3,0,1,0,4,0,0,0,100
"060855053011",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855053014",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855053021",0,0,0,"","",0,0,3,3,0,1,0,4,0,0,0,100
"060855053031",0,0,0,"","",0,0,4,4,0,1,0,4,0,0,0,100
"060855053034",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855053041",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855053051",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855053052",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855053054",0,0,0,"","",0,0,4,4,0,2,0,20,0,0,0,100
"060855054022",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855054031",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855054032",0,0,0,"","",0,0,4,4,0,2,0,20,0,0,0,100
"060855055001",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855055002",0,0,0,"","",0,0,4,4,0,3,0,30,0,0,0,100
"060855056001",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855056002",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855056003",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855057001",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855059001",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855059002",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855059003",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855059004",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855059005",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855060001",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855060002",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855060003",0,0,0,"","",0,0,3,3,0,4,0,36,0,0,0,100
"060855060004",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855061011",0,0,0,"","",0,0,2,2,0,3,0,30,0,0,0,100
"060855061012",0,0,0,"","",0,0,4,4,0,4,0,36,0,0,0,100
"060855061021",0,0,0,"","",0,0,2,2,0,3,0,30,0,0,0,100
"060855061022",0,0,0,"","",0,0,4,4,0,5,0,42,0,0,0,100
"060855061031",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855061032",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855061033",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855061034",0,0,0,"","",0,0,3,3,0,2,0,20,0,0,0,100
"060855062022",0,0,0,"","",0,0,3,4,0,2,0,20,0,0,0,75
"060855062023",0,0,0,"","",0,0,1,2,0,1,0,4,0,0,0,50
"060855062031",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855062032",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855062033",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855062041",0,0,0,"","",0,0,4,4,0,2,0,20,0,0,0,100
"060855063011",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855063012",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855063013",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855063014",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855063021",0,0,0,"","",0,0,5,5,0,2,0,20,0,0,0,100
"060855063023",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855063043",0,0,0,"","",0,0,4,4,0,2,0,20,0,0,0,100
"060855063051",0,0,0,"","",0,0,4,4,0,1,0,4,0,0,0,100
"060855063053",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855064011",0,0,0,"","",0,0,4,4,0,3,0,30,0,0,0,100
"060855064012",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855064021",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855064022",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855064023",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855066011",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855066012",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855066013",0,0,0,"","",0,0,2,3,0,2,0,20,0,0,0,66.67
"060855066042",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855066043",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855066044",0,0,0,"","",0,0,3,3,0,2,0,20,0,0,0,100
"060855066045",0,0,0,"","",0,0,3,4,0,3,0,30,0,0,0,75
"060855066051",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855066052",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855066061",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855066062",0,0,0,"","",0,0,4,4,0,1,0,4,0,0,0,100
"060855066063",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855073011",0,0,0,"","",0,0,4,4,0,4,0,36,0,0,0,100
"060855073012",0,0,0,"","",0,0,3,3,0,3,0,30,0,0,0,100
"060855074012",0,0,0,"","",0,0,2,4,0,1,0,4,0,0,0,50
"060855074013",0,0,0,"","",0,0,1,3,0,1,0,4,0,0,0,33.33
"060855074015",0,0,0,"","",0,0,1,3,0,1,0,4,0,0,0,33.33
"060855074021",0,0,0,"","",0,0,1,2,0,2,0,20,0,0,0,50
"060855074022",0,0,0,"","",0,0,2,4,0,2,0,20,0,0,0,50
"060855074023",0,0,0,"","",0,0,3,3,0,2,0,20,0,0,0,100
"060855075003",0,0,0,"","",0,0,2,3,0,1,0,4,0,0,0,66.67
"060855075004",0,0,0,"","",0,0,4,4,0,6,0,46,0,0,0,100
"060855077012",0,0,0,"","",0,0,3,4,0,1,0,4,0,0,0,75
"060855077013",0,0,0,"","",0,0,4,4,0,1,0,4,0,0,0,100
"060855077021",0,0,0,"","",0,0,2,3,0,3,0,30,0,0,0,66.67
"060855077022",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855077033",0,0,0,"","",0,0,1,2,0,1,0,4,0,0,0,50
"060855078063",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855078071",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855078072",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855078081",0,0,0,"","",0,0,2,4,0,4,0,36,0,0,0,50
"060855078082",0,0,0,"","",0,0,2,3,0,2,0,20,0,0,0,66.67
"060855078083",0,0,0,"","",0,0,1,2,0,2,0,20,0,0,0,50
"060855079032",0,0,0,"","",0,0,2,3,0,3,0,30,0,0,0,66.67
"060855079041",0,0,0,"","",0,0,2,2,0,3,0,30,0,0,0,100
"060855079042",0,0,0,"","",0,0,2,4,0,4,0,36,0,0,0,50
"060855079051",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855079052",0,0,0,"","",0,0,2,3,0,5,0,42,0,0,0,66.67
"060855079061",0,0,0,"","",0,0,2,4,0,5,0,42,0,0,0,50
"060855079062",0,0,0,"","",0,0,1,2,0,3,0,30,0,0,0,50
"060855080011",0,0,0,"","",0,0,2,2,0,3,0,30,0,0,0,100
"060855080012",0,0,0,"","",0,0,2,2,0,3,0,30,0,0,0,100
"060855080013",0,0,0,"","",0,0,4,4,0,4,0,36,0,0,0,100
"060855080014",0,0,0,"","",0,0,2,2,0,4,0,36,0,0,0,100
"060855080032",0,0,0,"","",0,0,1,1,0,3,0,30,0,0,0,100
"060855080042",0,0,0,"","",0,0,4,4,0,4,0,36,0,0,0,100
"060855080043",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855081012",0,0,0,"","",0,0,4,4,0,1,0,4,0,0,0,100
"060855082031",0,0,0,"","",0,0,4,4,0,1,0,4,0,0,0,100
"060855082032",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855083042",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855083043",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855083044",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855083045",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855085032",0,0,0,"","",0,0,4,4,0,1,0,4,0,0,0,100
"060855085041",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855085042",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855085043",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855085044",0,0,0,"","",0,0,3,3,0,1,0,4,0,0,0,100
"060855085051",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855085052",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855085053",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855085072",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855085081",0,0,0,"","",0,0,2,2,0,3,0,30,0,0,0,100
"060855085082",0,0,0,"","",0,0,1,1,0,2,0,20,0,0,0,100
"060855085083",0,0,0,"","",0,0,4,4,0,3,0,30,0,0,0,100
"060855085084",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855086021",0,0,0,"","",0,0,3,4,0,1,0,4,0,0,0,75
"060855086022",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855087031",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855087032",0,0,0,"","",0,0,2,2,0,3,0,30,0,0,0,100
"060855087033",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855087034",0,0,0,"","",0,0,2,2,0,3,0,30,0,0,0,100
"060855087035",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855087042",0,0,0,"","",0,0,4,6,0,10,0,57,0,0,0,66.67
"060855087043",0,0,0,"","",0,0,4,5,0,6,0,46,0,0,0,80
"060855088001",0,0,0,"","",0,0,1,3,0,1,0,4,0,0,0,33.33
"060855089001",0,0,0,"","",0,0,1,2,0,4,0,36,0,0,0,50
"060855089002",0,0,0,"","",0,0,1,2,0,4,0,36,0,0,0,50
"060855089003",0,0,0,"","",0,0,2,4,0,7,0,49,0,0,0,50
"060855090004",0,0,0,"","",0,0,1,4,0,5,0,42,0,0,0,25
"060855091021",0,0,0,"","",0,0,2,4,0,2,0,20,0,0,0,50
"060855091022",0,0,0,"","",0,0,2,3,0,2,0,20,0,0,0,66.67
"060855091083",0,0,0,"","",0,0,4,4,0,5,0,42,0,0,0,100
"060855091084",0,0,0,"","",0,0,5,5,0,5,0,42,0,0,0,100
"060855091091",0,0,0,"","",0,0,3,3,0,3,0,30,0,0,0,100
"060855091092",0,0,0,"","",0,0,4,4,0,3,0,30,0,0,0,100
"060855092013",0,0,0,"","",0,0,1,1,0,2,0,20,0,0,0,100
"060855093034",0,0,0,"","",0,0,4,4,0,10,0,57,0,0,0,100
"060855094031",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855094042",0,0,0,"","",0,0,2,2,0,3,0,30,0,0,0,100
"060855094043",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855103001",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855104001",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855104002",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855104003",0,0,0,"","",0,0,3,3,0,2,0,20,0,0,0,100
"060855105001",0,0,0,"","",0,0,3,3,0,8,0,52,0,0,0,100
"060855106001",0,0,0,"","",0,0,4,4,0,2,0,20,0,0,0,100
"060855106002",0,0,0,"","",0,0,3,3,0,2,0,20,0,0,0,100
"060855107001",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855107002",0,0,0,"","",0,0,3,3,0,2,0,20,0,0,0,100
"060855108011",0,0,0,"","",0,0,2,4,0,6,0,46,0,0,0,50
"060855108012",0,0,0,"","",0,0,1,3,0,5,0,42,0,0,0,33.33
"060855109002",0,0,0,"","",0,0,3,3,0,3,0,30,0,0,0,100
"060855109003",0,0,0,"","",0,0,1,1,0,2,0,20,0,0,0,100
"060855110003",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060855110004",0,0,0,"","",0,0,1,2,0,2,0,20,0,0,0,50
"060855110005",0,0,0,"","",0,0,2,2,0,3,0,30,0,0,0,100
"060855112001",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855113021",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855113022",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855113023",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060855116091",0,0,0,"","",0,0,4,6,0,3,0,30,0,0,0,66.67
"060855119151",0,0,0,"","",0,0,1,2,0,2,0,20,0,0,0,50
"060855119161",0,0,0,"","",0,0,1,4,0,6,0,46,0,0,0,25
"060855120051",0,0,0,"","",0,0,4,4,0,2,0,20,0,0,0,100
"060855120201",0,0,0,"","",0,0,2,2,0,3,0,30,0,0,0,100
"060855120241",0,0,0,"","",0,0,4,4,0,2,0,20,0,0,0,100
"060855120242",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060855120361",0,0,0,"","",0,0,2,2,0,4,0,36,0,0,0,100
"060871002001",0,0,0,"","",0,0,2,2,0,6,0,46,0,0,0,100
"060871002002",0,0,0,"","",0,0,2,2,0,6,0,46,0,0,0,100
"060871008001",0,0,0,"","",0,0,2,2,0,4,0,36,0,0,0,100
"060871008002",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060871008003",0,0,0,"","",0,0,3,3,0,7,0,49,0,0,0,100
"060871008004",0,0,0,"","",0,0,2,2,0,4,0,36,0,0,0,100
"060871008005",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060871008006",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060871009001",0,0,0,"","",0,0,4,4,0,7,0,49,0,0,0,100
"060871009002",0,0,0,"","",0,0,2,2,0,4,0,36,0,0,0,100
"060871009003",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060871009004",0,0,0,"","",0,0,3,4,0,1,0,4,0,0,0,75
"060871009005",0,0,0,"","",0,0,1,2,0,1,0,4,0,0,0,50
"060871010001",0,0,0,"","",0,0,1,2,0,3,0,30,0,0,0,50
"060871010004",0,0,0,"","",0,0,1,3,0,1,0,4,0,0,0,33.33
"060871010007",0,0,0,"","",0,0,2,4,0,4,0,36,0,0,0,50
"060871011001",0,0,0,"","",0,0,1,2,0,1,0,4,0,0,0,50
"060871011002",0,0,0,"","",0,0,1,2,0,1,0,4,0,0,0,50
"060871011003",0,0,0,"","",0,0,1,1,0,1,0,4,0,0,0,100
"060871011004",0,0,0,"","",0,0,1,3,0,1,0,4,0,0,0,33.33
"060871214012",0,0,0,"","",0,0,4,4,0,15,0,64,0,0,0,100
"060871214022",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060871214032",0,0,0,"","",0,0,2,2,0,2,0,20,0,0,0,100
"060871214033",0,0,0,"","",0,0,3,3,0,4,0,36,0,0,0,100
"060871215001",0,0,0,"","",0,0,2,2,0,1,0,4,0,0,0,100
"060871215004",0,0,0,"","",0,0,3,3,0,1,0,4,0,0,0,100
"060871217005",0,0,0,"","",0,0,1,1,0,2,0,20,0,0,0,100
"060952506042",0,0,0,"","",0,0,1,2,0,7,0,49,0,0,0,50
"060952506053",0,0,0,"","",0,0,2,4,0,8,0,52,0,0,0,50
"060952518031",0,0,0,"","",0,0,2,5,0,1,0,4,0,0,0,40
"060952519011",0,0,0,"","",0,0,3,4,0,1,0,4,0,0,0,75
"060952519013",0,0,0,"","",0,0,1,2,0,1,0,4,0,0,0,50
"060952519022",0,0,0,"","",0,0,2,3,0,1,0,4,0,0,0,66.67
"060952519024",0,0,0,"","",0,0,3,4,0,2,0,20,0,0,0,75
"060952525011",0,0,0,"","",0,0,2,2,0,6,0,46,0,0,0,100
"060952526041",0,0,0,"","",0,0,3,5,0,10,0,57,0,0,0,60
"060952526042",0,0,0,"","",0,0,1,2,0,3,0,30,0,0,0,50
"060952526051",0,0,0,"","",0,0,2,4,0,6,0,46,0,0,0,50
"060952526052",0,0,0,"","",0,0,2,2,0,3,0,30,0,0,0,100
"060952526053",0,0,0,"","",0,0,2,2,0,3,0,30,0,0,0,100
