"GEOID","CRF1","CRF2","CRF3","CL1","CL2","highsec","medsec","datasec","areasec","usgsdw_sum","oswcrdw_sum","CRF4","oswcr_per","usgs_per","wq_score","wq_per","datacov"
"060014017002",0,0,0,"","",0,0,1,3,0,0,0,0,0,0,0,33.33
"060014017003",0,0,0,"","",0,0,1,7,0,0,0,0,0,0,0,14.29
"060014018002",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060014022001",0,0,0,"","",0,0,2,4,0,0,0,0,0,0,0,50
"060014027002",0,0,0,"","",0,0,1,4,0,0,0,0,0,0,0,25
"060014061002",0,0,0,"","",0,0,1,4,0,0,0,0,0,0,0,25
"060014073001",0,0,0,"","",0,0,2,4,0,0,0,0,0,0,0,50
"060014073002",0,0,0,"","",0,0,2,4,0,0,0,0,0,0,0,50
"060014075002",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060014078001",0,0,0,"","",0,0,1,3,0,0,0,0,0,0,0,33.33
"060014078002",0,0,0,"","",0,0,1,4,0,0,0,0,0,0,0,25
"060014079001",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060014079002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060014079003",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060014082001",0,0,0,"","",0,0,1,3,0,0,0,0,0,0,0,33.33
"060014083001",0,0,0,"","",0,0,1,3,0,0,0,0,0,0,0,33.33
"060014084001",0,0,0,"","",0,0,1,3,0,0,0,0,0,0,0,33.33
"060014085001",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060014085002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060014085003",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060014085004",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060014085005",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060014086001",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060014086002",0,0,0,"","",0,0,2,3,0,0,0,0,0,0,0,66.67
"060014086003",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060014086004",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060014087002",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060014087003",0,0,0,"","",0,0,2,4,0,0,0,0,0,0,0,50
"060014087004",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060014087005",0,0,0,"","",0,0,1,3,0,0,0,0,0,0,0,33.33
"060014088001",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060014088002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060014088003",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060014088004",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060014089001",0,0,0,"","",0,0,4,4,0,0,0,0,0,0,0,100
"060014089002",0,0,0,"","",0,0,3,3,0,0,0,0,0,0,0,100
"060014090002",0,0,0,"","",0,0,6,7,0,0,0,0,0,0,0,85.71
"060014090004",0,0,0,"","",0,0,5,13,0,0,0,0,0,0,0,38.46
"060014095001",0,0,0,"","",0,0,3,3,0,0,0,0,0,0,0,100
"060014095002",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060014095003",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060014096005",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060014305002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060014334002",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060014339001",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060014339002",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060014339003",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060014403041",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060014403361",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060014415032",0,0,0,"","",0,0,2,4,0,0,0,0,0,0,0,50
"060014415212",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060014415231",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060014415232",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060014418001",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060014419211",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060014419212",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060014426011",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060014426012",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060014427001",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060014441001",0,0,0,"","",0,0,3,4,0,0,0,0,0,0,0,75
"060014441002",0,0,0,"","",0,0,2,3,0,0,0,0,0,0,0,66.67
"060014441003",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060014441004",0,0,0,"","",0,0,2,4,0,0,0,0,0,0,0,50
"060014442001",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060014442003",0,0,0,"","",0,0,1,3,0,0,0,0,0,0,0,33.33
"060014444001",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060014444002",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060014445001",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060014445002",0,0,0,"","",0,0,4,4,0,0,0,0,0,0,0,100
"060014445003",0,0,0,"","",0,0,3,3,0,0,0,0,0,0,0,100
"060014506032",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060014506061",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060133131011",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060133131012",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060133131033",0,0,0,"","",0,0,4,4,0,0,0,0,0,0,0,100
"060133132041",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060290009043",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060290012011",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060290013001",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060290013002",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060290014002",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060290014003",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060371033001",0,0,0,"","",0,0,1,4,0,0,0,0,0,0,0,25
"060371041051",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060371041052",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060371041081",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060371041082",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060371041083",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060371042031",0,0,0,"","",0,0,3,3,0,0,0,0,0,0,0,100
"060371042041",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060371043202",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060371043203",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060371044041",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060371047011",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060371047012",0,0,0,"","",0,0,2,3,0,0,0,0,0,0,0,66.67
"060371047013",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060371047041",0,0,0,"","",0,0,2,4,0,0,0,0,0,0,0,50
"060371065101",0,0,0,"","",0,0,1,3,0,0,0,0,0,0,0,33.33
"060371066044",0,0,0,"","",0,0,2,4,0,0,0,0,0,0,0,50
"060371066451",0,0,0,"","",0,0,1,3,0,0,0,0,0,0,0,33.33
"060371066452",0,0,0,"","",0,0,1,4,0,0,0,0,0,0,0,25
"060371091001",0,0,0,"","",0,0,1,3,0,0,0,0,0,0,0,33.33
"060371092001",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060371092002",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060371092003",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060371093003",0,0,0,"","",0,0,1,4,0,0,0,0,0,0,0,25
"060371211023",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060371234102",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060371254021",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060371254022",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060371254023",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060371281021",0,0,0,"","",0,0,2,4,0,0,0,0,0,0,0,50
"060371286021",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060371431003",0,0,0,"","",0,0,4,4,0,0,0,0,0,0,0,100
"060371432001",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060371432002",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060371432003",0,0,0,"","",0,0,2,4,0,0,0,0,0,0,0,50
"060371433004",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060371436031",0,0,0,"","",0,0,2,3,0,0,0,0,0,0,0,66.67
"060371436041",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060371436042",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060371438001",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060371438002",0,0,0,"","",0,0,1,4,0,0,0,0,0,0,0,25
"060371438004",0,0,0,"","",0,0,1,4,0,0,0,0,0,0,0,25
"060371810002",0,0,0,"","",0,0,2,4,0,0,0,0,0,0,0,50
"060371835102",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060371835103",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060371835202",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060371837011",0,0,0,"","",0,0,1,3,0,0,0,0,0,0,0,33.33
"060371838101",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060371838202",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060371898002",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060371898003",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060371941022",0,0,0,"","",0,0,1,4,0,0,0,0,0,0,0,25
"060371942001",0,0,0,"","",0,0,2,4,0,0,0,0,0,0,0,50
"060371942002",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060371943001",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060371943002",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060371944011",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060371944012",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060371944021",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060371944022",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060371944023",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060371945001",0,0,0,"","",0,0,2,4,0,0,0,0,0,0,0,50
"060371945002",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372041102",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372041103",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372043002",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372063001",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372063002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372063003",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372073011",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372079001",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372146001",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372146002",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372146003",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372147001",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372147002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372147003",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372148001",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372148002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372148003",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372149011",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372149012",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372149021",0,0,0,"","",0,0,4,4,0,0,0,0,0,0,0,100
"060372149022",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372163003",0,0,0,"","",0,0,1,4,0,0,0,0,0,0,0,25
"060372169004",0,0,0,"","",0,0,2,4,0,0,0,0,0,0,0,50
"060372169005",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372170011",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372170013",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372171002",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372171003",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372172002",0,0,0,"","",0,0,2,4,0,0,0,0,0,0,0,50
"060372182101",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372183002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372183003",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372183004",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372187022",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372190102",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372190201",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372190202",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372190203",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372193001",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372195001",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372195002",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372218201",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372220012",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372220021",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372220022",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372220023",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372220024",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372221002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372221003",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372225001",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372225002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372225003",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372247001",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372247002",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372287201",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372287202",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372288001",0,0,0,"","",0,0,4,4,0,0,0,0,0,0,0,100
"060372288004",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372312101",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372313004",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372314001",0,0,0,"","",0,0,4,4,0,0,0,0,0,0,0,100
"060372314002",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372314003",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372315001",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372315002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372315003",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372317102",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372317201",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372317203",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372340001",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372340002",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372340003",0,0,0,"","",0,0,4,4,0,0,0,0,0,0,0,100
"060372340004",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372340005",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372342001",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372342002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372342003",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372343001",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372343002",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372343003",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372343004",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372348001",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372348002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372348003",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372348004",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372351003",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372352011",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372352021",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372352022",0,0,0,"","",0,0,3,3,0,0,0,0,0,0,0,100
"060372352023",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372361001",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372361002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372361003",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372361004",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372361005",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372362032",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372364001",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372364002",0,0,0,"","",0,0,3,3,0,0,0,0,0,0,0,100
"060372372021",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372373001",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372373004",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372375002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372376002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372377101",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372377201",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372378001",0,0,0,"","",0,0,4,4,0,0,0,0,0,0,0,100
"060372378002",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372378003",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372378004",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372379001",0,0,0,"","",0,0,4,4,0,0,0,0,0,0,0,100
"060372379002",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372381001",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372381002",0,0,0,"","",0,0,3,4,0,0,0,0,0,0,0,75
"060372381003",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372382001",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372382003",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372382004",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372383101",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372383102",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372384001",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372384002",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372409001",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372409002",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372409003",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372410011",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372413001",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372413002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372414002",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372420002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372426001",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372427002",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372427003",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372427004",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372611012",0,0,0,"","",0,0,1,5,0,0,0,0,0,0,0,20
"060372611021",0,0,0,"","",0,0,1,6,0,0,0,0,0,0,0,16.67
"060372611022",0,0,0,"","",0,0,1,7,0,0,0,0,0,0,0,14.29
"060372623021",0,0,0,"","",0,0,1,4,0,0,0,0,0,0,0,25
"060372623032",0,0,0,"","",0,0,2,4,0,0,0,0,0,0,0,50
"060372624001",0,0,0,"","",0,0,4,5,0,0,0,0,0,0,0,80
"060372625011",0,0,0,"","",0,0,2,4,0,0,0,0,0,0,0,50
"060372625012",0,0,0,"","",0,0,1,3,0,0,0,0,0,0,0,33.33
"060372625013",0,0,0,"","",0,0,2,3,0,0,0,0,0,0,0,66.67
"060372626011",0,0,0,"","",0,0,2,5,0,0,0,0,0,0,0,40
"060372626044",0,0,0,"","",0,0,1,4,0,0,0,0,0,0,0,25
"060372627061",0,0,0,"","",0,0,1,5,0,0,0,0,0,0,0,20
"060372628021",0,0,0,"","",0,0,3,5,0,0,0,0,0,0,0,60
"060372628022",0,0,0,"","",0,0,2,3,0,0,0,0,0,0,0,66.67
"060372628023",0,0,0,"","",0,0,5,5,0,0,0,0,0,0,0,100
"060372640001",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372640003",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372641021",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372653051",0,0,0,"","",0,0,1,4,0,0,0,0,0,0,0,25
"060372654101",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372655203",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372656011",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372656012",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372671001",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372671002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372671003",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372671004",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372679012",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372679021",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372679022",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372679023",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372690004",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372691001",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372691002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372691003",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372691004",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372693001",0,0,0,"","",0,0,2,4,0,0,0,0,0,0,0,50
"060372695001",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372695003",0,0,0,"","",0,0,1,3,0,0,0,0,0,0,0,33.33
"060372695004",0,0,0,"","",0,0,2,4,0,0,0,0,0,0,0,50
"060372696012",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372696022",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372697001",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372699031",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372702003",0,0,0,"","",0,0,2,4,0,0,0,0,0,0,0,50
"060372703001",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372703002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372718022",0,0,0,"","",0,0,1,3,0,0,0,0,0,0,0,33.33
"060372751011",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372756031",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372756032",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372760001",0,0,0,"","",0,0,3,3,0,0,0,0,0,0,0,100
"060372760002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372760003",0,0,0,"","",0,0,1,2,0,0,0,0,0,0,0,50
"060372760004",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372760005",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372764001",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372764002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372764003",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372764004",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372764005",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372765002",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372766011",0,0,0,"","",0,0,3,4,0,0,0,0,0,0,0,75
"060372766012",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372766013",0,0,0,"","",0,0,4,4,0,0,0,0,0,0,0,100
"060372766014",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372766031",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372766032",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372766041",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372766042",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372770001",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
"060372770002",0,0,0,"","",0,0,3,4,0,0,0,0,0,0,0,75
"060372770003",0,0,0,"","",0,0,4,4,0,0,0,0,0,0,0,100
"060372770004",0,0,0,"","",0,0,4,4,0,0,0,0,0,0,0,100
"060372770005",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372771001",0,0,0,"","",0,0,1,1,0,0,0,0,0,0,0,100
"060372771002",0,0,0,"","",0,0,2,2,0,0,0,0,0,0,0,100
