MTRS,DomWellCou,Count of chemical constituents above MCL,Count of chemical constituents within 80% of MCL,Average MCL Index (for results above MCL),List of chemical constituents above MCL,List of chemical constituents within 80% of MCL,Section Risk Category
M10N05E26,29,1,1,1.209,CR6,CR6,high
M10N05E27,46,0,0,0,,,low
M10N05E28,17,0,0,0,,,low
M10N05E29,13,0,0,0,,,low
M10N05E30,22,1,0,1.13,AS,,high
M10N05E31,25,1,1,1.13,AS,AS,high
M10N05E32,25,0,2,0,,CR6; AS,med
M10N05E33,18,1,0,1.094166667,CR6,,high
M10N05E34,51,1,0,1.094166667,CR6,,high
M10N05E35,23,0,0,0,,,low
M10N05E36,8,0,0,0,,,low
M10N05W01,0,,,,,,
M10N05W02,0,,,,,,
M10N05W03,0,,,,,,
M10N05W04,0,,,,,,
M10N05W05,0,,,,,,
M10N05W06,0,,,,,,
M10N05W07,0,,,,,,
M10N05W08,0,,,,,,
M10N05W09,0,,,,,,
M10N05W10,0,,,,,,
M10N05W11,0,,,,,,
M10N05W12,0,,,,,,
M10N05W13,0,,,,,,
M10N05W14,0,,,,,,
M10N05W15,0,,,,,,
M10N05W16,0,,,,,,
M10N05W17,1,,,,,,
M10N05W18,0,,,,,,
M10N05W19,1,,,,,,
M10N05W20,0,,,,,,
M10N05W21,1,,,,,,
M10N05W22,6,,,,,,
M10N05W23,0,,,,,,
M10N05W24,0,,,,,,
M10N05W25,0,,,,,,
M10N05W26,0,,,,,,
M10N05W27,0,,,,,,
M10N05W28,0,,,,,,
M10N05W29,2,,,,,,
M10N05W30,0,0,0,0,,,low
M10N05W31,3,0,0,0,,,low
M10N05W32,0,,,,,,
M10N05W33,0,,,,,,
M10N05W34,0,,,,,,
M10N05W35,0,,,,,,
M10N05W36,0,,,,,,
M10N06E01,0,0,0,0,,,low
M10N06E02,0,1,0,2.2,PCE,,high
M10N06E03,0,1,0,1.135814958,PCE,,high
M10N06E04,26,0,0,0,,,low
M10N06E05,20,0,0,0,,,low
M10N06E06,0,0,0,0,,,low
M10N06E07,4,1,1,1.047666667,CR6,CR6,high
M10N06E08,6,0,0,0,,,low
M10N06E09,4,0,0,0,,,low
M10N06E10,10,0,0,0,,,low
M10N06E11,0,0,0,0,,,low
M10N06E12,1,0,0,0,,,low
M10N06E13,4,0,0,0,,,low
M10N06E14,3,1,0,1.38,PCE,,high
M10N06E15,3,0,0,0,,,low
M10N06E16,16,0,0,0,,,low
M10N06E17,4,0,0,0,,,low
M10N06E18,0,1,1,1.047666667,CR6,CR6,high
M10N06E19,3,0,1,0,,PB,med
M10N06E20,3,0,0,0,,,low
M10N06E21,10,0,0,0,,,low
M10N06E22,3,1,0,1.38,PCE,,high
M10N06E23,3,0,0,0,,,low
M10N06E24,2,0,0,0,,,low
M10N06E25,2,0,0,0,,,low
M10N06E26,0,1,0,1.38,PCE,,high
M10N06E27,1,1,0,1.38,PCE,,high
M10N06E28,1,0,0,0,,,low
M10N06E29,1,0,0,0,,,low
M10N06E30,1,1,2,1.209,CR6,CR6; PB,high
M10N06E31,0,0,0,0,,,low
M10N06E32,1,0,0,0,,,low
M10N06E33,12,0,0,0,,,low
M10N06E34,1,0,0,0,,,low
M10N06E35,0,0,0,0,,,low
M10N06E36,3,0,0,0,,,low
M10N06W01,0,,,,,,
M10N06W02,1,,,,,,
M10N06W03,1,0,0,0,,,low
M10N06W04,0,0,0,0,,,low
M10N06W05,0,0,0,0,,,low
M10N06W06,6,1,0,7.5,HG,,high
M10N06W07,2,1,0,7.5,HG,,high
M10N06W08,8,0,0,0,,,low
M10N06W09,2,0,0,0,,,low
M10N06W10,2,0,0,0,,,low
M10N06W11,0,,,,,,
M10N06W12,0,,,,,,
M10N06W13,0,,,,,,
M10N06W14,1,,,,,,
M10N06W15,0,,,,,,
M10N06W16,2,0,0,0,,,low
M10N06W17,0,0,0,0,,,low
M10N06W18,0,0,0,0,,,low
M10N06W19,0,0,0,0,,,low
M10N06W20,1,0,0,0,,,low
M10N06W21,3,0,0,0,,,low
M10N06W22,11,,,,,,
M10N06W23,1,,,,,,
M10N06W24,0,,,,,,
M10N06W25,0,0,0,0,,,low
M10N06W26,3,0,0,0,,,low
M10N06W27,0,,,,,,
M10N06W28,0,0,0,0,,,low
M10N06W29,0,0,0,0,,,low
M10N06W30,0,0,0,0,,,low
M10N06W31,1,,,,,,
M10N06W32,0,,,,,,
M10N06W33,0,,,,,,
M10N06W34,0,,,,,,
M10N06W35,0,0,0,0,,,low
M10N06W36,4,0,0,0,,,low
M10N07E01,0,,,,,,
M10N07E02,2,,,,,,
M10N07E03,6,,,,,,
M10N07E04,0,0,0,0,,,low
M10N07E05,0,0,0,0,,,low
M10N07E06,0,0,0,0,,,low
M10N07E07,0,0,0,0,,,low
M10N07E08,1,0,0,0,,,low
M10N07E09,2,0,0,0,,,low
M10N07E10,10,,,,,,
M10N07E11,4,,,,,,
M10N07E12,0,,,,,,
M10N07E13,0,,,,,,
M10N07E14,1,,,,,,
M10N07E15,1,,,,,,
M10N07E16,1,0,0,0,,,low
M10N07E17,5,0,0,0,,,low
M10N07E18,2,0,0,0,,,low
M10N07E19,2,0,0,0,,,low
M10N07E20,5,0,0,0,,,low
M10N07E21,2,0,0,0,,,low
M10N07E22,1,0,0,0,,,low
M10N07E23,0,,,,,,
M10N07E24,0,,,,,,
M10N07E25,0,,,,,,
M10N07E26,1,,,,,,
M10N07E27,2,0,0,0,,,low
M10N07E28,4,0,0,0,,,low
M10N07E29,5,0,0,0,,,low
M10N07E30,0,0,0,0,,,low
M10N07E31,4,0,0,0,,,low
M10N07E32,1,0,0,0,,,low
M10N07E33,0,0,0,0,,,low
M10N07E34,0,0,0,0,,,low
M10N07E35,0,,,,,,
M10N07E36,0,,,,,,
M10N07W01,14,1,0,7.5,HG,,high
M10N07W02,13,1,0,2.1379737,HG,,high
M10N07W03,29,0,0,0,,,low
M10N07W04,9,0,0,0,,,low
M10N07W05,1,,,,,,
M10N07W06,0,,,,,,
M10N07W07,0,,,,,,
M10N07W08,0,,,,,,
M10N07W09,4,0,0,0,,,low
M10N07W10,9,0,0,0,,,low
M10N07W11,0,1,0,4.02,HG,,high
M10N07W12,1,1,0,7.5,HG,,high
M10N07W13,0,,,,,,
M10N07W14,14,,,,,,
M10N07W15,9,,,,,,
M10N07W16,4,,,,,,
M10N07W17,0,,,,,,
M10N07W18,0,,,,,,
M10N07W19,0,,,,,,
M10N07W20,0,,,,,,
M10N07W21,2,,,,,,
M10N07W22,0,,,,,,
M10N07W23,2,,,,,,
M10N07W24,2,,,,,,
M10N07W25,0,,,,,,
M10N07W26,0,,,,,,
M10N07W27,0,,,,,,
M10N07W28,1,,,,,,
M10N07W29,4,,,,,,
M10N07W30,0,,,,,,
M10N07W31,16,,,,,,
M10N07W32,3,,,,,,
M10N07W33,0,,,,,,
M10N07W34,0,,,,,,
M10N07W35,0,,,,,,
M10N07W36,4,,,,,,
M10N08E01,2,,,,,,
M10N08E02,4,,,,,,
M10N08E03,0,,,,,,
M10N08E04,0,,,,,,
M10N08E05,0,,,,,,
M10N08E06,0,,,,,,
M10N08E07,0,,,,,,
M10N08E08,0,,,,,,
M10N08E09,0,,,,,,
M10N08E10,2,,,,,,
M10N08E11,27,1,0,1.1,NO3N,,high
M10N08E12,14,1,0,1.1,NO3N,,high
M10N08E13,106,1,0,1.1,NO3N,,high
M10N08E14,38,1,0,1.1,NO3N,,high
M10N08E15,5,,,,,,
M10N08E16,1,,,,,,
M10N08E17,0,,,,,,
M10N08E18,0,,,,,,
M10N08E19,1,,,,,,
M10N08E20,0,,,,,,
M10N08E21,7,,,,,,
M10N08E22,13,,,,,,
M10N08E23,5,1,0,1.1,NO3N,,high
M10N08E24,62,1,0,1.1,NO3N,,high
M10N08E25,33,,,,,,
M10N08E26,1,,,,,,
M10N08E27,3,,,,,,
M10N08E28,4,,,,,,
M10N08E29,2,,,,,,
M10N08E30,2,,,,,,
M10N08E31,2,,,,,,
M10N08E32,0,,,,,,
M10N08E33,1,,,,,,
M10N08E34,1,,,,,,
M10N08E35,3,,,,,,
M10N08E36,0,,,,,,
M10N08W01,0,,,,,,
M10N08W02,0,,,,,,
M10N08W03,0,,,,,,
M10N08W04,0,,,,,,
M10N08W05,0,,,,,,
M10N08W06,0,,,,,,
M10N08W07,0,,,,,,
M10N08W08,0,,,,,,
M10N08W09,0,,,,,,
M10N08W10,0,,,,,,
M10N08W11,0,,,,,,
M10N08W12,0,,,,,,
M10N08W13,0,,,,,,
M10N08W14,0,,,,,,
M10N08W15,0,,,,,,
M10N08W16,0,,,,,,
M10N08W17,0,,,,,,
M10N08W18,0,,,,,,
M10N08W19,2,0,0,0,,,low
M10N08W20,3,,,,,,
M10N08W21,0,,,,,,
M10N08W22,0,,,,,,
M10N08W23,0,,,,,,
M10N08W24,0,,,,,,
M10N08W25,0,,,,,,
M10N08W26,0,,,,,,
M10N08W27,0,,,,,,
M10N08W28,0,,,,,,
M10N08W29,1,0,0,0,,,low
M10N08W30,3,0,0,0,,,low
M10N08W31,4,0,0,0,,,low
M10N08W32,0,0,0,0,,,low
M10N08W33,0,0,0,0,,,low
M10N08W34,3,,,,,,
M10N08W35,0,,,,,,
M10N08W36,0,,,,,,
M10N09E01,22,0,0,0,,,low
M10N09E02,23,0,0,0,,,low
M10N09E03,17,0,0,0,,,low
M10N09E04,5,0,0,0,,,low
M10N09E05,4,,,,,,
M10N09E06,1,,,,,,
M10N09E07,0,1,0,1.1,NO3N,,high
M10N09E08,37,,,,,,
M10N09E09,44,0,0,0,,,low
M10N09E10,40,0,0,0,,,low
M10N09E11,40,0,0,0,,,low
M10N09E12,35,0,0,0,,,low
M10N09E13,14,0,0,0,,,low
M10N09E14,51,0,0,0,,,low
M10N09E15,36,0,0,0,,,low
M10N09E16,60,0,0,0,,,low
M10N09E17,71,0,0,0,,,low
M10N09E18,15,0,1,0,,NO3N,med
M10N09E19,33,0,1,0,,NO3N,med
M10N09E20,53,0,0,0,,,low
M10N09E21,36,0,0,0,,,low
M10N09E22,44,0,0,0,,,low
M10N09E23,62,0,0,0,,,low
M10N09E24,29,0,0,0,,,low
M10N09E25,29,0,0,0,,,low
M10N09E26,87,0,0,0,,,low
M10N09E27,44,0,0,0,,,low
M10N09E28,40,0,0,0,,,low
M10N09E29,17,0,0,0,,,low
M10N09E30,56,0,0,0,,,low
M10N09E31,8,,,,,,
M10N09E32,19,,,,,,
M10N09E33,36,0,0,0,,,low
M10N09E34,14,0,0,0,,,low
M10N09E35,51,0,0,0,,,low
M10N09E36,47,0,0,0,,,low
M10N09W01,0,,,,,,
M10N09W02,2,,,,,,
M10N09W03,0,,,,,,
M10N09W04,2,,,,,,
M10N09W05,0,,,,,,
M10N09W06,4,0,0,0,,,low
M10N09W07,22,0,0,0,,,low
M10N09W08,4,0,0,0,,,low
M10N09W09,0,0,0,0,,,low
M10N09W10,0,,,,,,
M10N09W11,1,,,,,,
M10N09W12,0,,,,,,
M10N09W13,1,0,0,0,,,low
M10N09W14,5,0,0,0,,,low
M10N09W15,8,0,0,0,,,low
M10N09W16,0,0,0,0,,,low
M10N09W17,22,0,0,0,,,low
M10N09W18,23,0,0,0,,,low
M10N09W19,14,0,0,0,,,low
M10N09W20,5,0,0,0,,,low
M10N09W21,11,0,0,0,,,low
M10N09W22,14,0,0,0,,,low
M10N09W23,17,0,0,0,,,low
M10N09W24,0,0,0,0,,,low
M10N09W25,18,0,0,0,,,low
M10N09W26,11,0,0,0,,,low
M10N09W27,15,0,0,0,,,low
M10N09W28,0,0,0,0,,,low
M10N09W29,14,0,0,0,,,low
M10N09W30,7,0,0,0,,,low
M10N09W31,1,0,0,0,,,low
M10N09W32,7,0,0,0,,,low
M10N09W33,6,0,0,0,,,low
M10N09W34,2,0,0,0,,,low
M10N09W35,38,0,0,0,,,low
M10N09W36,22,0,0,0,,,low
M10N10E01,1,0,0,0,,,low
M10N10E02,7,0,0,0,,,low
M10N10E03,34,0,0,0,,,low
M10N10E04,41,0,0,0,,,low
M10N10E05,6,0,0,0,,,low
M10N10E06,0,0,0,0,,,low
M10N10E07,9,,,,,,
M10N10E08,8,0,0,0,,,low
M10N10E09,13,0,0,0,,,low
M10N10E10,19,0,0,0,,,low
M10N10E11,8,0,0,0,,,low
M10N10E12,13,0,0,0,,,low
M10N10E13,3,0,0,0,,,low
M10N10E14,33,0,0,0,,,low
M10N10E15,11,0,0,0,,,low
M10N10E16,37,0,0,0,,,low
M10N10E17,11,0,0,0,,,low
M10N10E18,21,0,0,0,,,low
M10N10E19,42,0,0,0,,,low
M10N10E20,27,0,0,0,,,low
M10N10E21,19,0,0,0,,,low
M10N10E22,18,0,0,0,,,low
M10N10E23,11,0,0,0,,,low
M10N10E24,11,0,0,0,,,low
M10N10E25,2,0,0,0,,,low
M10N10E26,24,0,0,0,,,low
M10N10E27,23,0,0,0,,,low
M10N10E28,26,0,0,0,,,low
M10N10E29,8,0,0,0,,,low
M10N10E30,96,0,0,0,,,low
M10N10E31,59,0,0,0,,,low
M10N10E32,56,0,0,0,,,low
M10N10E33,14,0,0,0,,,low
M10N10E34,13,0,0,0,,,low
M10N10E35,19,0,0,0,,,low
M10N10E36,23,0,0,0,,,low
M10N10W01,1,0,0,0,,,low
M10N10W02,0,0,0,0,,,low
M10N10W03,12,0,0,0,,,low
M10N10W04,2,0,0,0,,,low
M10N10W05,3,0,0,0,,,low
M10N10W06,1,0,0,0,,,low
M10N10W07,0,0,0,0,,,low
M10N10W08,2,0,0,0,,,low
M10N10W09,16,0,0,0,,,low
M10N10W10,12,0,0,0,,,low
M10N10W11,7,0,0,0,,,low
M10N10W12,5,0,0,0,,,low
M10N10W13,19,0,0,0,,,low
M10N10W14,8,0,0,0,,,low
M10N10W15,12,0,0,0,,,low
M10N10W16,20,0,0,0,,,low
M10N10W17,7,0,0,0,,,low
M10N10W18,1,0,0,0,,,low
M10N10W19,0,0,0,0,,,low
M10N10W20,2,0,0,0,,,low
M10N10W21,35,0,0,0,,,low
M10N10W22,37,0,0,0,,,low
M10N10W23,22,0,0,0,,,low
M10N10W24,11,0,0,0,,,low
M10N10W25,5,0,0,0,,,low
M10N10W26,12,0,0,0,,,low
M10N10W27,50,0,0,0,,,low
M10N10W28,11,0,0,0,,,low
M10N10W29,1,0,0,0,,,low
M10N10W30,1,,,,,,
M10N10W31,0,,,,,,
M10N10W32,0,,,,,,
M10N10W33,5,0,0,0,,,low
M10N10W34,25,0,0,0,,,low
M10N10W35,53,0,0,0,,,low
M10N10W36,1,0,0,0,,,low
M10N11E01,4,0,0,0,,,low
M10N11E02,6,0,0,0,,,low
M10N11E03,2,0,0,0,,,low
M10N11E04,5,0,0,0,,,low
M10N11E05,14,0,0,0,,,low
M10N11E06,11,,,,,,
M10N11E07,11,0,0,0,,,low
M10N11E08,10,0,0,0,,,low
M10N11E09,11,0,0,0,,,low
M10N11E10,10,0,0,0,,,low
M10N11E11,32,0,0,0,,,low
M10N11E12,20,0,0,0,,,low
M10N11E13,44,0,0,0,,,low
M10N11E14,18,0,0,0,,,low
M10N11E15,39,0,0,0,,,low
M10N11E16,20,0,0,0,,,low
M10N11E17,17,0,0,0,,,low
M10N11E18,22,0,0,0,,,low
M10N11E19,26,0,0,0,,,low
M10N11E20,15,0,0,0,,,low
M10N11E21,55,0,0,0,,,low
M10N11E22,15,0,0,0,,,low
M10N11E23,30,0,0,0,,,low
M10N11E24,77,0,0,0,,,low
M10N11E25,55,1,0,1.355,AS,,high
M10N11E26,57,0,0,0,,,low
M10N11E27,72,1,0,2.571428571,BZ,,high
M10N11E28,70,0,0,0,,,low
M10N11E29,36,0,0,0,,,low
M10N11E30,15,0,0,0,,,low
M10N11E31,15,0,0,0,,,low
M10N11E32,88,0,0,0,,,low
M10N11E33,67,0,0,0,,,low
M10N11E34,52,0,0,0,,,low
M10N11E35,19,0,0,0,,,low
M10N11E36,62,0,0,0,,,low
M10N11W01,0,0,0,0,,,low
M10N11W02,0,,,,,,
M10N11W03,0,,,,,,
M10N11W04,1,,,,,,
M10N11W05,14,,,,,,
M10N11W06,2,,,,,,
M10N11W07,0,,,,,,
M10N11W08,1,,,,,,
M10N11W09,5,,,,,,
M10N11W10,9,,,,,,
M10N11W11,0,,,,,,
M10N11W12,1,,,,,,
M10N11W13,0,,,,,,
M10N11W14,0,,,,,,
M10N11W15,0,,,,,,
M10N11W16,0,,,,,,
M10N11W17,0,,,,,,
M10N11W18,0,,,,,,
M10N11W19,1,,,,,,
M10N11W20,1,,,,,,
M10N11W21,0,,,,,,
M10N11W22,0,,,,,,
M10N11W23,0,,,,,,
M10N11W24,0,,,,,,
M10N11W25,0,,,,,,
M10N11W26,0,,,,,,
M10N11W27,2,,,,,,
M10N11W28,0,,,,,,
M10N11W29,1,,,,,,
M10N11W30,0,,,,,,
M10N11W31,0,,,,,,
M10N11W32,3,,,,,,
M10N11W33,6,,,,,,
M10N11W34,0,,,,,,
M10N11W35,0,,,,,,
M10N11W36,3,,,,,,
M10N12E01,5,0,0,0,,,low
M10N12E02,13,,,,,,
M10N12E03,7,,,,,,
M10N12E04,16,,,,,,
M10N12E05,27,,,,,,
M10N12E06,5,0,0,0,,,low
M10N12E07,7,0,0,0,,,low
M10N12E08,8,0,0,0,,,low
M10N12E09,24,,,,,,
M10N12E10,15,,,,,,
M10N12E11,46,,,,,,
M10N12E12,48,0,0,0,,,low
M10N12E13,26,0,0,0,,,low
M10N12E14,19,,,,,,
M10N12E15,8,0,0,0,,,low
M10N12E16,11,0,0,0,,,low
M10N12E17,27,0,0,0,,,low
M10N12E18,9,0,0,0,,,low
M10N12E19,45,0,0,0,,,low
M10N12E20,74,0,0,0,,,low
M10N12E21,34,0,0,0,,,low
M10N12E22,20,0,0,0,,,low
M10N12E23,18,0,0,0,,,low
M10N12E24,19,,,,,,
M10N12E25,13,,,,,,
M10N12E26,37,0,0,0,,,low
M10N12E27,94,0,0,0,,,low
M10N12E28,52,1,0,1.053333333,AS,,high
M10N12E29,52,0,0,0,,,low
M10N12E30,25,0,0,0,,,low
M10N12E31,61,0,0,0,,,low
M10N12E32,73,0,0,0,,,low
M10N12E33,52,0,0,0,,,low
M10N12E34,44,0,0,0,,,low
M10N12E35,3,0,0,0,,,low
M10N12E36,0,0,0,0,,,low
M10N12W01,0,,,,,,
M10N12W02,1,,,,,,
M10N12W03,0,,,,,,
M10N12W04,0,,,,,,
M10N12W05,0,,,,,,
M10N12W06,0,,,,,,
M10N12W07,1,,,,,,
M10N12W08,1,,,,,,
M10N12W09,0,,,,,,
M10N12W10,0,,,,,,
M10N12W11,0,,,,,,
M10N12W12,0,,,,,,
M10N12W13,0,,,,,,
M10N12W14,0,,,,,,
M10N12W15,0,,,,,,
M10N12W16,0,,,,,,
M10N12W17,0,,,,,,
M10N12W18,0,,,,,,
M10N12W19,0,,,,,,
M10N12W20,0,,,,,,
M10N12W21,0,,,,,,
M10N12W22,0,,,,,,
M10N12W23,0,,,,,,
M10N12W24,0,,,,,,
M10N12W25,2,,,,,,
M10N12W26,0,,,,,,
M10N12W27,0,,,,,,
M10N12W28,0,,,,,,
M10N12W29,0,,,,,,
M10N12W30,0,,,,,,
M10N12W31,0,,,,,,
M10N12W32,0,,,,,,
M10N12W33,0,,,,,,
M10N12W34,0,,,,,,
M10N12W35,3,,,,,,
M10N12W36,1,,,,,,
M10N13E01,0,,,,,,
M10N13E02,1,,,,,,
M10N13E03,0,,,,,,
M10N13E04,2,0,0,0,,,low
M10N13E05,12,0,0,0,,,low
M10N13E06,34,0,0,0,,,low
M10N13E07,32,0,0,0,,,low
M10N13E08,1,0,0,0,,,low
M10N13E09,0,,,,,,
M10N13E10,0,,,,,,
M10N13E11,0,,,,,,
M10N13E12,0,,,,,,
M10N13E13,0,,,,,,
M10N13E14,0,,,,,,
M10N13E15,0,,,,,,
M10N13E16,1,,,,,,
M10N13E17,1,0,0,0,,,low
M10N13E18,8,0,0,0,,,low
M10N13E19,3,,,,,,
M10N13E20,0,,,,,,
M10N13E21,0,,,,,,
M10N13E22,0,,,,,,
M10N13E23,0,,,,,,
M10N13E24,0,,,,,,
M10N13E25,0,,,,,,
M10N13E26,0,,,,,,
M10N13E27,1,,,,,,
M10N13E28,0,,,,,,
M10N13E29,2,,,,,,
M10N13E30,0,,,,,,
M10N13E31,2,0,0,0,,,low
M10N13E32,1,,,,,,
M10N13E33,1,,,,,,
M10N13E34,0,,,,,,
M10N13E35,0,,,,,,
M10N13E36,0,,,,,,
M10N13W01,0,,,,,,
M10N13W02,0,,,,,,
M10N13W03,0,,,,,,
M10N13W04,0,,,,,,
M10N13W05,2,,,,,,
M10N13W06,1,,,,,,
M10N13W07,10,0,0,0,,,low
M10N13W08,1,,,,,,
M10N13W09,2,,,,,,
M10N13W10,0,,,,,,
M10N13W11,0,,,,,,
M10N13W12,0,,,,,,
M10N13W13,1,,,,,,
M10N13W14,0,,,,,,
M10N13W15,0,,,,,,
M10N13W16,1,,,,,,
M10N13W17,8,,,,,,
M10N13W18,7,0,0,0,,,low
M10N13W19,1,0,0,0,,,low
M10N13W20,3,,,,,,
M10N13W21,8,,,,,,
M10N13W22,0,,,,,,
M10N13W23,0,,,,,,
M10N13W24,0,,,,,,
M10N13W25,1,,,,,,
M10N13W26,0,,,,,,
M10N13W27,0,,,,,,
M10N13W28,0,,,,,,
M10N13W29,0,,,,,,
M10N13W30,0,,,,,,
M10N13W31,0,,,,,,
M10N13W32,1,,,,,,
M10N13W33,2,,,,,,
M10N13W34,0,,,,,,
M10N13W35,0,,,,,,
M10N13W36,0,,,,,,
M10N14E01,0,,,,,,
M10N14E02,0,,,,,,
M10N14E03,0,,,,,,
M10N14E04,0,,,,,,
M10N14E05,0,,,,,,
M10N14E06,0,,,,,,
M10N14E07,0,,,,,,
M10N14E08,0,,,,,,
M10N14E09,0,,,,,,
M10N14E10,0,,,,,,
M10N14E11,0,,,,,,
M10N14E12,0,,,,,,
M10N14E13,0,,,,,,
M10N14E14,0,,,,,,
M10N14E15,0,,,,,,
M10N14E16,0,,,,,,
M10N14E17,0,,,,,,
M10N14E18,0,,,,,,
M10N14E19,0,,,,,,
M10N14E20,0,,,,,,
M10N14E21,0,,,,,,
M10N14E22,0,,,,,,
M10N14E23,0,,,,,,
M10N14E24,0,,,,,,
M10N14E25,0,,,,,,
M10N14E26,0,,,,,,
M10N14E27,0,,,,,,
M10N14E28,0,,,,,,
M10N14E29,0,,,,,,
M10N14E30,0,,,,,,
M10N14E31,0,,,,,,
M10N14E32,0,,,,,,
M10N14E33,0,,,,,,
M10N14E34,0,,,,,,
M10N14E35,0,,,,,,
M10N14E36,0,,,,,,
M10N14W01,0,,,,,,
M10N14W02,5,,,,,,
M10N14W03,4,,,,,,
M10N14W04,0,,,,,,
M10N14W05,0,,,,,,
M10N14W06,0,,,,,,
M10N14W07,0,,,,,,
M10N14W08,0,0,1,0,,F,med
M10N14W09,1,0,1,0,,F,med
M10N14W10,7,0,1,0,,F,med
M10N14W11,5,0,0,0,,,low
M10N14W12,8,0,0,0,,,low
M10N14W13,11,0,0,0,,,low
M10N14W14,13,0,0,0,,,low
M10N14W15,1,0,1,0,,F,med
M10N14W16,0,0,1,0,,F,med
M10N14W17,0,0,1,0,,F,med
M10N14W18,0,,,,,,
M10N14W20,0,0,1,0,,F,med
M10N14W21,0,0,1,0,,F,med
M10N14W22,0,0,1,0,,F,med
M10N14W23,0,0,0,0,,,low
M10N14W24,0,0,0,0,,,low
M10N14W25,0,,,,,,
M10N14W26,0,,,,,,
M10N14W27,0,,,,,,
M10N14W28,1,,,,,,
M10N14W29,0,,,,,,
M10N14W33,0,,,,,,
M10N14W34,0,,,,,,
M10N14W35,0,,,,,,
M10N14W36,0,,,,,,
M10N15E01,0,0,0,0,,,low
M10N15E02,0,0,0,0,,,low
M10N15E03,0,,,,,,
M10N15E04,0,,,,,,
M10N15E05,0,,,,,,
M10N15E06,0,,,,,,
M10N15E07,0,,,,,,
M10N15E08,0,,,,,,
M10N15E09,0,,,,,,
M10N15E10,0,,,,,,
M10N15E11,0,0,0,0,,,low
M10N15E12,0,0,0,0,,,low
M10N15E13,0,,,,,,
M10N15E14,0,,,,,,
M10N15E15,0,,,,,,
M10N15E16,0,,,,,,
M10N15E17,0,,,,,,
M10N15E18,0,,,,,,
M10N15E19,0,,,,,,
M10N15E20,0,,,,,,
M10N15E21,0,,,,,,
M10N15E22,0,,,,,,
M10N15E23,0,,,,,,
M10N15E24,0,,,,,,
M10N15E25,0,,,,,,
M10N15E26,0,,,,,,
M10N15E27,0,,,,,,
M10N15E28,0,,,,,,
M10N15E29,0,,,,,,
M10N15E30,0,,,,,,
M10N15E31,0,,,,,,
M10N15E32,0,,,,,,
M10N15E33,0,,,,,,
M10N15E34,0,,,,,,
M10N15E35,0,,,,,,
M10N15E36,0,,,,,,
M10N15W01,0,,,,,,
M10N15W02,0,,,,,,
M10N15W03,0,,,,,,
M10N15W11,0,,,,,,
M10N15W12,0,,,,,,
M10N16E01,0,,,,,,
M10N16E02,0,,,,,,
M10N16E03,0,,,,,,
M10N16E04,0,,,,,,
M10N16E05,0,,,,,,
M10N16E06,0,0,0,0,,,low
M10N16E07,0,0,0,0,,,low
M10N16E08,0,,,,,,
M10N16E09,0,,,,,,
M10N16E10,0,,,,,,
M10N16E11,0,,,,,,
M10N16E12,0,,,,,,
M10N16E13,0,,,,,,
M10N16E14,0,,,,,,
M10N16E15,0,0,0,0,,,low
M10N16E16,0,0,0,0,,,low
M10N16E17,0,0,0,0,,,low
M10N16E18,0,,,,,,
M10N16E19,0,,,,,,
M10N16E20,1,0,0,0,,,low
M10N16E21,0,0,0,0,,,low
M10N16E22,0,0,0,0,,,low
M10N16E23,0,,,,,,
M10N16E24,0,,,,,,
M10N16E25,0,,,,,,
M10N16E26,0,,,,,,
M10N16E27,0,0,0,0,,,low
M10N16E28,0,0,0,0,,,low
M10N16E29,0,0,0,0,,,low
M10N16E30,0,,,,,,
M10N16E31,0,,,,,,
M10N16E32,0,,,,,,
M10N16E33,2,,,,,,
M10N16E34,0,,,,,,
M10N16E35,0,,,,,,
M10N16E36,0,,,,,,
M10N17E02,0,,,,,,
M10N17E03,0,,,,,,
M10N17E04,0,,,,,,
M10N17E05,0,,,,,,
M10N17E06,0,,,,,,
M10N17E07,0,,,,,,
M10N17E08,0,,,,,,
M10N17E09,0,,,,,,
M10N17E10,0,,,,,,
M10N17E11,0,0,0,0,,,low
M10N17E14,0,0,0,0,,,low
M10N17E15,0,0,0,0,,,low
M10N17E16,0,0,0,0,,,low
M10N17E17,0,0,0,0,,,low
M10N17E18,0,,,,,,
M10N17E19,0,,,,,,
M10N17E20,0,0,0,0,,,low
M10N17E21,0,1,0,1.833333333,BIS2EHP,,high
M10N17E22,5,1,0,1.833333333,BIS2EHP,,high
M10N17E23,0,1,0,1.833333333,BIS2EHP,,high
M10N17E26,0,1,0,1.833333333,BIS2EHP,,high
M10N17E27,0,1,0,1.833333333,BIS2EHP,,high
M10N17E28,0,1,0,1.833333333,BIS2EHP,,high
M10N17E29,1,0,0,0,,,low
M10N17E30,0,0,0,0,,,low
M10N17E31,0,0,0,0,,,low
M10N17E32,1,0,0,0,,,low
M10N17E33,0,1,0,1.833333333,BIS2EHP,,high
M10N17E34,0,1,0,1.833333333,BIS2EHP,,high
M10N17E35,0,1,0,1.833333333,BIS2EHP,,high
M10N18E01,2,0,0,0,,,low
M10N18E02,1,,,,,,
M10N18E03,0,,,,,,
M10N18E04,0,,,,,,
M10N18E05,0,,,,,,
M10N18E06,0,,,,,,
M10N18E07,0,0,0,0,,,low
M10N18E08,0,0,0,0,,,low
M10N18E09,4,,,,,,
M10N18E10,1,,,,,,
M10N18E11,4,,,,,,
