"GEOID","wq_risk","comb_risk","wq_score","ex_risk","Pop18","adj_dw","statesmallcount","dwss_cou","dwss_den","DAC_status"
"060374081391",0,0,0,0,1729,0,0,0,0,"None"
"060374081392",0,0,0,0,2675,0,0,0,0,"None"
"060374081401",0,0,0,0,2333,0,0,0,0,"DAC"
"060374081402",0,0,0,0,1585,0,0,0,0,"None"
"060374081411",0,0,0,0,4439,0,0,0,0,"None"
"060374081412",0,0,0,0,1188,0,0,0,0,"None"
"060374082111",0,0,0,0,1072,0,0,0,0,"None"
"060374087031",0,0,0,0,2174,0,0,0,0,"None"
"060375545143",0,0,0,0,1438,0,0,0,0,"None"
"060375548022",0,0,0,0,2347,0,0,0,0,"None"
"060375548023",0,0,0,0,1747,0,0,0,0,"None"
"060377028033",0,0,0,0,1350,0,0,0,0,"None"
"060378001011",0,0,0,0,2772,0,0,0,0,"None"
"060378001012",0,0,0,0,2875,0,0,0,0,"None"
"060378001021",0,0,0,0,2549,0,0,0,0,"None"
"060378001022",0,0,0,0,1917,0,0,0,0,"None"
"060378001023",0,0,0,0,2111,0,0,0,0,"None"
"060378002021",0,0,0,0,1109,0,0,0,0,"None"
"060378002022",0,0,0,0,4814,0,0,0,0,"None"
"060378002041",0,0,0,0,1822,0,0,0,0,"None"
"060378002042",0,0,0,0,2782,0,0,0,0,"None"
"060378003241",0,0,0,0,842,0,0,0,0,"None"
"060378003242",0,0,0,0,2166,0,0,0,0,"None"
"060378003243",0,0,0,0,1671,0,0,0,0,"None"
"060378003244",0,0,0,0,2183,0,0,0,0,"None"
"060378003261",0,0,0,0,1826,0,0,0,0,"None"
"060378003262",0,0,0,0,1047,0,0,0,0,"None"
"060378003271",0,0,0,0,2572,0,0,0,0,"None"
"060378003272",0,0,0,0,1073,0,0,0,0,"None"
"060378003273",0,0,0,0,2081,0,0,0,0,"None"
"060378003281",0,0,0,0,1484,0,0,0,0,"None"
"060378003291",0,0,0,0,735,0,0,0,0,"None"
"060378003292",0,0,0,0,3178,0,0,0,0,"None"
"060378003293",0,0,0,0,2756,0,0,0,0,"None"
"060378003301",0,0,0,0,953,0,0,0,0,"None"
"060378003311",0,0,0,0,729,0,0,0,0,"None"
"060378003322",0,0,0,0,1007,0,0,0,0,"None"
"060378003323",0,0,0,0,584,0,0,0,0,"None"
"060378003324",0,0,0,0,1066,0,0,0,0,"Data Not Available"
"060378003325",0,0,0,0,1198,0,0,0,0,"None"
"060378003326",0,0,0,0,1282,0,0,0,0,"None"
"060378004081",0,0,0,0,865,0,0,0,0,"None"
"060378004082",0,0,0,0,3247,0,0,0,0,"None"
"060378004083",0,0,0,0,1737,0,0,0,0,"None"
"060378004084",0,0,0,0,1386,0,0,0,0,"None"
"060378005061",0,0,0,0,1315,0,0,0,0,"None"
"060378005062",0,0,0,0,403,0,0,0,0,"None"
"060379103021",0,0,0,0,1229,0,0,0,0,"None"
"060379203031",0,0,0,0,1616,0,0,0,0,"None"
"060379203121",0,0,0,0,863,0,0,0,0,"None"
"060379203123",0,0,0,0,2379,0,0,0,0,"None"
"060379203132",0,0,0,0,977,0,0,0,0,"DAC"
"060379203133",0,0,0,0,647,0,0,0,0,"None"
"060379203134",0,0,0,0,1930,0,0,0,0,"None"
"060379203371",0,0,0,0,2869,0,0,0,0,"DAC"
"060379203373",0,0,0,0,1816,0,0,0,0,"None"
"060379203381",0,0,0,0,5979,0,0,0,0,"None"
"060379800231",0,0,0,0,0,0,0,0,0,"Data Not Available"
"060590320111",0,0,0,0,781,0,0,0,0,"None"
"060590320443",0,0,0,0,871,0,0,0,0,"None"
"060590320542",0,0,0,0,792,0,0,0,0,"None"
"060590320543",0,0,0,0,1144,0,0,0,0,"Data Not Available"
"060590423072",0,0,0,0,818,0,0,0,0,"None"
"060590423074",0,0,0,0,935,0,0,0,0,"DAC"
"060590423075",0,0,0,0,1424,0,0,0,0,"None"
"060590525172",0,0,0,0,6910,0,0,0,0,"None"
"060590525173",0,0,0,0,2653,0,0,0,0,"None"
"060590626042",0,0,0,0,10072,0,0,0,0,"None"
"060590626251",0,0,0,0,778,0,0,0,0,"DAC"
"060590626252",0,0,0,0,917,0,0,0,0,"SDAC"
"060590626462",0,0,0,0,751,0,0,0,0,"SDAC"
"060590626463",0,0,0,0,1549,0,0,0,0,"SDAC"
"060590626471",0,0,0,0,2427,0,0,0,0,"DAC"
"060590626472",0,0,0,0,528,0,0,0,0,"SDAC"
"060590626473",0,0,0,0,914,0,0,0,0,"None"
"060590626474",0,0,0,0,817,0,0,0,0,"SDAC"
"060590869011",0,0,0,0,1856,0,0,0,0,"SDAC"
"060590869012",0,0,0,0,1423,0,0,0,0,"DAC"
"060590869015",0,0,0,0,2407,0,0,0,0,"SDAC"
"060590869021",0,0,0,0,1571,0,0,0,0,"None"
"060590869022",0,0,0,0,1483,0,0,0,0,"DAC"
"060590995121",0,0,0,0,1372,0,0,0,0,"None"
"060591102011",0,0,0,0,3065,0,0,0,0,"None"
"060591102012",0,0,0,0,2480,0,0,0,0,"None"
"060591102021",0,0,0,0,2994,0,0,0,0,"DAC"
"060591102022",0,0,0,0,848,0,0,0,0,"DAC"
"060591104022",0,0,0,0,1450,0,0,0,0,"None"
"060650306011",0,0,0,0,2315,0,0,0,0,"None"
"060650306012",0,0,0,0,858,0,0,0,0,"None"
"060650306013",0,0,0,0,2320,0,0,0,0,"None"
"060650306022",0,0,0,0,1245,0,0,0,0,"None"
"060650406112",0,0,0,0,3444,0,0,0,0,"None"
"060650409031",0,0,0,0,1094,0,0,0,0,"None"
"060650409041",0,0,0,0,1470,0,0,0,0,"None"
"060650409042",0,0,0,0,2715,0,0,0,0,"None"
"060650411013",0,0,0,0,2092,0,0,0,0,"None"
"060650411021",0,0,0,0,2177,0,0,0,0,"DAC"
"060650411022",0,0,0,0,2210,0,0,0,0,"None"
"060650412021",0,0,0,0,1563,0,0,0,0,"DAC"
"060650412022",0,0,0,0,1743,0,0,0,0,"DAC"
"060650412023",0,0,0,0,1343,0,0,0,0,"DAC"
"060650412031",0,0,0,0,1670,0,0,0,0,"None"
"060650413011",0,0,0,0,2342,0,0,0,0,"None"
"060650413012",0,0,0,0,1480,0,0,0,0,"None"
"060650413022",0,0,0,0,2178,0,0,0,0,"SDAC"
"060650419122",0,0,0,0,1524,0,0,0,0,"None"
"060650420031",0,0,0,0,3846,0,0,0,0,"None"
"060650420032",0,0,0,0,2699,0,0,0,0,"None"
"060650420041",0,0,0,0,1859,0,0,0,0,"None"
"060650420042",0,0,0,0,1829,0,0,0,0,"None"
"060650420051",0,0,0,0,2279,0,0,0,0,"None"
"060650420052",0,0,0,0,3349,0,0,0,0,"None"
"060650420081",0,0,0,0,5198,0,0,0,0,"None"
"060650420082",0,0,0,0,3931,0,0,0,0,"None"
"060650420091",0,0,0,0,3016,0,0,0,0,"None"
"060650420092",0,0,0,0,3485,0,0,0,0,"None"
"060650420093",0,0,0,0,1862,0,0,0,0,"DAC"
"060650420132",0,0,0,0,2374,0,0,0,0,"None"
"060650420141",0,0,0,0,5184,0,0,0,0,"None"
"060650420142",0,0,0,0,2346,0,0,0,0,"None"
"060650420143",0,0,0,0,3961,0,0,0,0,"None"
"060650422061",0,0,0,0,1965,0,0,0,0,"DAC"
"060650422071",0,0,0,0,1830,0,0,0,0,"None"
"060650422081",0,0,0,0,1194,0,0,0,0,"None"
"060650422103",0,0,0,0,1870,0,0,0,0,"SDAC"
"060650422132",0,0,0,0,1444,0,0,0,0,"DAC"
"060650422133",0,0,0,0,1263,0,0,0,0,"DAC"
"060650422141",0,0,0,0,3836,0,0,0,0,"None"
"060650422173",0,0,0,0,1551,0,0,0,0,"None"
"060650422174",0,0,0,0,1235,0,0,0,0,"None"
"060650424011",0,0,0,0,2059,0,0,0,0,"None"
"060650424102",0,0,0,0,2495,0,0,0,0,"None"
"060650424111",0,0,0,0,686,0,0,0,0,"None"
"060650424112",0,0,0,0,1569,0,0,0,0,"None"
"060650426212",0,0,0,0,4005,0,0,0,0,"None"
"060650427151",0,0,0,0,1872,0,0,0,0,"None"
"060650427152",0,0,0,0,2590,0,0,0,0,"None"
"060650427163",0,0,0,0,1407,0,0,0,0,"None"
"060650427171",0,0,0,0,5522,0,0,0,0,"DAC"
"060650429021",0,0,0,0,2555,0,0,0,0,"DAC"
"060650429022",0,0,0,0,2509,0,0,0,0,"DAC"
"060650429031",0,0,0,0,2447,0,0,0,0,"None"
"060650429032",0,0,0,0,3845,0,0,0,0,"DAC"
"060650429041",0,0,0,0,4385,0,0,0,0,"SDAC"
"060650430053",0,0,0,0,1903,0,0,0,0,"DAC"
"060650432421",0,0,0,0,5459,0,0,0,0,"None"
"060650432422",0,0,0,0,4194,0,0,0,0,"None"
"060650465002",0,0,0,0,269,0,0,0,0,"SDAC"
"060650465003",0,0,0,0,2075,0,0,0,0,"SDAC"
"060650472021",0,0,0,0,1821,0,0,0,0,"SDAC"
"060650479003",0,0,0,0,2225,0,0,0,0,"None"
"060650479005",0,0,0,0,4025,0,0,0,0,"None"
"060650503002",0,0,0,0,4733,0,0,0,0,"None"
"060650503004",0,0,0,0,3155,0,0,0,0,"None"
"060659401001",0,0,0,0,24,0,0,0,0,"SDAC"
"060659401002",0,0,0,0,142,0,0,0,0,"SDAC"
"060670022002",0,0,0,0,1233,0,0,0,0,"SDAC"
"060710001052",0,0,0,0,2044,0,0,0,0,"None"
"060710001081",0,0,0,0,1641,0,0,0,0,"None"
"060710001111",0,0,0,0,2361,0,0,0,0,"None"
"060710001171",0,0,0,0,2685,0,0,0,0,"None"
"060710001172",0,0,0,0,2878,0,0,0,0,"None"
"060710001173",0,0,0,0,790,0,0,0,0,"None"
"060710001174",0,0,0,0,672,0,0,0,0,"None"
"060710001181",0,0,0,0,2457,0,0,0,0,"None"
"060710001182",0,0,0,0,2300,0,0,0,0,"None"
"060710020213",0,0,0,0,1915,0,0,0,0,"None"
"060710020221",0,0,0,0,5123,0,0,0,0,"None"
"060710020222",0,0,0,0,8028,0,0,0,0,"None"
"060710020331",0,0,0,0,5205,0,0,0,0,"None"
"060710091093",0,0,0,0,1748,0,0,0,0,"None"
"060719401002",0,0,0,0,865,0,0,0,0,"SDAC"
"060730062001",0,0,0,0,23,0,0,0,0,"Data Not Available"
"060730083281",0,0,0,0,7012,0,0,0,0,"None"
"060730083291",0,0,0,0,3221,0,0,0,0,"None"
"060730083292",0,0,0,0,1806,0,0,0,0,"None"
"060730083301",0,0,0,0,3193,0,0,0,0,"None"
"060730083311",0,0,0,0,2524,0,0,0,0,"None"
"060730083332",0,0,0,0,8092,0,0,0,0,"None"
"060730083351",0,0,0,0,912,0,0,0,0,"None"
"060730091013",0,0,0,0,1518,0,0,0,0,"None"
"060730098022",0,0,0,0,1133,0,0,0,0,"DAC"
"060730098051",0,0,0,0,1244,0,0,0,0,"None"
"060730098052",0,0,0,0,772,0,0,0,0,"None"
"060730134191",0,0,0,0,7809,0,0,0,0,"None"
"060730136052",0,0,0,0,1537,0,0,0,0,"None"
"060730136053",0,0,0,0,1630,0,0,0,0,"None"
"060730136061",0,0,0,0,944,0,0,0,0,"None"
"060730139082",0,0,0,0,3359,0,0,0,0,"None"
"060730166051",0,0,0,0,2214,0,0,0,0,"None"
"060730166052",0,0,0,0,2192,0,0,0,0,"None"
"060730166053",0,0,0,0,1052,0,0,0,0,"None"
"060730166054",0,0,0,0,1665,0,0,0,0,"DAC"
"060730166061",0,0,0,0,2253,0,0,0,0,"None"
"060730166141",0,0,0,0,2156,0,0,0,0,"None"
"060730166151",0,0,0,0,4477,0,0,0,0,"None"
"060730166161",0,0,0,0,1782,0,0,0,0,"None"
"060730168062",0,0,0,0,1021,0,0,0,0,"Data Not Available"
"060730168063",0,0,0,0,1580,0,0,0,0,"DAC"
"060730170061",0,0,0,0,1776,0,0,0,0,"None"
"060730170062",0,0,0,0,1238,0,0,0,0,"None"
"060730170091",0,0,0,0,2683,0,0,0,0,"None"
"060730170092",0,0,0,0,2054,0,0,0,0,"None"
"060730170102",0,0,0,0,2100,0,0,0,0,"None"
"060730170142",0,0,0,0,1229,0,0,0,0,"None"
"060730170191",0,0,0,0,2529,0,0,0,0,"None"
"060730170202",0,0,0,0,1180,0,0,0,0,"None"
"060730170211",0,0,0,0,1478,0,0,0,0,"None"
"060730170393",0,0,0,0,2898,0,0,0,0,"None"
"060730170401",0,0,0,0,2123,0,0,0,0,"None"
"060730170402",0,0,0,0,1355,0,0,0,0,"None"
"060730170403",0,0,0,0,1073,0,0,0,0,"None"
"060730170411",0,0,0,0,2187,0,0,0,0,"None"
"060730170412",0,0,0,0,1845,0,0,0,0,"None"
"060730170413",0,0,0,0,550,0,0,0,0,"None"
"060730170414",0,0,0,0,1247,0,0,0,0,"None"
"060730170421",0,0,0,0,3555,0,0,0,0,"None"
"060730170441",0,0,0,0,2390,0,0,0,0,"None"
"060730170451",0,0,0,0,2714,0,0,0,0,"None"
"060730170481",0,0,0,0,2557,0,0,0,0,"DAC"
"060730170482",0,0,0,0,1199,0,0,0,0,"DAC"
"060730170483",0,0,0,0,2104,0,0,0,0,"None"
"060730170484",0,0,0,0,1339,0,0,0,0,"None"
"060730170491",0,0,0,0,1132,0,0,0,0,"None"
"060730170492",0,0,0,0,2116,0,0,0,0,"None"
"060730170502",0,0,0,0,1736,0,0,0,0,"None"
"060730170512",0,0,0,0,1577,0,0,0,0,"None"
"060730170531",0,0,0,0,1520,0,0,0,0,"None"
"060730170532",0,0,0,0,1667,0,0,0,0,"None"
"060730170542",0,0,0,0,811,0,0,0,0,"None"
"060730170543",0,0,0,0,757,0,0,0,0,"None"
"060730170544",0,0,0,0,2635,0,0,0,0,"None"
"060730188032",0,0,0,0,1219,0,0,0,0,"None"
"060730191051",0,0,0,0,798,0,0,0,0,"None"
"060730191052",0,0,0,0,2639,0,0,0,0,"None"
"060730192054",0,0,0,0,864,0,0,0,0,"SDAC"
"060730192062",0,0,0,0,2871,0,0,0,0,"None"
"060730192074",0,0,0,0,824,0,0,0,0,"SDAC"
"060730197011",0,0,0,0,3772,0,0,0,0,"None"
"060730197021",0,0,0,0,769,0,0,0,0,"None"
"060730197024",0,0,0,0,2018,0,0,0,0,"None"
"060730198062",0,0,0,0,660,0,0,0,0,"SDAC"
"060730198063",0,0,0,0,5242,0,0,0,0,"None"
"060730198064",0,0,0,0,2944,0,0,0,0,"None"
"060730200141",0,0,0,0,1449,0,0,0,0,"None"
"060730200211",0,0,0,0,3492,0,0,0,0,"None"
"060730200212",0,0,0,0,2002,0,0,0,0,"SDAC"
"060730200221",0,0,0,0,2697,0,0,0,0,"None"
"060730200281",0,0,0,0,2459,0,0,0,0,"SDAC"
"060730200282",0,0,0,0,2162,0,0,0,0,"SDAC"
"060730200291",0,0,0,0,2272,0,0,0,0,"SDAC"
"060730200292",0,0,0,0,1228,0,0,0,0,"DAC"
"060730200293",0,0,0,0,2628,0,0,0,0,"DAC"
"060730201032",0,0,0,0,2178,0,0,0,0,"None"
"060730201033",0,0,0,0,3668,0,0,0,0,"None"
"060730201034",0,0,0,0,877,0,0,0,0,"None"
"060730201051",0,0,0,0,1111,0,0,0,0,"None"
"060730201052",0,0,0,0,2933,0,0,0,0,"None"
"060730201061",0,0,0,0,2160,0,0,0,0,"None"
"060730201062",0,0,0,0,1656,0,0,0,0,"None"
"060730201071",0,0,0,0,1679,0,0,0,0,"None"
"060730201072",0,0,0,0,2138,0,0,0,0,"None"
"060730201084",0,0,0,0,1477,0,0,0,0,"None"
"060730201093",0,0,0,0,658,0,0,0,0,"None"
"060730202021",0,0,0,0,2226,0,0,0,0,"SDAC"
"060730202022",0,0,0,0,2814,0,0,0,0,"SDAC"
"060730202023",0,0,0,0,1771,0,0,0,0,"DAC"
"060730202062",0,0,0,0,2025,0,0,0,0,"DAC"
"060730202063",0,0,0,0,2113,0,0,0,0,"SDAC"
"060730202071",0,0,0,0,2606,0,0,0,0,"DAC"
"060730202072",0,0,0,0,2381,0,0,0,0,"SDAC"
"060730202081",0,0,0,0,2529,0,0,0,0,"None"
"060730202091",0,0,0,0,2422,0,0,0,0,"SDAC"
"060730202092",0,0,0,0,2343,0,0,0,0,"SDAC"
"060730202093",0,0,0,0,660,0,0,0,0,"DAC"
"060730202101",0,0,0,0,2274,0,0,0,0,"None"
"060730202102",0,0,0,0,2617,0,0,0,0,"SDAC"
"060730202111",0,0,0,0,1162,0,0,0,0,"None"
"060730202112",0,0,0,0,2633,0,0,0,0,"None"
"060730202113",0,0,0,0,1799,0,0,0,0,"SDAC"
"060730202114",0,0,0,0,1374,0,0,0,0,"SDAC"
"060730202131",0,0,0,0,1583,0,0,0,0,"SDAC"
"060730202132",0,0,0,0,772,0,0,0,0,"SDAC"
"060730202133",0,0,0,0,1495,0,0,0,0,"SDAC"
"060730203041",0,0,0,0,1946,0,0,0,0,"None"
"060730203042",0,0,0,0,580,0,0,0,0,"None"
"060730203043",0,0,0,0,2011,0,0,0,0,"None"
"060730203044",0,0,0,0,2361,0,0,0,0,"None"
"060730206011",0,0,0,0,1859,0,0,0,0,"None"
"060730206013",0,0,0,0,3048,0,0,0,0,"None"
"060730206021",0,0,0,0,1825,0,0,0,0,"None"
"060730206022",0,0,0,0,1476,0,0,0,0,"SDAC"
"060730206023",0,0,0,0,1502,0,0,0,0,"None"
"060730206024",0,0,0,0,1526,0,0,0,0,"None"
"060730207052",0,0,0,0,1130,0,0,0,0,"None"
"060730207071",0,0,0,0,3139,0,0,0,0,"DAC"
"060730207072",0,0,0,0,1843,0,0,0,0,"DAC"
"060730207082",0,0,0,0,2097,0,0,0,0,"None"
"060730207092",0,0,0,0,1505,0,0,0,0,"None"
"060730207094",0,0,0,0,1331,0,0,0,0,"None"
"060730215002",0,0,0,0,3640,0,0,0,0,"None"
"060730221001",0,0,0,0,2679,0,0,0,0,"None"
"060816089004",0,0,0,0,1016,0,0,0,0,"None"
"060855034013",0,0,0,0,2100,0,0,0,0,"None"
"060855035043",0,0,0,0,1277,0,0,0,0,"None"
"060855035044",0,0,0,0,797,0,0,0,0,"None"
"060855035045",0,0,0,0,627,0,0,0,0,"None"
"060855041012",0,0,0,0,3554,0,0,0,0,"None"
"060855120533",0,0,0,0,1083,0,0,0,0,"None"
"060890105001",0,0,0,0,1582,0,0,0,0,"SDAC"
"060952520001",0,0,0,0,1520,0,0,0,0,"None"
"060952520002",0,0,0,0,769,0,0,0,0,"None"
"060952521051",0,0,0,0,1811,0,0,0,0,"None"
"060952521061",0,0,0,0,1645,0,0,0,0,"None"
"060952523113",0,0,0,0,995,0,0,0,0,"None"
"060952523122",0,0,0,0,1907,0,0,0,0,"None"
"060952523141",0,0,0,0,1144,0,0,0,0,"None"
"060952529081",0,0,0,0,1072,0,0,0,0,"None"
"060952529132",0,0,0,0,1080,0,0,0,0,"None"
"060952529142",0,0,0,0,1383,0,0,0,0,"DAC"
"060952532044",0,0,0,0,1293,0,0,0,0,"DAC"
"061110058012",0,0,0,0,2478,0,0,0,0,"None"
"061110058022",0,0,0,0,5248,0,0,0,0,"None"
"061110059062",0,0,0,0,3263,0,0,0,0,"None"
"061110059063",0,0,0,0,1292,0,0,0,0,"None"
"061110059064",0,0,0,0,527,0,0,0,0,"None"
"061110059073",0,0,0,0,1291,0,0,0,0,"None"
"061110068002",0,0,0,0,1428,0,0,0,0,"None"
"061110068003",0,0,0,0,1076,0,0,0,0,"None"
"061110070001",0,0,0,0,2174,0,0,0,0,"None"
"061110070002",0,0,0,0,1969,0,0,0,0,"DAC"
"061110071001",0,0,0,0,2432,0,0,0,0,"SDAC"
"061110071003",0,0,0,0,1387,0,0,0,0,"None"
"061110072013",0,0,0,0,778,0,0,0,0,"None"
"061110074023",0,0,0,0,1874,0,0,0,0,"None"
"061110074031",0,0,0,0,1384,0,0,0,0,"None"
"061110074053",0,0,0,0,1365,0,0,0,0,"None"
"061110075112",0,0,0,0,546,0,0,0,0,"None"
"061110082012",0,0,0,0,2639,0,0,0,0,"None"
"061110083021",0,0,0,0,2247,0,0,0,0,"None"
"061110083022",0,0,0,0,3470,0,0,0,0,"None"
"061110083031",0,0,0,0,908,0,0,0,0,"None"
"061110083032",0,0,0,0,2850,0,0,0,0,"None"
"061110083041",0,0,0,0,2167,0,0,0,0,"DAC"
"061110083043",0,0,0,0,1244,0,0,0,0,"None"
"061110083063",0,0,0,0,1906,0,0,0,0,"None"
"061110084024",0,0,0,0,949,0,0,0,0,"None"
"061130102012",0,0,0,0,1024,0,0,0,0,"None"
"060378002043",0,0,0,0,0,0,0,0,0,"0"
"060379901000",0,0,0,0,0,0,0,0,0,"Data Not Available"
"060979901000",0,0,0,0,0,0,0,0,0,"Data Not Available"
"060379903000",0,0,0,0,0,0,0,0,0,"Data Not Available"
"060539900000",0,0,0,0,0,0,0,0,0,"Data Not Available"
"060599901000",0,0,0,0,0,0,0,0,0,"Data Not Available"
"060159900000",0,0,0,0,0,0,0,0,0,"Data Not Available"
"060759901000",0,0,0,0,0,0,0,0,0,"Data Not Available"
"060019900000",0,0,0,0,0,0,0,0,0,"Data Not Available"
"060139900000",0,0,0,0,0,0,0,0,0,"Data Not Available"
"060379304011",0,0,0,0,0,0,0,0,0,"0"
"060619900000",0,0,0,0,0,0,0,0,0,"Data Not Available"
"060179900000",0,0,0,0,0,0,0,0,0,"Data Not Available"
"060459901000",0,0,0,0,0,0,0,0,0,"Data Not Available"
"060419901000",0,0,0,0,0,0,0,0,0,"Data Not Available"
"060739901000",0,0,0,0,0,0,0,0,0,"Data Not Available"
"060239901000",0,0,0,0,0,0,0,0,0,"Data Not Available"
"060799900000",0,0,0,0,0,0,0,0,0,"Data Not Available"
"060879901000",0,0,0,0,0,0,0,0,0,"Data Not Available"
"0",0,0,0,0,0,0,1,0,0,"0"
"060014046001",30,23,78.99,0,1127,0,0,0,0,"None"
"060014046002",26,19,59.24,0,745,0,0,0,0,"None"
"060014046003",26,19,59.24,0,1276,0,0,0,0,"None"
"060014334003",2,1,4.17,0,489,0,0,0,0,"Data Not Available"
"060014506031",43,34,116.52,0,1136,0,0,0,0,"None"
"060014506033",25,18,58.26,0,1868,0,0,0,0,"None"
"060133650021",92,76,613.61,0,2394,0,0,0,0,"None"
"060133650022",92,76,596.54,0,1271,0,0,0,0,"SDAC"
"060133650023",91,75,582.39,0,2074,0,0,0,0,"DAC"
"060133660021",66,53,231.2,0,1692,0,0,0,0,"SDAC"
"060133660022",51,40,154.14,0,1923,0,0,0,0,"None"
"060133680011",92,76,596.54,0,726,0,0,0,0,"DAC"
"060133730003",92,76,596.54,0,1057,0,0,0,0,"DAC"
"060133760001",87,71,480.68,0,1044,0,0,0,0,"SDAC"
"060190079011",22,16,55.07,0,3298,0,0,0,0,"Data Not Available"
"060290011012",64,51,216.32,0,3158,0,0,0,0,"SDAC"
"060290023022",77,62,320.6,0,1514,0,0,0,0,"DAC"
"060290028085",72,58,280.39,0,1715,0,0,0,0,"None"
"060290028191",78,63,331.49,0,1964,0,0,0,0,"None"
"060290028192",77,62,325.84,0,3099,0,0,0,0,"None"
"060290028211",73,59,292.79,0,1621,0,0,0,0,"None"
"060290028212",73,59,292.79,0,1262,0,0,0,0,"None"
"060290054011",58,46,173.23,0,1798,0,0,0,0,"DAC"
"060371021041",82,67,388.92,0,2769,0,0,0,0,"None"
"060371021051",91,75,583.74,0,887,0,0,0,0,"DAC"
"060371021052",91,75,583.56,0,970,0,0,0,0,"DAC"
"060371044031",67,54,240.4,0,1904,0,0,0,0,"None"
"060371045002",79,64,360.6,0,2139,0,0,0,0,"None"
"060371047031",67,54,241.09,0,1027,0,0,0,0,"SDAC"
"060371047032",80,65,361.64,0,1284,0,0,0,0,"DAC"
"060371048102",80,65,361.64,0,1090,0,0,0,0,"None"
"060371048103",80,65,361.12,0,3984,0,0,0,0,"None"
"060371048211",95,79,722.24,0,2229,0,0,0,0,"DAC"
"060371048212",79,64,360.6,0,1132,0,0,0,0,"None"
"060371048221",87,71,481.49,0,2748,0,0,0,0,"DAC"
"060371060101",54,43,161.88,0,3108,0,0,0,0,"None"
"060371060201",54,43,161.88,0,2636,0,0,0,0,"None"
"060371061111",31,23,80.94,0,1546,0,0,0,0,"None"
"060371061131",54,43,161.88,0,2476,0,0,0,0,"None"
"060371061132",31,23,80.94,0,1486,0,0,0,0,"None"
"060371061141",50,39,141.64,0,4794,0,0,0,0,"DAC"
"060371061142",54,43,161.88,0,1616,0,0,0,0,"None"
"060371064032",12,7,25,0,1433,0,0,0,0,"None"
"060371064033",48,38,134.9,0,1022,0,0,0,0,"None"
"060371064053",54,43,161.88,0,1095,0,0,0,0,"SDAC"
"060371064071",44,35,121.41,0,2518,0,0,0,0,"DAC"
"060371064072",54,43,161.88,0,754,0,0,0,0,"SDAC"
"060371064081",54,43,161.88,0,2975,0,0,0,0,"DAC"
"060371064082",54,43,161.88,0,842,0,0,0,0,"DAC"
"060371066041",22,16,53.96,0,407,0,0,0,0,"None"
"060371066042",31,23,80.94,0,2882,0,0,0,0,"None"
"060371066043",54,43,161.88,0,752,0,0,0,0,"Data Not Available"
"060371066491",12,7,25,0,1082,0,0,0,0,"None"
"060371066492",26,19,60.7,0,1517,0,0,0,0,"None"
"060371190011",91,75,577.36,0,1995,0,0,0,0,"None"
"060371190012",95,79,722.58,0,1035,0,0,0,0,"None"
"060371190013",95,79,722.58,0,1299,0,0,0,0,"None"
"060371190021",80,65,361.97,0,1430,0,0,0,0,"None"
"060371190022",95,79,723.94,0,1941,0,0,0,0,"None"
"060371190023",94,78,721.21,0,1151,0,0,0,0,"None"
"060371190024",95,79,723.94,0,2124,0,0,0,0,"None"
"060371190025",73,59,288.68,0,1406,0,0,0,0,"None"
"060371192011",91,75,577.36,0,1009,0,0,0,0,"None"
"060371192012",91,75,577.36,0,1202,0,0,0,0,"None"
"060371192013",73,59,288.68,0,2078,0,0,0,0,"None"
"060371192021",61,49,192.45,0,955,0,0,0,0,"DAC"
"060371192024",50,39,144.34,0,1726,0,0,0,0,"None"
"060371193101",73,59,288.68,0,2216,0,0,0,0,"SDAC"
"060371193102",73,59,288.68,0,1869,0,0,0,0,"None"
"060371193411",73,59,288.68,0,2877,0,0,0,0,"DAC"
"060371193421",73,59,288.68,0,3092,0,0,0,0,"DAC"
"060371194001",91,75,577.36,0,594,0,0,0,0,"None"
"060371194002",95,79,723.94,0,1696,0,0,0,0,"None"
"060371194003",95,79,723.94,0,1055,0,0,0,0,"None"
"060371194004",91,75,577.36,0,2081,0,0,0,0,"None"
"060371197002",97,81,871.64,0,1969,0,0,0,0,"None"
"060371197003",91,75,577.36,0,1614,0,0,0,0,"None"
"060371198001",95,79,724.99,0,1088,0,0,0,0,"None"
"060371198002",95,79,723.94,0,1359,0,0,0,0,"None"
"060371198003",91,75,577.36,0,1184,0,0,0,0,"None"
"060371198004",91,75,577.36,0,1721,0,0,0,0,"None"
"060371198005",95,79,725.55,0,778,0,0,0,0,"None"
"060371199001",91,75,577.36,0,1116,0,0,0,0,"None"
"060371199002",91,75,577.36,0,2043,0,0,0,0,"None"
"060371199003",91,75,577.36,0,774,0,0,0,0,"None"
"060371199004",91,75,577.36,0,1065,0,0,0,0,"None"
"060371200202",73,59,289.42,0,1398,0,0,0,0,"SDAC"
"060371201041",73,59,288.68,0,2236,0,0,0,0,"SDAC"
"060371201051",73,59,288.68,0,2097,0,0,0,0,"SDAC"
"060371201052",73,59,288.68,0,775,0,0,0,0,"SDAC"
"060371203001",91,75,578.84,0,885,0,0,0,0,"DAC"
"060371203002",97,81,872.82,0,919,0,0,0,0,"DAC"
"060371203004",91,75,578.84,0,2174,0,0,0,0,"None"
"060371204002",91,75,577.36,0,680,0,0,0,0,"DAC"
"060371204003",91,75,577.36,0,1465,0,0,0,0,"None"
