"WELL_ID","PRF1","PRF2","PRF3","PL1","PL2","risk","LATITUDE","LONGITUDE","SOURCE"
"01043002",1,0,4.78,"NO3N","","high",36.855765,-121.703419,"LOCALGW"
"0105014-001",0,0,NA,"","","low",37.628611,-122.028611,"DHS"
"0105016-001",0,0,NA,"","","low",37.754659,-121.575644,"DHS"
"0105019-001",0,0,NA,"","","low",37.57306,-121.88479,"DHS"
"01050601",1,0,1.59,"NO3N","","high",36.828356,-121.676089,"LOCALGW"
"0110001-002",0,0,NA,"","","low",37.583333,-121.983333,"DHS"
"0110001-008",0,0,NA,"","","low",37.561774,-121.979669,"DHS"
"0110001-011",0,0,NA,"","","low",37.562432,-121.979327,"DHS"
"0110001-016",0,0,NA,"","","low",37.577426,-121.991034,"DHS"
"0110001-019",0,0,NA,"","","low",37.56505,-121.977913,"DHS"
"0110001-020",0,0,NA,"","","low",37.56531,-121.978,"DHS"
"0110001-021",0,0,NA,"","","low",37.565561,-121.978125,"DHS"
"0110001-022",0,0,NA,"","","low",37.565204,-121.977622,"DHS"
"0110001-023",0,0,NA,"","","low",37.56602,-121.978535,"DHS"
"0110001-024",0,0,NA,"","","low",37.566251,-121.978708,"DHS"
"0110001-025",0,0,NA,"","","low",37.566489,-121.978881,"DHS"
"0110001-036",0,0,NA,"","","low",37.561917,-121.979211,"DHS"
"0110001-037",0,0,NA,"","","low",37.561879,-121.98039,"DHS"
"0110001-044",0,0,NA,"","","low",37.566457,-121.978268,"DHS"
"0110003-005",1,0,1.0975,"CR6","","high",37.676152,-121.760281,"DHS"
"0110003-006",0,0,NA,"","","low",37.681961,-121.779067,"DHS"
"0110003-007",0,2,NA,"","CR6; NO3N","med",37.680161,-121.757127,"DHS"
"0110003-008",1,2,1.27924789976106,"PCE","PCE; NO3N","high",37.690106,-121.781655,"DHS"
"0110003-009",1,0,1.04276397848514,"NO3N","","high",37.683331,-121.76268,"DHS"
"0110003-010",0,0,NA,"","","low",37.682753,-121.78573,"DHS"
"0110003-011",0,0,NA,"","","low",37.67691,-121.763942,"DHS"
"0110003-012",1,0,1.2,"NO3N","","high",37.685899,-121.762631,"DHS"
"0110003-013",1,0,1.08009359415236,"NO3N","","high",37.687846,-121.778009,"DHS"
"0110003-014",0,0,NA,"","","low",37.676878,-121.795501,"DHS"
"0110003-015",0,0,NA,"","","low",37.682975,-121.799819,"DHS"
"0110003-021",0,0,NA,"","","low",37.683082,-121.789807,"DHS"
"0110008-001",0,0,NA,"","","low",37.672069,-121.872138,"DHS"
"0110008-002",0,0,NA,"","","low",37.672896,-121.872233,"DHS"
"0110008-003",0,0,NA,"","","low",37.683333,-121.9,"DHS"
"0110008-004",0,0,NA,"","","low",37.676552,-121.860434,"DHS"
"0110019-001",0,0,NA,"","","low",37.59862,-121.94063,"DHS"
"01N07E26H003M",0,1,NA,"","NO3N","med",37.906,-121.166,"DWR"
"01N09E16F001M",0,0,NA,"","","low",37.9396,-120.993,"DWR"
"01N09E26A001M",0,0,NA,"","","low",37.9144,-120.948,"DWR"
"01S06E23C003M",1,0,1.09,"BA","","high",37.841,-121.286,"DWR"
"01S07E21G001M",1,0,1.0275,"NO3N","","high",37.8344,-121.206,"DWR"
"01S09E11J002M",0,0,NA,"","","low",37.8616,-120.946,"DWR"
"01S09E33P001M",0,0,NA,"","","low",37.7991,-120.989,"DWR"
"0202501-001",0,0,NA,"","","low",33.549167,-116.151583,"DHS"
"0202502-001",0,0,NA,"","","low",38.776673,-119.822669,"DHS"
"0202503-001",0,0,NA,"","","low",38.773194,-119.818527,"DHS"
"0202503-002",0,0,NA,"","","low",36.903891,-119.911994,"DHS"
"0202504-003",0,1,NA,"","AS","med",38.691725,-119.80236,"DHS"
"0202506-001",0,0,NA,"","","low",38.703448,-120.051634,"DHS"
"0202512-001",0,0,NA,"","","low",38.774371,-119.903141,"DHS"
"0202515-001",0,0,NA,"","","low",38.682734,-119.752786,"DHS"
"0202516-001",0,0,NA,"","","low",38.776888,-119.899472,"DHS"
"0202519-001",0,0,NA,"","","low",37.911139,-122.004674,"DHS"
"0202520-001",0,0,NA,"","","low",38.775638,-119.893472,"DHS"
"0202522-001",0,0,NA,"","","low",38.757113,-119.818377,"DHS"
"0202523-001",0,0,NA,"","","low",38.537918,-119.825108,"DHS"
"0202524-001",0,0,NA,"","","low",38.4885,-119.807555,"DHS"
"0202525-001",0,0,NA,"","","low",38.488111,-119.804944,"DHS"
"0202532-001",0,0,NA,"","","low",38.764944,-119.848805,"DHS"
"0202542-001",0,0,NA,"","","low",38.488111,-119.804944,"DHS"
"0202547-001",0,0,NA,"","","low",38.403063,-119.803046,"DHS"
"0202548-001",0,0,NA,"","","low",38.406833,-119.790123,"DHS"
"0202549-002",0,0,NA,"","","low",38.491423,-120.037016,"DHS"
"0202550-001",0,0,NA,"","","low",38.76925,-119.816333,"DHS"
"0202552-001",0,0,NA,"","","low",38.631431,-119.937809,"DHS"
"0202554-001",0,0,NA,"","","low",38.612423,-119.926069,"DHS"
"0202556-001",0,0,NA,"","","low",38.639957,-119.955477,"DHS"
"0202562-001",0,0,NA,"","","low",38.404138,-119.787305,"DHS"
"0202563-001",0,0,NA,"","","low",38.403951,-119.790209,"DHS"
"0202564-001",0,0,NA,"","","low",38.404102,-119.789091,"DHS"
"0202565-001",0,0,NA,"","","low",38.404111,-119.791555,"DHS"
"0202566-001",0,0,NA,"","","low",38.404222,-119.790888,"DHS"
"0202567-001",0,0,NA,"","","low",38.404102,-119.789091,"DHS"
"0202599-001",0,0,NA,"","","low",38.810166,-119.7805,"DHS"
"0210002-002",1,0,4.5,"BIS2EHP","","high",38.692305,-120.069917,"DHS"
"0210002-005",0,0,NA,"","","low",38.687721,-120.070244,"DHS"
"0210002-006",0,0,NA,"","","low",38.692793,-120.070195,"DHS"
"0210003-001",0,0,NA,"","","low",38.709112,-120.039057,"DHS"
"02N02W02G001H",0,0,NA,"","","low",40.5876,-124.262,"DWR"
"02S09E12R001M",0,0,NA,"","","low",37.7702,-120.926,"DWR"
"02S09E19B002M",1,0,1.3,"NO3N","","high",37.7549,-121.022,"DWR"
"0300006-001",0,0,NA,"","","low",38.552527,-120.231138,"DHS"
"0300011-001",1,0,1.22666666666667,"ALPHA","","high",38.360361,-120.749472,"DHS"
"0300016-001",0,0,NA,"","","low",38.444444,-120.63,"DHS"
"0300016-002",0,0,NA,"","","low",38.443888,-120.630638,"DHS"
"0300016-003",0,0,NA,"","","low",38.443888,-120.630555,"DHS"
"0300019-001",0,0,NA,"","","low",38.506,-120.761167,"DHS"
"0300019-003",0,0,NA,"","","low",38.505855,-120.761282,"DHS"
"0300022-005",0,0,NA,"","","low",38.543437,-120.228516,"DHS"
"0300024-002",0,1,NA,"","PB","med",38.406164,-120.646699,"DHS"
"0300025-001",0,0,NA,"","","low",38.544055,-120.377472,"DHS"
"0300028-001",0,0,NA,"","","low",38.542112,-120.792511,"DHS"
"0300034-002",0,0,NA,"","","low",38.533717,-120.229723,"DHS"
"0300036-001",0,0,NA,"","","low",38.550553,-120.25612,"DHS"
"0300043-001",0,0,NA,"","","low",38.478638,-120.523472,"DHS"
"0300046-001",0,0,NA,"","","low",38.475888,-120.525805,"DHS"
"0300046-002",0,0,NA,"","","low",38.475936,-120.526005,"DHS"
"0300048-001",0,0,NA,"","","low",38.491824,-120.513015,"DHS"
"0300051-001",0,0,NA,"","","low",38.478639,-120.523472,"DHS"
"0300051-002",0,0,NA,"","","low",38.669188,-120.117463,"DHS"
"0300052-001",0,0,NA,"","","low",38.525611,-120.433333,"DHS"
"0300052-002",0,0,NA,"","","low",38.475936,-120.526005,"DHS"
"0300053-001",0,0,NA,"","","low",38.482688,-120.859474,"DHS"
"0300053-003",0,0,NA,"","","low",38.482073,-120.859008,"DHS"
"0300055-001",0,0,NA,"","","low",38.357638,-120.826777,"DHS"
"0300060-001",0,0,NA,"","","low",38.482688,-120.859474,"DHS"
"0300062-002",1,0,2.47367311199459,"VC","","high",38.481031,-121.010336,"DHS"
"0300064-001",0,0,NA,"","","low",38.454812,-120.917224,"DHS"
"0300065-001",0,0,NA,"","","low",38.538416,-120.215361,"DHS"
"0300076-002",0,0,NA,"","","low",38.705615,-120.089994,"DHS"
"0300077-003",0,0,NA,"","","low",38.540553,-120.789647,"DHS"
"0300080-002",0,0,NA,"","","low",38.625833,-120.129444,"DHS"
"0300081-001",0,0,NA,"","","low",38.504986,-120.824778,"DHS"
"0300083-001",0,0,NA,"","","low",38.496603,-120.822842,"DHS"
"0300085-001",0,0,NA,"","","low",38.374617,-120.616476,"DHS"
"0300085-002",0,0,NA,"","","low",38.374795,-120.620891,"DHS"
"0300086-001",0,0,NA,"","","low",38.327365,-120.737147,"DHS"
"0300087-001",0,0,NA,"","","low",38.31,-120.492777,"DHS"
"0300088-001",0,0,NA,"","","low",38.431129,-120.625761,"DHS"
"0300089-001",0,0,NA,"","","low",38.515721,-120.821986,"DHS"
"0300090-001",0,0,NA,"","","low",38.526632,-120.812975,"DHS"
"0300091-001",0,0,NA,"","","low",38.456972,-120.915631,"DHS"
"0300092-001",0,0,NA,"","","low",38.53727,-120.781576,"DHS"
"0300095-001",0,0,NA,"","","low",38.52073,-120.811497,"DHS"
"0300096-001",0,0,NA,"","","low",38.521812,-120.817174,"DHS"
"0300097-001",0,0,NA,"","","low",38.508951,-120.802181,"DHS"
"0300099-001",0,0,NA,"","","low",38.530885,-120.809237,"DHS"
"0300101-001",0,0,NA,"","","low",38.543568,-120.797716,"DHS"
"0300102-001",0,0,NA,"","","low",38.464498,-120.85723,"DHS"
"0300107-001",0,0,NA,"","","low",38.456962,-120.915619,"DHS"
"0300108-001",0,0,NA,"","","low",38.455492,-120.887847,"DHS"
"0300110-001",0,0,NA,"","","low",38.539542,-120.792624,"DHS"
"0300112-001",0,0,NA,"","","low",38.515359,-120.825278,"DHS"
"0300448-002",0,0,NA,"","","low",38.407801,-120.648805,"DHS"
"0300518-001",0,0,NA,"","","low",38.554278,-120.831694,"DHS"
"0300627-001",0,0,NA,"","","low",38.491842,-120.512424,"DHS"
"0300649-001",0,0,NA,"","","low",38.554277,-120.831694,"DHS"
"0300649-002",0,0,NA,"","","low",38.554402,-120.831693,"DHS"
"0300667-001",0,0,NA,"","","low",38.469055,-120.614027,"DHS"
"0300667-002",0,0,NA,"","","low",38.466748,-120.613445,"DHS"
"0310004-002",0,0,NA,"","","low",38.474749,-120.833669,"DHS"
"0310004-004",0,0,NA,"","","low",38.474598,-120.833589,"DHS"
"0310004-005",0,0,NA,"","","low",38.481703,-120.83208,"DHS"
"0310005-003",0,0,NA,"","","low",38.413056,-120.657778,"DHS"
"0310006-002",0,0,NA,"","","low",38.544577,-120.74116,"DHS"
"0310006-009",0,0,NA,"","","low",38.543549,-120.746501,"DHS"
"0310006-012",0,0,NA,"","","low",38.324106,-120.442397,"DHS"
"0310019-001",0,0,NA,"","","low",38.463897,-120.658075,"DHS"
"0310019-003",0,0,NA,"","","low",38.464178,-120.659896,"DHS"
"0310021-001",0,0,NA,"","","low",38.25114,-120.943718,"DHS"
"0310021-003",0,0,NA,"","","low",38.251897,-120.950147,"DHS"
"0310021-004",0,0,NA,"","","low",38.255094,-120.991331,"DHS"
"0310300-002",0,0,NA,"","","low",38.421514,-120.644121,"DHS"
"03S05E04H001M",0,1,NA,"","NO3N","med",37.706,-121.42,"DWR"
"0400001-001",0,0,NA,"","","low",39.84096,-121.777814,"DHS"
"0400001-004",0,0,NA,"","","low",39.841006,-121.777795,"DHS"
"0400003-001",0,0,NA,"","","low",39.533194,-121.165139,"DHS"
"0400004-001",1,0,4.42461898628385,"PCE","","high",38.469056,-120.614028,"DHS"
"0400004-003",0,0,NA,"","","low",39.875302,-121.680744,"DHS"
"0400005-001",0,0,NA,"","","low",39.740152,-121.880125,"DHS"
"0400005-002",0,0,NA,"","","low",39.644361,-121.406075,"DHS"
"0400007-002",0,0,NA,"","","low",39.67615,-121.771955,"DHS"
"0400010-001",0,0,NA,"","","low",39.875486,-121.6118,"DHS"
"0400012-002",1,0,3.77138333333333,"TCPR123","","high",39.36363,-121.648743,"DHS"
"0400013-001",0,0,NA,"","","low",39.533194,-121.165138,"DHS"
"0400013-003",0,0,NA,"","","low",39.533002,-121.165779,"DHS"
"0400014-001",0,0,NA,"","","low",39.655833,-121.403388,"DHS"
"0400014-002",1,0,1.29038461538461,"CU","","high",39.644361,-121.406075,"DHS"
"0400016-001",0,0,NA,"","","low",39.646027,-121.366083,"DHS"
"0400016-002",0,0,NA,"","","low",39.625103,-121.375336,"DHS"
"0400016-003",0,0,NA,"","","low",39.645037,-121.366467,"DHS"
"0400018-003",0,0,NA,"","","low",39.452222,-121.175277,"DHS"
"0400019-001",0,0,NA,"","","low",39.471111,-121.577833,"DHS"
"0400020-001",0,0,NA,"","","low",39.444138,-121.552277,"DHS"
"0400020-002",0,0,NA,"","","low",39.444117,-121.551971,"DHS"
"0400021-001",0,1,NA,"","AS","med",39.471111,-121.577833,"DHS"
"0400022-001",0,0,NA,"","","low",39.45,-121.54,"DHS"
"0400023-001",0,0,NA,"","","low",39.425577,-121.605478,"DHS"
"0400024-001",0,0,NA,"","","low",39.52,-121.17,"DHS"
"0400025-001",0,0,NA,"","","low",39.444139,-121.552278,"DHS"
"0400026-001",0,0,NA,"","","low",39.425577,-121.605478,"DHS"
"0400027-001",0,1,NA,"","AS","med",39.660722,-121.629194,"DHS"
"0400027-003",0,0,NA,"","","low",39.660603,-121.628179,"DHS"
"0400028-001",0,0,NA,"","","low",39.722694,-121.492,"DHS"
"0400028-002",0,0,NA,"","","low",39.722562,-121.49174,"DHS"
"0400030-001",0,0,NA,"","","low",39.496444,-121.581583,"DHS"
"0400032-001",0,0,NA,"","","low",39.47,-121.57,"DHS"
"0400033-001",0,0,NA,"","","low",39.54,-121.43,"DHS"
"0400040-002",0,1,NA,"","NO3N","med",39.455555,-121.511944,"DHS"
"0400041-001",0,0,NA,"","","low",39.879833,-121.674944,"DHS"
"0400042-001",0,0,NA,"","","low",39.876277,-121.675333,"DHS"
"0400043-001",0,0,NA,"","","low",39.693916,-121.575111,"DHS"
"0400045-001",0,0,NA,"","","low",39.894388,-121.748444,"DHS"
"0400046-001",0,0,NA,"","","low",39.876278,-121.675333,"DHS"
"0400048-001",0,0,NA,"","","low",39.693917,-121.575111,"DHS"
"0400048-002",0,0,NA,"","","low",39.738306,-121.95929,"DHS"
"0400049-001",0,0,NA,"","","low",39.740166,-121.678527,"DHS"
"0400049-005",1,1,1.27,"AS","AS","high",39.740047,-121.678707,"DHS"
"0400049-006",1,1,1.41994444444444,"AS","AS","high",39.739966,-121.678809,"DHS"
"0400051-002",0,0,NA,"","","low",39.442053,-121.605583,"DHS"
"0400052-001",0,0,NA,"","","low",39.872332,-121.609673,"DHS"
"0400060-001",1,1,1.17,"NO3N","NO3N","high",39.328861,-121.534694,"DHS"
"0400062-001",0,0,NA,"","","low",39.872332,-121.609673,"DHS"
"0400063-002",1,1,7.64402777777778,"TCPR123","AS","high",39.334907,-121.658033,"DHS"
"0400064-001",0,1,NA,"","F","med",39.328861,-121.534694,"DHS"
"0400065-001",0,0,NA,"","","low",39.650805,-121.562027,"DHS"
"0400065-002",2,0,1.45289583333333,"F; SE","","high",39.390278,-121.334444,"DHS"
"0400065-003",1,0,1.096,"SE","","high",39.39,-121.334166,"DHS"
"0400066-001",0,0,NA,"","","low",39.648501,-121.805692,"DHS"
"0400067-001",1,1,1.064,"NO3N","NO3N","high",39.382944,-121.610305,"DHS"
"0400068-001",0,0,NA,"","","low",39.625027,-121.375055,"DHS"
"0400068-002",0,0,NA,"","","low",39.625103,-121.375336,"DHS"
"0400070-002",0,0,NA,"","","low",38.481031,-121.010336,"DHS"
"0400070-003",0,0,NA,"","","low",39.533002,-121.165779,"DHS"
"0400073-002",1,1,1.03,"NO3N","NO3N","high",39.780361,-121.954845,"DHS"
"0400078-001",0,0,NA,"","","low",39.869244,-121.671245,"DHS"
"0400080-002",0,0,NA,"","","low",39.926027,-121.731416,"DHS"
"0400081-004",0,0,NA,"","","low",39.638368,-121.458422,"DHS"
"0400081-007",0,0,NA,"","","low",39.632395,-121.453933,"DHS"
"0400090-001",0,0,NA,"","","low",39.876389,-121.676056,"DHS"
"0400090-002",0,0,NA,"","","low",39.876388,-121.676055,"DHS"
"0400091-001",0,0,NA,"","","low",39.776862,-121.691288,"DHS"
"0400093-001",0,0,NA,"","","low",40.080537,-121.551067,"DHS"
"0400094-001",0,0,NA,"","","low",40.082634,-121.54021,"DHS"
"0400103-001",0,0,NA,"","","low",39.894389,-121.748444,"DHS"
"0400107-001",0,0,NA,"","","low",39.593313,-121.263175,"DHS"
"0400111-001",0,0,NA,"","","low",39.480324,-121.577002,"DHS"
"0400117-001",0,0,NA,"","","low",39.431833,-121.604638,"DHS"
"0400123-001",0,0,NA,"","","low",39.851138,-121.690083,"DHS"
"0400133-001",0,0,NA,"","","low",39.851139,-121.690083,"DHS"
"0400133-004",0,0,NA,"","","low",39.300277,-121.445555,"DHS"
"0400135-002",0,1,NA,"","NO3N","med",39.384444,-121.4625,"DHS"
"0400137-001",0,0,NA,"","","low",39.58544,-121.11899,"DHS"
"0400138-001",0,0,NA,"","","low",39.58864,-121.09098,"DHS"
"0400138-002",0,0,NA,"","","low",39.58816,-121.0907,"DHS"
"0400142-001",0,0,NA,"","","low",40.09413,-121.552342,"DHS"
"0400143-002",0,0,NA,"","","low",40.079064,-121.560613,"DHS"
"0400149-001",0,0,NA,"","","low",40.09413,-121.552342,"DHS"
"0400151-001",0,0,NA,"","","low",39.809833,-121.882555,"DHS"
"0400151-002",0,0,NA,"","","low",39.810592,-121.885492,"DHS"
"0400152-001",0,0,NA,"","","low",39.784638,-121.58325,"DHS"
"0400155-001",0,0,NA,"","","low",34.217825,-114.208476,"DHS"
"0400161-001",0,0,NA,"","","low",38.43,-120.07,"DHS"
"0400164-001",0,0,NA,"","","low",39.651617,-121.361413,"DHS"
"0400166-001",0,0,NA,"","","low",34.493833,-117.150889,"DHS"
"0405001-006",0,0,NA,"","","low",39.710841,-121.577036,"DHS"
"0405001-007",0,0,NA,"","","low",39.734007,-121.574376,"DHS"
"0405001-010",0,0,NA,"","","low",39.710841,-121.577036,"DHS"
"0409177-001",0,0,NA,"","","low",39.747887,-121.89433,"DHS"
"0410001-003",0,0,NA,"","","low",39.41513,-121.70641,"DHS"
"0410001-008",1,0,1.09,"AS","","high",39.41513,-121.70641,"DHS"
"0410002-001",0,0,NA,"","","low",39.719265,-121.79989,"DHS"
"0410002-003",0,0,NA,"","","low",39.725557,-121.84671,"DHS"
"0410002-005",0,0,NA,"","","low",39.722333,-121.82611,"DHS"
"0410002-006",0,0,NA,"","","low",39.731456,-121.823884,"DHS"
"0410002-007",0,0,NA,"","","low",39.743275,-121.848564,"DHS"
"0410002-008",0,0,NA,"","","low",39.730677,-121.833729,"DHS"
"0410002-010",0,0,NA,"","","low",39.718794,-121.829537,"DHS"
"0410002-011",0,0,NA,"","","low",39.741632,-121.836185,"DHS"
"0410002-012",0,0,NA,"","","low",39.720238,-121.835846,"DHS"
"0410002-013",0,0,NA,"","","low",39.747822,-121.846358,"DHS"
"0410002-014",0,0,NA,"","","low",39.718244,-121.843181,"DHS"
"0410002-015",0,0,NA,"","","low",39.746602,-121.836752,"DHS"
"0410002-017",0,0,NA,"","","low",39.748119,-121.855147,"DHS"
"0410002-018",0,0,NA,"","","low",39.737234,-121.817732,"DHS"
"0410002-019",0,0,NA,"","","low",39.751694,-121.847995,"DHS"
"0410002-020",0,0,NA,"","","low",39.743202,-121.820791,"DHS"
"0410002-021",1,0,1.8333032715767,"PCE","","high",39.740723,-121.854311,"DHS"
"0410002-022",0,0,NA,"","","low",39.753124,-121.836419,"DHS"
"0410002-023",0,0,NA,"","","low",39.726332,-121.83125,"DHS"
"0410002-024",0,0,NA,"","","low",39.751926,-121.825922,"DHS"
"0410002-025",0,0,NA,"","","low",39.761321,-121.84321,"DHS"
"0410002-026",0,0,NA,"","","low",39.750857,-121.805497,"DHS"
"0410002-027",0,0,NA,"","","low",39.761793,-121.864801,"DHS"
"0410002-028",0,0,NA,"","","low",39.753302,-121.813661,"DHS"
"0410002-029",0,0,NA,"","","low",39.751321,-121.835732,"DHS"
"0410002-030",0,0,NA,"","","low",39.764808,-121.848788,"DHS"
"0410002-031",0,0,NA,"","","low",39.761197,-121.832975,"DHS"
"0410002-032",0,0,NA,"","","low",39.760885,-121.82232,"DHS"
"0410002-034",0,0,NA,"","","low",39.744699,-121.831962,"DHS"
"0410002-035",0,0,NA,"","","low",39.723646,-121.818205,"DHS"
"0410002-036",0,0,NA,"","","low",39.768091,-121.836624,"DHS"
"0410002-037",0,0,NA,"","","low",39.743282,-121.827679,"DHS"
"0410002-038",0,0,NA,"","","low",39.739456,-121.808965,"DHS"
"0410002-039",0,0,NA,"","","low",39.751121,-121.858179,"DHS"
"0410002-040",0,0,NA,"","","low",39.711697,-121.79584,"DHS"
"0410002-041",0,0,NA,"","","low",39.724921,-121.864214,"DHS"
"0410002-043",0,0,NA,"","","low",39.796684,-121.846349,"DHS"
"0410002-045",1,0,2.17466973359451,"PCE","","high",39.71918,-121.849228,"DHS"
"0410002-047",0,0,NA,"","","low",39.744834,-121.878137,"DHS"
"0410002-048",0,0,NA,"","","low",39.771334,-121.846479,"DHS"
"0410002-049",0,0,NA,"","","low",39.760866,-121.809214,"DHS"
"0410002-050",0,0,NA,"","","low",39.750647,-121.794764,"DHS"
"0410002-051",0,0,NA,"","","low",39.717016,-121.821496,"DHS"
"0410002-052",1,1,1.1,"DCE12C","DCE12C","high",39.758862,-121.852411,"DHS"
"0410002-053",0,0,NA,"","","low",39.72623,-121.795943,"DHS"
"0410002-054",0,0,NA,"","","low",39.742432,-121.805599,"DHS"
"0410002-055",0,1,NA,"","NO3N","med",39.737713,-121.86712,"DHS"
"0410002-056",0,0,NA,"","","low",39.771036,-121.8675,"DHS"
"0410002-057",0,0,NA,"","","low",39.734496,-121.807229,"DHS"
"0410002-058",0,0,NA,"","","low",39.774316,-121.858157,"DHS"
"0410002-059",0,0,NA,"","","low",39.730829,-121.868884,"DHS"
"0410002-061",0,0,NA,"","","low",39.728147,-121.809493,"DHS"
"0410002-062",0,0,NA,"","","low",39.777486,-121.83775,"DHS"
"0410002-063",0,1,NA,"","NO3N","med",39.758588,-121.877025,"DHS"
"0410002-064",0,0,NA,"","","low",39.808458,-121.852163,"DHS"
"0410002-065",0,0,NA,"","","low",39.732836,-121.787199,"DHS"
"0410002-067",1,0,3.17966350007505,"PCE","","high",39.73526,-121.839867,"DHS"
"0410002-069",0,0,NA,"","","low",39.753048,-121.782256,"DHS"
"0410002-070",1,0,26.1072035082915,"PCE","","high",39.734777,-121.839107,"DHS"
"0410002-073",0,0,NA,"","","low",39.730795,-121.880702,"DHS"
"0410002-074",0,0,NA,"","","low",39.768535,-121.879684,"DHS"
"0410002-075",0,0,NA,"","","low",39.762279,-121.806155,"DHS"
"0410002-076",0,0,NA,"","","low",39.71926,-121.79986,"DHS"
"0410002-077",0,0,NA,"","","low",39.770767,-121.819416,"DHS"
"0410002-134",0,0,NA,"","","low",39.78205,-121.884783,"DHS"
"0410002-140",0,0,NA,"","","low",39.729475,-121.796652,"DHS"
"0410003-003",0,0,NA,"","","low",39.645276,-121.802173,"DHS"
"0410003-004",0,0,NA,"","","low",39.648884,-121.809225,"DHS"
"0410004-001",1,0,1.285,"AS","","high",39.363681,-121.68575,"DHS"
"0410004-002",0,1,NA,"","AS","med",39.360623,-121.70328,"DHS"
"0410004-003",0,1,NA,"","AS","med",39.36676,-121.693292,"DHS"
"0410004-011",1,1,1.055,"AS","CR6","high",39.355881,-121.708969,"DHS"
"0410004-012",0,2,NA,"","AS; CR6","med",39.350522,-121.692069,"DHS"
"0410005-006",0,0,NA,"","","low",39.509186,-121.569029,"DHS"
"0410005-007",0,0,NA,"","","low",39.495248,-121.552655,"DHS"
"0410005-008",0,0,NA,"","","low",39.511326,-121.568664,"DHS"
"0410005-009",0,0,NA,"","","low",39.482359,-121.555487,"DHS"
"0410007-004",0,0,NA,"","","low",39.765138,-121.600541,"DHS"
"0410008-003",0,0,NA,"","","low",39.502525,-121.593722,"DHS"
"0410008-004",0,0,NA,"","","low",39.519383,-121.591772,"DHS"
"0410008-005",0,0,NA,"","","low",39.534733,-121.57518,"DHS"
"0410008-006",0,0,NA,"","","low",39.5319,-121.574994,"DHS"
"0410009-002",0,0,NA,"","","low",39.804252,-121.583194,"DHS"
"0410009-003",1,0,1.4194,"RA-228","","high",39.810127,-121.579397,"DHS"
"0410011-001",0,0,NA,"","","low",39.850538,-121.587836,"DHS"
"0410011-002",0,0,NA,"","","low",39.844408,-121.589636,"DHS"
"0410011-004",0,0,NA,"","","low",39.815232,-121.59756,"DHS"
"0410011-005",0,0,NA,"","","low",39.81236,-121.604823,"DHS"
"0410011-006",0,0,NA,"","","low",39.820017,-121.591041,"DHS"
"0410301-001",0,0,NA,"","","low",39.550194,-121.405701,"DHS"
"04N01W21B001H",0,0,NA,"","","low",40.7237,-124.183,"DWR"
"0500003-002",0,0,NA,"","","low",38.172437,-120.800878,"DHS"
"0500004-002",0,0,NA,"","","low",38.32,-120.51,"DHS"
"0500006-001",0,0,NA,"","","low",38.43,-120.07,"DHS"
"0500007-001",0,0,NA,"","","low",38.141391,-120.501037,"DHS"
"0500009-001",2,0,1.16166666666666,"ALPHA; U","","high",38.049833,-120.52875,"DHS"
"0500012-001",0,0,NA,"","","low",38.639957,-119.955477,"DHS"
"0500016-002",0,0,NA,"","","low",38.354873,-120.210475,"DHS"
"0500019-001",0,0,NA,"","","low",38.049833,-120.52875,"DHS"
"0500019-003",0,0,NA,"","","low",38.190291,-120.44181,"DHS"
"0500019-004",1,0,3.72,"AL","","high",38.191224,-120.446949,"DHS"
"0500019-005",0,0,NA,"","","low",38.190551,-120.444844,"DHS"
"0500021-003",0,0,NA,"","","low",38.426608,-120.093146,"DHS"
"0500022-003",0,0,NA,"","","low",38.311714,-120.311536,"DHS"
"0500022-005",0,0,NA,"","","low",38.190551,-120.444844,"DHS"
"0500026-004",0,0,NA,"","","low",38.378116,-120.457791,"DHS"
"0500027-001",0,0,NA,"","","low",38.442805,-120.428527,"DHS"
"0500027-002",0,0,NA,"","","low",38.442492,-120.428403,"DHS"
"0500028-001",0,0,NA,"","","low",38.447916,-120.070194,"DHS"
"0500028-003",0,0,NA,"","","low",38.447977,-120.073321,"DHS"
"0500032-001",0,1,NA,"","TL","med",38.00171,-120.544472,"DHS"
"0500037-003",0,0,NA,"","","low",38.43,-120.07,"DHS"
"0500039-001",0,0,NA,"","","low",38.00171,-120.544472,"DHS"
"0500039-003",0,0,NA,"","","low",38.212594,-120.75703,"DHS"
"0500042-001",0,0,NA,"","","low",38.33,-120.51,"DHS"
"0500042-002",0,0,NA,"","","low",38.33,-120.51,"DHS"
"0500043-001",0,0,NA,"","","low",38.422269,-120.046861,"DHS"
"0500043-002",0,0,NA,"","","low",38.421291,-120.048265,"DHS"
"0500055-002",0,0,NA,"","","low",38.412078,-120.079636,"DHS"
"0500064-002",0,0,NA,"","","low",38.066879,-120.681725,"DHS"
"0500068-002",0,0,NA,"","","low",38.383006,-120.537856,"DHS"
"0500068-003",0,0,NA,"","","low",38.383093,-120.537894,"DHS"
"0500075-004",0,0,NA,"","","low",38.312445,-120.505985,"DHS"
"0500082-002",0,0,NA,"","","low",38.044366,-120.521905,"DHS"
"0500084-001",0,0,NA,"","","low",38.446888,-120.066666,"DHS"
"0500090-001",0,0,NA,"","","low",38.354277,-120.584722,"DHS"
"0500091-001",0,0,NA,"","","low",38.354278,-120.584722,"DHS"
