"WELL_ID","PRF1","PRF2","PRF3","PL1","PL2","risk","LATITUDE","LONGITUDE","SOURCE"
"1510038-031",1,2,1.38,"ALPHA","ALPHA; U","high",35.156208,-118.668677,"DHS"
"1510038-032",2,0,1.69305555555556,"ALPHA; U","","high",35.166111,-118.661944,"DHS"
"1510038-033",1,3,1.13894444444445,"ALPHA","ALPHA; AS; U","high",35.164211,-118.608711,"DHS"
"1510038-034",2,0,1.22767013888889,"ALPHA; U","","high",35.176158,-118.60883,"DHS"
"1510038-035",0,0,NA,"","","low",35.183158,-118.646602,"DHS"
"1510038-036",2,1,1.27333333333334,"ALPHA; NO3N","NO3N","high",35.151747,-118.634366,"DHS"
"1510038-037",0,0,NA,"","","low",35.147778,-118.618889,"DHS"
"1510038-038",1,0,1.96666666666667,"TCPR123","","high",35.131,-118.5842,"DHS"
"1510038-039",1,0,1.8,"TCPR123","","high",35.131,-118.586227,"DHS"
"1510038-040",0,1,NA,"","NO3N","med",35.131,-118.5885,"DHS"
"1510038-041",0,0,NA,"","","low",35.131,-118.581602,"DHS"
"1510038-049",0,1,NA,"","NO3N","med",35.123741,-118.59305,"DHS"
"1510038-058",1,0,1.12236944444444,"ALPHA","","high",35.165744,-118.653536,"DHS"
"1510038-060",0,0,NA,"","","low",35.123763,-118.585608,"DHS"
"1510039-001",2,0,1.784625,"U; ALPHA","","high",35.633333,-118.466667,"DHS"
"1510039-002",2,0,1.68208333333333,"ALPHA; U","","high",35.620841,-118.371652,"DHS"
"1510039-003",0,0,NA,"","","low",35.650085,-118.361049,"DHS"
"1510039-004",0,0,NA,"","","low",35.651603,-118.357399,"DHS"
"1510039-006",0,0,NA,"","","low",35.650035,-118.35984,"DHS"
"1510039-008",0,1,NA,"","ALPHA","med",35.650934,-118.358363,"DHS"
"1510039-011",0,0,NA,"","","low",35.608,-118.39791,"DHS"
"1510039-012",2,0,1.87393333333333,"ALPHA; U","","high",35.603897,-118.402228,"DHS"
"1510039-015",0,0,NA,"","","low",35.612628,-118.413592,"DHS"
"1510039-016",3,0,1.66948148148148,"ALPHA; AS; U","","high",35.614722,-118.405211,"DHS"
"1510040-018",0,0,NA,"","","low",35.357548,-119.117167,"DHS"
"1510040-019",0,0,NA,"","","low",35.356694,-119.122955,"DHS"
"1510040-020",0,0,NA,"","","low",35.352509,-119.132171,"DHS"
"1510040-021",0,0,NA,"","","low",35.349518,-119.142107,"DHS"
"1510040-022",0,0,NA,"","","low",35.357196,-119.132566,"DHS"
"1510042-001",3,1,1.23149206179441,"AS; ALPHA; NO3N","NO3N","high",35.6414,-118.398079,"DHS"
"1510042-002",1,2,1.097775,"AS","AS; NO3N","high",35.641522,-118.39801,"DHS"
"1510042-004",2,0,3.85074379709157,"SB; AS","","high",35.635066,-118.409063,"DHS"
"1510043-001",1,2,1.0757,"U","U; ALPHA","high",35.689859,-118.22369,"DHS"
"1510043-002",0,0,NA,"","","low",35.688889,-118.223056,"DHS"
"1510043-004",0,0,NA,"","","low",35.697439,-118.216131,"DHS"
"1510043-005",0,0,NA,"","","low",35.697376,-118.216863,"DHS"
"1510044-022",0,0,NA,"","","low",35.61231,-118.410102,"DHS"
"1510044-024",0,0,NA,"","","low",35.611902,-118.412406,"DHS"
"1510045-001",0,0,NA,"","","low",35.135591,-118.4839,"DHS"
"1510045-006",0,0,NA,"","","low",35.131936,-118.479666,"DHS"
"1510045-007",0,0,NA,"","","low",35.124661,-118.486302,"DHS"
"1510045-008",0,1,NA,"","NO3N","med",35.139008,-118.486261,"DHS"
"1510045-009",0,1,NA,"","ALPHA","med",35.150027,-118.484608,"DHS"
"1510045-010",0,0,NA,"","","low",35.124736,-118.482702,"DHS"
"1510045-011",1,0,1.07802961158828,"AS","","high",35.117069,-118.490736,"DHS"
"1510045-012",0,0,NA,"","","low",35.135308,-118.479316,"DHS"
"1510045-016",0,0,NA,"","","low",35.149263,-118.516747,"DHS"
"1510045-017",1,0,1.2,"F","","high",35.154806,-118.494111,"DHS"
"1510045-019",0,1,NA,"","NO3N","med",35.116738,-118.47573,"DHS"
"1510045-020",0,0,NA,"","","low",35.130394,-118.477519,"DHS"
"1510045-021",0,0,NA,"","","low",35.12818,-118.479238,"DHS"
"1510045-039",0,0,NA,"","","low",35.115205,-118.432569,"DHS"
"1510045-045",0,0,NA,"","","low",35.114842,-118.418672,"DHS"
"1510046-002",1,2,1.21431788386425,"AS","AS; BZAP","high",35.616926,-119.506837,"DHS"
"1510046-003",1,1,2.00645707070707,"AS","AS","high",35.618645,-119.508052,"DHS"
"1510049-001",0,0,NA,"","","low",35.632778,-118.468333,"DHS"
"1510049-003",4,1,1.419688888435,"NO3N; F; ALPHA; U","U","high",35.632905,-118.469289,"DHS"
"1510049-004",3,2,1.44438542203228,"F; ALPHA; U","ALPHA; U","high",35.631748,-118.469814,"DHS"
"1510049-008",5,0,2.36921156382539,"F; SB; RA-226; ALPHA; AS","","high",35.630353,-118.466082,"DHS"
"1510049-014",3,1,2.32208624603175,"F; AS; SB","ALPHA","high",35.630502,-118.469556,"DHS"
"1510051-003",3,2,1.18813936988937,"ALPHA; U; F","U; F","high",34.819322,-118.902362,"DHS"
"1510052-001",1,1,3.26453216374269,"AS","CR6","high",35.014154,-117.841333,"DHS"
"1510052-002",2,0,2.19772608604845,"AS; ALPHA","","high",35.021698,-117.823016,"DHS"
"1510054-001",0,2,NA,"","AL; F","med",34.826944,-119.041111,"DHS"
"1510054-002",0,1,NA,"","ALPHA","med",34.826602,-119.044392,"DHS"
"1510054-003",1,1,1.7025,"AL","F","high",34.833802,-119.04132,"DHS"
"1510054-004",2,2,1.34833333333333,"AS; F","AS; F","high",34.83407,-119.041591,"DHS"
"1510054-005",0,0,NA,"","","low",34.834052,-119.043377,"DHS"
"1510054-006",1,0,1.64648284313725,"F","","high",34.834269,-119.040756,"DHS"
"1510055-001",0,0,NA,"","","low",35.422622,-119.07491,"DHS"
"1510055-003",0,2,NA,"","NO3N; TCPR123","med",35.419472,-119.065828,"DHS"
"1510055-004",1,0,29.1965782828283,"TCPR123","","high",35.412062,-119.062397,"DHS"
"1510055-005",2,0,10.2071836665556,"TCPR123; NO3N","","high",35.412055,-119.089629,"DHS"
"1510055-006",1,0,7.48251461988304,"TCPR123","","high",35.420132,-119.083096,"DHS"
"1510055-007",1,0,6.45416666666667,"TCPR123","","high",35.41487,-119.06991,"DHS"
"1510055-008",0,0,NA,"","","low",35.395746,-119.076232,"DHS"
"1510055-009",1,0,2.70579166666667,"TCPR123","","high",35.405337,-119.082432,"DHS"
"1510055-010",0,0,NA,"","","low",35.393576,-119.0904,"DHS"
"1510055-011",1,0,8.90140669515669,"TCPR123","","high",35.416222,-119.090301,"DHS"
"1510055-012",0,0,NA,"","","low",35.393993,-119.077538,"DHS"
"1510055-013",1,1,1.36,"TCPR123","TCPR123","high",35.398084,-119.083524,"DHS"
"1510055-014",0,1,NA,"","NO3N","med",35.420599,-119.109636,"DHS"
"1510055-025",1,0,13.875507518797,"TCPR123","","high",35.419393,-119.141505,"DHS"
"1510055-027",1,0,2.32470238095238,"TCPR123","","high",35.420134,-119.062598,"DHS"
"1510055-030",1,0,11.6918540433925,"TCPR123","","high",35.42622,-119.136162,"DHS"
"1510055-031",1,0,7.22705128205128,"TCPR123","","high",35.404323,-119.061187,"DHS"
"1510056-005",1,0,1.35875,"AS","","high",35.580383,-118.492099,"DHS"
"1510056-007",1,0,1.32376666666667,"AS","","high",35.579854,-118.49126,"DHS"
"1510056-008",1,0,1.30226165723982,"AS","","high",35.590294,-118.48595,"DHS"
"1510056-010",0,0,NA,"","","low",35.589734,-118.485414,"DHS"
"1510056-011",0,0,NA,"","","low",35.58957,-118.485535,"DHS"
"1510056-018",0,1,NA,"","AS","med",35.587309,-118.483356,"DHS"
"1510056-020",1,0,1.249175,"AS","","high",35.587327,-118.484294,"DHS"
"1510056-022",1,1,1.11446333791209,"AS","AS","high",35.592278,-118.493361,"DHS"
"1510302-001",0,0,NA,"","","low",35.332059,-119.362728,"DHS"
"1510703-002",0,0,NA,"","","low",35.652642,-117.82092,"DHS"
"1510703-010",0,0,NA,"","","low",35.655636,-117.820557,"DHS"
"1510703-013",0,0,NA,"","","low",35.654448,-117.795317,"DHS"
"1510703-016",1,0,1.42152607709751,"AS","","high",35.537933,-117.262485,"DHS"
"1510703-017",0,1,NA,"","AS","med",35.659721,-117.74337,"DHS"
"1510703-018",2,1,1.25066666666667,"ALPHA; AS","BIS2EHP","high",35.499324,-117.340778,"DHS"
"1510703-019",0,1,NA,"","AS","med",35.314819,-117.123394,"DHS"
"1510800-004",0,0,NA,"","","low",35.123505,-118.584297,"DHS"
"1510800-008",0,0,NA,"","","low",35.123283,-118.587952,"DHS"
"1510800-010",0,0,NA,"","","low",35.123288,-118.588494,"DHS"
"1510801-001",1,0,1.43527777777778,"TCPR123","","high",35.59099,-119.410918,"DHS"
"1510801-002",1,0,2.51626984126984,"TCPR123","","high",35.595547,-119.411396,"DHS"
"1510802-001",2,2,1.47449976944899,"AS; NO2","NO2; PCATE","high",35.772081,-119.321761,"DHS"
"1510802-002",2,1,1.78923375597688,"AS; NO2","NO2","high",35.775531,-119.324489,"DHS"
"151313E01-115.00",1,0,1.5,"AS","","high",36.6259,-120.517,"DWR"
"151314A01-114.00R",1,0,2.4,"AS","","high",36.64,-120.534,"DWR"
"151407E01-115.00L",0,1,NA,"","AS","med",36.64,-120.496,"DWR"
"15N02E22D001M",0,0,NA,"","","low",39.1414,-121.744,"DWR"
"15N03W20Q001M",0,0,NA,"","","low",39.1329,-122.216,"DWR"
"15N03W20Q002M",1,0,1.09426776695297,"NO3N","","high",39.1329,-122.216,"DWR"
"15N03W20Q003M",0,0,NA,"","","low",39.1329,-122.216,"DWR"
"15N09W07B001M",0,0,NA,"","","low",39.1682,-122.902,"DWR"
"15N10W03C001M",0,0,NA,"","","low",39.1826,-122.962,"DWR"
"15N10W13A001M",1,0,2.345,"AS","","high",39.1537,-122.916,"DWR"
"1600004-001",1,0,9.51944444444444,"AS","","high",36.328949,-119.688284,"DHS"
"1600006-002",0,0,NA,"","","low",36.327313,-119.478336,"DHS"
"1600007-001",0,1,NA,"","AS","med",36.043343,-120.012313,"DHS"
"1600008-001",0,1,NA,"","AS","med",36.24364,-119.778826,"DHS"
"1600008-002",1,0,2.40699915822769,"AS","","high",36.24365,-119.77918,"DHS"
"1600022-001",0,0,NA,"","","low",36.094125,-120.003527,"DHS"
"1600048-001",1,1,1.32417110666757,"AS","AS","high",36.007418,-119.962704,"DHS"
"1600258-001",0,0,NA,"","","low",36.423209,-119.672579,"DHS"
"1600261-001",0,0,NA,"","","low",36.43,-119.63,"DHS"
"1600274-001",0,0,NA,"","","low",36.34,-119.8,"DHS"
"1600302-001",0,0,NA,"","","low",36.22,-119.9,"DHS"
"1600303-003",0,0,NA,"","","low",36.072915,-120.021107,"DHS"
"1600303-004",0,0,NA,"","","low",36.072761,-120.029172,"DHS"
"1600601-001",1,0,8.10428537607362,"AS","","high",36.303865,-119.598763,"DHS"
"1600605-002",3,1,2.14078932935949,"AS; ALPHA; U","ALPHA","high",36.319777,-119.591777,"DHS"
"1610001-001",4,3,1.72476794733045,"PB; AS; ALPHA; AL","ALPHA; AL; F","high",36.307684,-119.705564,"DHS"
"1610001-007",2,3,2.99851215277778,"AS; AL","AS; AL; F","high",36.318727,-119.715948,"DHS"
"1610003-001",1,0,4.5735,"AS","","high",36.341005,-119.643065,"DHS"
"1610003-005",1,0,5.28521885521886,"AS","","high",36.323686,-119.635225,"DHS"
"1610003-010",1,1,3.66145833333333,"AS","TCPR123","high",36.32853,-119.631194,"DHS"
"1610003-012",1,0,4.42519071837254,"AS","","high",36.349878,-119.641819,"DHS"
"1610003-018",1,0,4.12350168350168,"AS","","high",36.361677,-119.64091,"DHS"
"1610003-024",1,0,2.53681818181818,"AS","","high",36.35173,-119.634234,"DHS"
"1610003-026",1,0,1.12161157024793,"AS","","high",36.315854,-119.637836,"DHS"
"1610003-027",1,0,1.41207070707071,"AS","","high",36.323561,-119.646478,"DHS"
"1610003-028",1,0,1.61847319347319,"AS","","high",36.328576,-119.662097,"DHS"
"1610003-029",1,0,2.50137445887446,"AS","","high",36.34231,-119.623705,"DHS"
"1610003-030",1,0,2.54699797343044,"AS","","high",36.313798,-119.670827,"DHS"
"1610003-031",0,0,NA,"","","low",36.351449,-119.659114,"DHS"
"1610003-032",1,0,2.145,"AS","","high",36.364115,-119.635624,"DHS"
"1610003-033",0,0,NA,"","","low",36.357985,-119.659973,"DHS"
"1610003-034",1,0,1.94866450715513,"AS","","high",36.342878,-119.671615,"DHS"
"1610003-036",0,0,NA,"","","low",36.343483,-119.683438,"DHS"
"1610003-037",0,0,NA,"","","low",36.338642,-119.682356,"DHS"
"1610004-001",2,2,1.69644371862657,"NO3N; AS","NO3N; AS","high",36.121219,-119.534305,"DHS"
"1610004-002",2,1,1.80972032828283,"AS; NO3N","NO3N","high",36.12286,-119.531804,"DHS"
"1610004-003",2,2,1.44608975270165,"AS; NO3N","AS; NO3N","high",36.124654,-119.529063,"DHS"
"1610004-004",1,0,1.69060606060606,"AS","","high",36.117194,-119.540228,"DHS"
"1610004-010",1,0,2.73863636363636,"AS","","high",36.109254,-119.549362,"DHS"
"1610005-005",1,0,1.53099537037037,"AS","","high",36.385966,-119.769837,"DHS"
"1610005-006",1,1,1.9,"AS","AS","high",36.304973,-119.795148,"DHS"
"1610005-007",0,1,NA,"","ALPHA","med",36.2805,-119.798666,"DHS"
"1610005-008",1,0,2.87666666666666,"PB","","high",36.279125,-119.798718,"DHS"
"1610005-009",1,0,2.69722001763668,"AS","","high",36.386276,-119.774347,"DHS"
"1610005-010",1,2,1.56666666666667,"AS","AS; AL","high",36.322141,-119.77979,"DHS"
"1610005-011",1,1,1.23333333333333,"AS","AS","high",36.294429,-119.805444,"DHS"
"1610006-001",0,0,NA,"","","low",36.192894,-119.819504,"DHS"
"1610006-002",0,1,NA,"","AS","med",36.185436,-119.824274,"DHS"
"1610007-002",1,1,2.04717230576441,"AS","AS","high",36.303074,-119.633395,"DHS"
"1610007-004",1,0,5.05044230769231,"AS","","high",36.300334,-119.641104,"DHS"
"1610007-007",1,0,5.46626893939394,"AS","","high",36.303103,-119.632953,"DHS"
"1610009-003",3,0,14.2841698222695,"BZ; AS; DCA12","","high",36.007412,-119.960398,"DHS"
"1610700-023",1,1,1.31133333333333,"BIS2EHP","AS","high",36.259642,-119.909044,"DHS"
"161411G02-124.18L",0,0,NA,"","","low",36.554,-120.418,"DWR"
"161518Q01-126.65",0,0,NA,"","","low",36.5233,-120.352,"DWR"
"16N01W03F001H",0,0,NA,"","","low",41.8086,-124.168,"DWR"
"16N01W09H004H",0,0,NA,"","","low",41.794,-124.177,"DWR"
"16N01W14M002H",0,0,NA,"","","low",41.7758,-124.153,"DWR"
"16N01W20H001H",0,0,NA,"","","low",41.7648,-124.196,"DWR"
"16N02W05B002M",0,0,NA,"","","low",39.2753,-122.106,"DWR"
"16N02W05B003M",0,0,NA,"","","low",39.2753,-122.106,"DWR"
"16N03E04E001M",0,0,NA,"","","low",39.2712,-121.649,"DWR"
"16N03W14H006M",0,0,NA,"","","low",39.2414,-122.153,"DWR"
"16N09W31L003M",0,0,NA,"","","low",39.1992,-122.91,"DWR"
"1700501-001",0,0,NA,"","","low",38.845741,-122.724927,"DHS"
"1700505-001",0,0,NA,"","","low",39.1715,-122.9307,"DHS"
"1700508-001",0,0,NA,"","","low",39.026848,-122.734923,"DHS"
"1700508-002",0,0,NA,"","","low",39.026807,-122.73482,"DHS"
"1700510-001",0,0,NA,"","","low",38.944564,-122.675985,"DHS"
"1700511-006",0,0,NA,"","","low",38.794483,-122.666236,"DHS"
"1700511-007",1,0,2.425,"F","","high",38.79218,-122.658302,"DHS"
"1700514-001",0,0,NA,"","","low",39.123889,-122.865833,"DHS"
"1700515-001",0,0,NA,"","","low",39.131878,-122.876738,"DHS"
"1700515-002",0,0,NA,"","","low",39.132835,-122.87657,"DHS"
"1700516-001",0,1,NA,"","HG","med",39.041756,-122.751865,"DHS"
"1700516-002",0,0,NA,"","","low",39.0448,-122.749486,"DHS"
"1700516-005",0,0,NA,"","","low",39.042938,-122.753894,"DHS"
"1700518-001",0,0,NA,"","","low",38.873303,-122.726315,"DHS"
"1700518-002",0,0,NA,"","","low",38.873276,-122.726175,"DHS"
"1700527-001",0,0,NA,"","","low",38.873225,-122.690386,"DHS"
"1700533-001",0,0,NA,"","","low",39.023765,-122.723609,"DHS"
"1700536-001",1,0,3.30633333333333,"AL","","high",38.938907,-122.65397,"DHS"
"1700536-004",1,1,1.225,"AL","AL","high",38.938891,-122.654022,"DHS"
"1700542-001",0,0,NA,"","","low",38.902231,-122.75196,"DHS"
"1700544-001",0,0,NA,"","","low",38.862013,-122.698706,"DHS"
"1700544-002",0,0,NA,"","","low",38.861996,-122.698601,"DHS"
"1700544-005",0,0,NA,"","","low",38.862347,-122.698558,"DHS"
"1700549-001",0,0,NA,"","","low",39.026164,-122.852415,"DHS"
"1700549-002",0,0,NA,"","","low",39.026569,-122.852369,"DHS"
"1700552-001",0,0,NA,"","","low",38.902778,-122.754167,"DHS"
"1700552-004",0,0,NA,"","","low",38.904697,-122.752977,"DHS"
"1700554-001",1,0,1.93,"AS","","high",39.039833,-122.76497,"DHS"
"1700554-002",0,0,NA,"","","low",39.039591,-122.76568,"DHS"
"1700561-001",0,0,NA,"","","low",39.16705,-123.007446,"DHS"
"1700563-002",0,0,NA,"","","low",38.886308,-122.728191,"DHS"
"1700563-005",0,0,NA,"","","low",38.88683,-122.727916,"DHS"
"1700574-001",0,0,NA,"","","low",38.817025,-122.69466,"DHS"
"1700574-002",0,0,NA,"","","low",38.816983,-122.694654,"DHS"
"1700579-001",1,0,3.78451779686442,"PB","","high",39.168676,-123.008899,"DHS"
"1700580-001",0,0,NA,"","","low",38.924792,-122.613446,"DHS"
"1700589-001",0,0,NA,"","","low",39.166984,-123.009403,"DHS"
"1700592-001",0,0,NA,"","","low",38.976008,-122.742021,"DHS"
"1700592-002",0,1,NA,"","NO3N","med",38.975139,-122.742267,"DHS"
"1700595-001",1,0,1.39074459867375,"MTBE","","high",39.161042,-122.908771,"DHS"
"1700595-004",0,0,NA,"","","low",39.161077,-122.90885,"DHS"
"1700596-001",0,0,NA,"","","low",39.16019,-122.99614,"DHS"
"1700596-004",0,0,NA,"","","low",39.169788,-123.0067,"DHS"
"1700601-001",0,0,NA,"","","low",39.182757,-123.025216,"DHS"
"1700601-002",0,0,NA,"","","low",39.182868,-123.027188,"DHS"
"1700604-001",0,0,NA,"","","low",38.962398,-122.730292,"DHS"
"1700606-001",0,0,NA,"","","low",38.941368,-122.664925,"DHS"
"1700609-001",0,0,NA,"","","low",38.705556,-122.55,"DHS"
"1700610-002",0,0,NA,"","","low",38.973121,-122.744651,"DHS"
"1700616-001",0,0,NA,"","","low",39.069444,-122.913889,"DHS"
"1700617-001",0,0,NA,"","","low",39.169051,-123.006602,"DHS"
"1700621-001",0,0,NA,"","","low",39.119225,-122.903252,"DHS"
"1700623-001",0,0,NA,"","","low",39.166854,-123.002868,"DHS"
"1700627-001",0,0,NA,"","","low",39.122368,-122.864764,"DHS"
"1700628-001",0,0,NA,"","","low",39.169057,-123.00931,"DHS"
"1700630-001",0,1,NA,"","PB","med",39.02894,-122.91517,"DHS"
"1700633-001",0,0,NA,"","","low",39.443727,-122.952515,"DHS"
"1700634-001",1,0,6.1,"AS","","high",39.438,-122.9394,"DHS"
"1700649-001",0,0,NA,"","","low",39.019444,-122.913889,"DHS"
"1700650-001",0,0,NA,"","","low",38.855186,-122.761955,"DHS"
"1700657-001",0,0,NA,"","","low",39.007822,-122.730434,"DHS"
"1700659-001",0,0,NA,"","","low",38.995833,-122.870833,"DHS"
"1700668-001",0,0,NA,"","","low",38.843781,-122.723649,"DHS"
"1700670-001",0,0,NA,"","","low",39.174601,-123.016539,"DHS"
"1700670-002",0,0,NA,"","","low",39.174811,-123.01762,"DHS"
"1700672-001",0,0,NA,"","","low",39.120917,-122.862861,"DHS"
"1700674-001",0,0,NA,"","","low",38.980032,-122.738716,"DHS"
"1700676-001",0,0,NA,"","","low",39.044298,-122.960514,"DHS"
"1700677-001",0,1,NA,"","NO3N","med",39.029095,-122.847981,"DHS"
"1700685-001",0,0,NA,"","","low",38.986734,-122.89623,"DHS"
"1700686-001",0,0,NA,"","","low",39.11558,-122.82636,"DHS"
"1700686-003",0,0,NA,"","","low",39.11558,-122.82636,"DHS"
"1700698-001",1,0,1.3545210543042,"AL","","high",38.938222,-122.75925,"DHS"
"1700702-001",0,0,NA,"","","low",38.979239,-122.739192,"DHS"
"1700704-001",0,0,NA,"","","low",39.171666,-122.979292,"DHS"
"1700704-002",0,0,NA,"","","low",39.171766,-122.979316,"DHS"
"1700704-003",0,0,NA,"","","low",39.17188,-122.979288,"DHS"
"1700706-001",0,0,NA,"","","low",38.754737,-122.61149,"DHS"
"1700707-001",0,0,NA,"","","low",39.4481,-122.9546,"DHS"
"1700707-002",0,0,NA,"","","low",39.434507,-122.93702,"DHS"
"1700708-001",0,0,NA,"","","low",39.062344,-122.913918,"DHS"
"1700710-001",0,0,NA,"","","low",38.788691,-122.566341,"DHS"
"1700712-001",0,0,NA,"","","low",39.015791,-122.908834,"DHS"
"1700712-003",0,0,NA,"","","low",39.016382,-122.907188,"DHS"
"1700715-001",1,0,1.1,"CR6","","high",39.016888,-122.912008,"DHS"
"1700716-002",0,0,NA,"","","low",38.736793,-122.529778,"DHS"
"1700723-001",0,0,NA,"","","low",39.016154,-122.869746,"DHS"
"1700725-001",0,0,NA,"","","low",39.163038,-122.919086,"DHS"
"1700727-001",0,0,NA,"","","low",39.018497,-122.913561,"DHS"
"1700728-001",0,0,NA,"","","low",38.878713,-122.734511,"DHS"
"1700730-004",0,0,NA,"","","low",39.017908,-122.910947,"DHS"
"1700733-001",0,0,NA,"","","low",39.018508,-122.911742,"DHS"
"1700734-001",0,0,NA,"","","low",39.00088,-122.891902,"DHS"
"1700738-001",0,0,NA,"","","low",38.914769,-122.759588,"DHS"
"1700739-001",0,0,NA,"","","low",39.022204,-122.915334,"DHS"
"1710001-001",0,0,NA,"","","low",39.020056,-122.673778,"DHS"
"1710001-002",0,0,NA,"","","low",39.019444,-122.675,"DHS"
"1710004-002",0,0,NA,"","","low",39.054819,-122.94735,"DHS"
"1710004-003",0,0,NA,"","","low",39.054846,-122.947449,"DHS"
"1710004-004",0,0,NA,"","","low",39.051321,-122.953714,"DHS"
"1710004-005",0,0,NA,"","","low",39.050804,-122.954025,"DHS"
"1710007-001",0,0,NA,"","","low",38.979913,-122.842888,"DHS"
"1710007-002",0,0,NA,"","","low",38.981143,-122.844385,"DHS"
"1710007-003",0,0,NA,"","","low",38.980118,-122.843974,"DHS"
"1710007-006",0,0,NA,"","","low",38.983488,-122.84658,"DHS"
"1710007-007",0,0,NA,"","","low",38.979961,-122.842919,"DHS"
"1710007-010",0,0,NA,"","","low",39.00399,-122.86165,"DHS"
"1710009-001",0,0,NA,"","","low",39.167729,-122.911371,"DHS"
"1710009-002",0,0,NA,"","","low",39.167693,-122.912295,"DHS"
"1710010-001",1,1,1.35,"AS","AS","high",38.923206,-122.591953,"DHS"
"1710010-002",0,0,NA,"","","low",38.915807,-122.593326,"DHS"
"1710010-005",0,0,NA,"","","low",38.916485,-122.619715,"DHS"
"1710010-006",0,0,NA,"","","low",38.915926,-122.619649,"DHS"
"1710010-008",0,1,NA,"","AS","med",38.915525,-122.620532,"DHS"
"1710010-010",0,0,NA,"","","low",38.91584,-122.621478,"DHS"
"1710010-014",0,0,NA,"","","low",38.917275,-122.6216,"DHS"
"1710010-018",0,0,NA,"","","low",38.916319,-122.619705,"DHS"
"1710010-024",0,1,NA,"","AS","med",38.9175,-122.620555,"DHS"
"1710012-002",0,0,NA,"","","low",38.845113,-122.72477,"DHS"
"1710012-003",0,0,NA,"","","low",38.844109,-122.722029,"DHS"
"1710012-005",0,0,NA,"","","low",38.83755,-122.721166,"DHS"
"1710013-001",0,0,NA,"","","low",38.762539,-122.607532,"DHS"
"1710013-002",0,0,NA,"","","low",38.758369,-122.615125,"DHS"
"1710013-005",0,0,NA,"","","low",38.759847,-122.615627,"DHS"
"1710015-001",1,0,2.325,"CR6","","high",38.77998,-122.556551,"DHS"
"1710015-002",1,1,1.32983333333333,"CR6","CR6","high",38.780682,-122.556197,"DHS"
"1710015-003",1,1,1.2,"CR6","CR6","high",38.782807,-122.555026,"DHS"
"1710015-004",1,0,2.18841666666667,"CR6","","high",38.779916,-122.556566,"DHS"
"1710800-001",0,0,NA,"","","low",38.907103,-122.706851,"DHS"
"17N01E17F001M",1,0,26.35,"AS","","high",39.3254,-121.882,"DWR"
"17N01E17F002M",1,0,14.15,"AS","","high",39.326,-121.883,"DWR"
"17N01E24A004M",2,0,12.5,"AS; HG","","high",39.3171,-121.8,"DWR"
"17N01E24A005M",2,0,5.059375,"AS; HG","","high",39.3171,-121.8,"DWR"
"17N01E24A006M",1,0,1.6125,"AS","","high",39.3171,-121.8,"DWR"
"17N01W10A002M",1,0,1.415,"AS","","high",39.3437,-121.952,"DWR"
"17N01W10A003M",1,0,1.71444444444444,"AS","","high",39.3437,-121.952,"DWR"
"17N01W10A004M",1,0,1.07533333333333,"AS","","high",39.3437,-121.952,"DWR"
"17N01W14R002H",0,0,NA,"","","low",41.8597,-124.139,"DWR"
"17N01W16F001H",0,0,NA,"","","low",41.8669,-124.187,"DWR"
"17N01W27A001M",1,0,4.91,"AS","","high",39.3008,-121.932,"DWR"
"17N01W27A002M",1,0,4.28,"AS","","high",39.3008,-121.932,"DWR"
"17N01W27A003M",1,0,4.72833333333333,"AS","","high",39.3008,-121.932,"DWR"
"17N01W27G002H",0,0,NA,"","","low",41.8377,-124.163,"DWR"
"17N02W09H003M",1,0,1.88725,"AS","","high",39.3416,-122.084,"DWR"
"17N02W09H004M",0,0,NA,"","","low",39.3416,-122.084,"DWR"
"17N02W30J002M",0,0,NA,"","","low",39.2954,-122.121,"DWR"
"17N03E05C003M",0,0,NA,"","","low",39.3599,-121.663,"DWR"
"1800010-001",0,0,NA,"","","low",40.2964,-121.056644,"DHS"
"1800010-002",0,0,NA,"","","low",40.2964,-121.056644,"DHS"
"1800228-001",0,0,NA,"","","low",41.18544,-120.944939,"DHS"
"1800503-001",0,0,NA,"","","low",40.385444,-120.590525,"DHS"
"1800503-002",0,0,NA,"","","low",40.384516,-120.594556,"DHS"
"1800506-001",0,0,NA,"","","low",40.367459,-120.264196,"DHS"
"1800506-002",0,1,NA,"","AS","med",40.368511,-120.262364,"DHS"
"1800511-001",0,0,NA,"","","low",40.431878,-120.745115,"DHS"
"1800511-002",0,0,NA,"","","low",40.438551,-120.747151,"DHS"
"1800514-001",0,0,NA,"","","low",40.580533,-120.744745,"DHS"
"1800515-001",0,0,NA,"","","low",40.720102,-120.721727,"DHS"
"1800516-001",0,0,NA,"","","low",40.893198,-121.182105,"DHS"
"1800521-001",0,0,NA,"","","low",40.144388,-120.175567,"DHS"
"1800521-002",0,0,NA,"","","low",40.144421,-120.175473,"DHS"
"1800524-001",0,0,NA,"","","low",40.38249,-120.591588,"DHS"
"1800534-001",0,0,NA,"","","low",40.665419,-120.783551,"DHS"
"1800534-002",0,0,NA,"","","low",40.66543,-120.783366,"DHS"
"1800534-005",0,0,NA,"","","low",40.665469,-120.783563,"DHS"
"1800542-002",0,0,NA,"","","low",41.013047,-120.827663,"DHS"
"1800560-001",0,0,NA,"","","low",40.339638,-120.584686,"DHS"
"1800569-001",0,0,NA,"","","low",40.423091,-120.704714,"DHS"
