"GEOID","CRF1","CRF2","CRF3","CL1","CL2","highsec","medsec","datasec","areasec","CRF4","wq_score","datacov","wq_risk","ex_risk","Pop18","adj_dw","statesmallcount","dwss_cou","dwss_den","DAC_status","prio1","comb_risk"
60014427001,0,0,0,"","",0,0,2,2,0,0,100,0,0,1025,0,0,0,0,"None",0,0
60014441001,0,0,0,"","",0,0,3,4,0,0,75,0,0,3104,0,0,0,0,"None",0,0
60014441002,0,0,0,"","",0,0,2,3,0,0,66.67,0,0,1320,0,0,0,0,"None",0,0
60014441003,0,0,0,"","",0,0,2,2,0,0,100,0,0,1755,0,0,0,0,"None",0,0
60014441004,0,0,0,"","",0,0,2,4,0,0,50,0,0,1517,0,0,0,0,"None",0,0
60014442001,0,0,0,"","",0,0,1,2,0,0,50,0,0,1704,0,0,0,0,"None",0,0
60014442003,0,0,0,"","",0,0,1,3,0,0,33.33,0,0,2831,0,0,0,0,"None",0,0
60014444001,0,0,0,"","",0,0,1,1,0,0,100,0,0,1129,0,0,0,0,"None",0,0
60014444002,0,0,0,"","",0,0,2,2,0,0,100,0,0,2331,0,0,0,0,"None",0,0
60014445001,0,0,0,"","",0,0,2,2,0,0,100,0,0,1199,0,0,0,0,"None",0,0
60014445002,0,0,0,"","",0,0,4,4,0,0,100,0,0,1719,0,0,0,0,"None",0,0
60014445003,0,0,0,"","",0,0,3,3,0,0,100,0,0,1733,0,0,0,0,"None",0,0
60014506032,0,0,0,"","",0,0,1,1,0,0,100,0,0,739,0,0,0,0,"None",0,0
60014506061,0,0,0,"","",0,0,1,1,0,0,100,0,0,2383,0,0,0,0,"None",0,0
60133131011,0,0,0,"","",0,0,2,2,0,0,100,0,0,2004,0,0,0,0,"None",0,0
60133131012,0,0,0,"","",0,0,2,2,0,0,100,0,0,1850,0,0,0,0,"SDAC",0,0
60133131033,0,0,0,"","",0,0,4,4,0,0,100,0,0,1684,0,0,0,0,"None",0,0
60133132041,0,0,0,"","",0,0,2,2,0,0,100,0,0,2714,0,0,0,0,"DAC",0,0
60290009043,0,0,0,"","",0,0,1,1,0,0,100,0,0,1444,0,0,0,0,"DAC",0,0
60290012011,0,0,0,"","",0,0,1,1,0,0,100,0,0,1605,0,0,0,0,"SDAC",0,0
60290013001,0,0,0,"","",0,0,2,2,0,0,100,0,0,1516,0,0,0,0,"SDAC",0,0
60290013002,0,0,0,"","",0,0,2,2,0,0,100,0,0,929,0,0,0,0,"SDAC",0,0
60290014002,0,0,0,"","",0,0,2,2,0,0,100,0,0,1799,0,0,0,0,"SDAC",0,0
60290014003,0,0,0,"","",0,0,2,2,0,0,100,0,0,1139,0,0,0,0,"SDAC",0,0
60371033001,0,0,0,"","",0,0,1,4,0,0,25,0,0,1866,0,0,0,0,"None",0,0
60371041051,0,0,0,"","",0,0,2,2,0,0,100,0,0,2269,0,0,0,0,"None",0,0
60371041052,0,0,0,"","",0,0,1,1,0,0,100,0,0,3921,0,0,0,0,"SDAC",0,0
60371041081,0,0,0,"","",0,0,1,2,0,0,50,0,0,1919,0,0,0,0,"DAC",0,0
60371041082,0,0,0,"","",0,0,2,2,0,0,100,0,0,2050,0,0,0,0,"DAC",0,0
60371041083,0,0,0,"","",0,0,2,2,0,0,100,0,0,1451,0,0,0,0,"None",0,0
60371042031,0,0,0,"","",0,0,3,3,0,0,100,0,0,2967,0,0,0,0,"SDAC",0,0
60371042041,0,0,0,"","",0,0,2,2,0,0,100,0,0,1743,0,0,0,0,"SDAC",0,0
60371043202,0,0,0,"","",0,0,1,1,0,0,100,0,0,544,0,0,0,0,"SDAC",0,0
60371043203,0,0,0,"","",0,0,1,1,0,0,100,0,0,1475,0,0,0,0,"DAC",0,0
60371044041,0,0,0,"","",0,0,1,2,0,0,50,0,0,1182,0,0,0,0,"SDAC",0,0
60371047011,0,0,0,"","",0,0,2,2,0,0,100,0,0,1758,0,0,0,0,"SDAC",0,0
60371047012,0,0,0,"","",0,0,2,3,0,0,66.67,0,0,1713,0,0,0,0,"SDAC",0,0
60371047013,0,0,0,"","",0,0,1,2,0,0,50,0,0,854,0,0,0,0,"DAC",0,0
60371047041,0,0,0,"","",0,0,2,4,0,0,50,0,0,4331,0,0,0,0,"DAC",0,0
60371065101,0,0,0,"","",0,0,1,3,0,0,33.33,0,0,1945,0,0,0,0,"None",0,0
60371066044,0,0,0,"","",0,0,2,4,0,0,50,0,0,1102,0,0,0,0,"None",0,0
60371066451,0,0,0,"","",0,0,1,3,0,0,33.33,0,0,1509,0,0,0,0,"None",0,0
60371066452,0,0,0,"","",0,0,1,4,0,0,25,0,0,1982,0,0,0,0,"None",0,0
60371091001,0,0,0,"","",0,0,1,3,0,0,33.33,0,0,955,0,0,0,0,"SDAC",0,0
60371092001,0,0,0,"","",0,0,1,2,0,0,50,0,0,663,0,0,0,0,"None",0,0
60371092002,0,0,0,"","",0,0,1,2,0,0,50,0,0,1203,0,0,0,0,"None",0,0
60371092003,0,0,0,"","",0,0,1,2,0,0,50,0,0,1129,0,0,0,0,"None",0,0
60371093003,0,0,0,"","",0,0,1,4,0,0,25,0,0,884,0,0,0,0,"None",0,0
60371211023,0,0,0,"","",0,0,2,2,0,0,100,0,0,1199,0,0,0,0,"DAC",0,0
60371234102,0,0,0,"","",0,0,1,1,0,0,100,0,0,1429,0,0,0,0,"None",0,0
60371254021,0,0,0,"","",0,0,1,2,0,0,50,0,0,1413,0,0,0,0,"None",0,0
60371254022,0,0,0,"","",0,0,1,1,0,0,100,0,0,1011,0,0,0,0,"None",0,0
60371254023,0,0,0,"","",0,0,1,2,0,0,50,0,0,2252,0,0,0,0,"None",0,0
60371281021,0,0,0,"","",0,0,2,4,0,0,50,0,0,3462,0,0,0,0,"DAC",0,0
60371286021,0,0,0,"","",0,0,1,2,0,0,50,0,0,1180,0,0,0,0,"None",0,0
60371431003,0,0,0,"","",0,0,4,4,0,0,100,0,0,2363,0,0,0,0,"None",0,0
60371432001,0,0,0,"","",0,0,2,2,0,0,100,0,0,2096,0,0,0,0,"None",0,0
60371432002,0,0,0,"","",0,0,2,2,0,0,100,0,0,893,0,0,0,0,"None",0,0
