"GEOID","CRF1","CRF2","CRF3","CL1","CL2","highsec","medsec","datasec","areasec","CRF4","wq_score","datacov","wq_risk","ex_risk","Pop18","adj_dw","statesmallcount","dwss_cou","dwss_den","DAC_status","prio1","comb_risk"
60371234101,0,0,0,"","",0,0,1,1,0,0,100,0,0,2820,0,0,0,0,"DAC",0,0
60371235101,0,0,0,"","",0,0,2,2,0,0,100,0,0,2949,0,0,0,0,"DAC",0,0
60371255021,0,0,0,"","",0,0,1,1,0,0,100,0,0,2395,0,0,0,0,"None",0,0
60371255022,0,0,0,"","",0,0,2,2,0,0,100,0,0,1062,0,0,0,0,"None",0,0
60371256002,0,0,0,"","",0,0,1,1,0,0,100,0,0,1060,0,0,0,0,"None",0,0
60371256003,0,0,0,"","",0,0,1,1,0,0,100,0,0,977,0,0,0,0,"None",0,0
60371271022,0,0,0,"","",0,0,1,2,0,0,50,0,0,4265,0,0,0,0,"DAC",0,0
60371272202,0,0,0,"","",0,0,1,3,0,0,33.33,0,0,3902,0,0,0,0,"SDAC",0,0
60371279101,0,0,0,"","",0,0,1,1,0,0,100,0,0,1780,0,0,0,0,"DAC",0,0
60371279102,0,0,0,"","",0,0,1,2,0,0,50,0,0,3180,0,0,0,0,"SDAC",0,0
60371279201,0,0,0,"","",0,0,1,1,0,0,100,0,0,2492,0,0,0,0,"DAC",0,0
60371279202,0,0,0,"","",0,0,1,1,0,0,100,0,0,2141,0,0,0,0,"None",0,0
60371281011,0,0,0,"","",0,0,2,2,0,0,100,0,0,2438,0,0,0,0,"None",0,0
60371281012,0,0,0,"","",0,0,2,2,0,0,100,0,0,1277,0,0,0,0,"SDAC",0,0
60371281022,0,0,0,"","",0,0,1,2,0,0,50,0,0,1514,0,0,0,0,"SDAC",0,0
60371282101,0,0,0,"","",0,0,1,2,0,0,50,0,0,3160,0,0,0,0,"SDAC",0,0
60371282102,0,0,0,"","",0,0,1,2,0,0,50,0,0,2087,0,0,0,0,"SDAC",0,0
60371282201,0,0,0,"","",0,0,1,1,0,0,100,0,0,1495,0,0,0,0,"SDAC",0,0
60371282202,0,0,0,"","",0,0,1,1,0,0,100,0,0,1611,0,0,0,0,"SDAC",0,0
60371286011,0,0,0,"","",0,0,1,2,0,0,50,0,0,3392,0,0,0,0,"DAC",0,0
60371286012,0,0,0,"","",0,0,1,4,0,0,25,0,0,1134,0,0,0,0,"None",0,0
60371431001,0,0,0,"","",0,0,3,3,0,0,100,0,0,779,0,0,0,0,"None",0,0
60371431002,0,0,0,"","",0,0,2,2,0,0,100,0,0,1280,0,0,0,0,"None",0,0
60371810003,0,0,0,"","",0,0,2,2,0,0,100,0,0,610,0,0,0,0,"None",0,0
60371810004,0,0,0,"","",0,0,1,1,0,0,100,0,0,1193,0,0,0,0,"None",0,0
60371810005,0,0,0,"","",0,0,2,3,0,0,66.67,0,0,2371,0,0,0,0,"None",0,0
60371813002,0,0,0,"","",0,0,2,2,0,0,100,0,0,1005,0,0,0,0,"None",0,0
60371815001,0,0,0,"","",0,0,2,2,0,0,100,0,0,1191,0,0,0,0,"None",0,0
60371815002,0,0,0,"","",0,0,2,2,0,0,100,0,0,1601,0,0,0,0,"None",0,0
60371831012,0,0,0,"","",0,0,1,3,0,0,33.33,0,0,1143,0,0,0,0,"None",0,0
60371832201,0,0,0,"","",0,0,2,4,0,0,50,0,0,963,0,0,0,0,"DAC",0,0
60371832202,0,0,0,"","",0,0,1,2,0,0,50,0,0,1400,0,0,0,0,"DAC",0,0
60371832203,0,0,0,"","",0,0,2,2,0,0,100,0,0,1659,0,0,0,0,"None",0,0
60371832211,0,0,0,"","",0,0,1,2,0,0,50,0,0,740,0,0,0,0,"None",0,0
60371832212,0,0,0,"","",0,0,2,3,0,0,66.67,0,0,2844,0,0,0,0,"None",0,0
60371832221,0,0,0,"","",0,0,1,1,0,0,100,0,0,804,0,0,0,0,"None",0,0
60371832222,0,0,0,"","",0,0,1,1,0,0,100,0,0,1668,0,0,0,0,"DAC",0,0
60371835101,0,0,0,"","",0,0,1,1,0,0,100,0,0,415,0,0,0,0,"None",0,0
60371835201,0,0,0,"","",0,0,2,2,0,0,100,0,0,1940,0,0,0,0,"DAC",0,0
60371836101,0,0,0,"","",0,0,1,1,0,0,100,0,0,1032,0,0,0,0,"None",0,0
60371836202,0,0,0,"","",0,0,1,2,0,0,50,0,0,546,0,0,0,0,"DAC",0,0
60371837012,0,0,0,"","",0,0,1,2,0,0,50,0,0,1050,0,0,0,0,"SDAC",0,0
60371837013,0,0,0,"","",0,0,1,2,0,0,50,0,0,1326,0,0,0,0,"SDAC",0,0
60371837022,0,0,0,"","",0,0,1,4,0,0,25,0,0,1845,0,0,0,0,"SDAC",0,0
60371838102,0,0,0,"","",0,0,1,2,0,0,50,0,0,2321,0,0,0,0,"DAC",0,0
60371851002,0,0,0,"","",0,0,2,4,0,0,50,0,0,4083,0,0,0,0,"None",0,0
60371851003,0,0,0,"","",0,0,1,2,0,0,50,0,0,1224,0,0,0,0,"None",0,0
60371862032,0,0,0,"","",0,0,1,1,0,0,100,0,0,1469,0,0,0,0,"None",0,0
60372035001,0,0,0,"","",0,0,1,2,0,0,50,0,0,698,0,0,0,0,"DAC",0,0
60372035003,0,0,0,"","",0,0,1,3,0,0,33.33,0,0,1048,0,0,0,0,"SDAC",0,0
60372036001,0,0,0,"","",0,0,1,2,0,0,50,0,0,1073,0,0,0,0,"SDAC",0,0
60372036003,0,0,0,"","",0,0,1,2,0,0,50,0,0,2404,0,0,0,0,"DAC",0,0
60372037102,0,0,0,"","",0,0,1,2,0,0,50,0,0,1786,0,0,0,0,"SDAC",0,0
60372037201,0,0,0,"","",0,0,2,4,0,0,50,0,0,2489,0,0,0,0,"SDAC",0,0
60372037202,0,0,0,"","",0,0,1,2,0,0,50,0,0,1138,0,0,0,0,"Data Not Available",0,0
60372037203,0,0,0,"","",0,0,2,2,0,0,100,0,0,610,0,0,0,0,"SDAC",0,0
60372038001,0,0,0,"","",0,0,1,2,0,0,50,0,0,1379,0,0,0,0,"SDAC",0,0
60372038002,0,0,0,"","",0,0,1,2,0,0,50,0,0,868,0,0,0,0,"None",0,0
60372038003,0,0,0,"","",0,0,1,1,0,0,100,0,0,1381,0,0,0,0,"DAC",0,0
60372038004,0,0,0,"","",0,0,1,1,0,0,100,0,0,1313,0,0,0,0,"SDAC",0,0
60372039001,0,0,0,"","",0,0,1,1,0,0,100,0,0,1182,0,0,0,0,"SDAC",0,0
60372039002,0,0,0,"","",0,0,2,2,0,0,100,0,0,985,0,0,0,0,"None",0,0
60372039003,0,0,0,"","",0,0,2,2,0,0,100,0,0,1012,0,0,0,0,"None",0,0
60372041101,0,0,0,"","",0,0,1,1,0,0,100,0,0,1494,0,0,0,0,"DAC",0,0
60372041201,0,0,0,"","",0,0,2,2,0,0,100,0,0,1433,0,0,0,0,"DAC",0,0
60372041202,0,0,0,"","",0,0,2,2,0,0,100,0,0,1527,0,0,0,0,"DAC",0,0
60372042001,0,0,0,"","",0,0,2,2,0,0,100,0,0,1714,0,0,0,0,"SDAC",0,0
60372042002,0,0,0,"","",0,0,2,2,0,0,100,0,0,1966,0,0,0,0,"SDAC",0,0
60372043001,0,0,0,"","",0,0,2,2,0,0,100,0,0,670,0,0,0,0,"Data Not Available",0,0
60372043003,0,0,0,"","",0,0,1,1,0,0,100,0,0,1068,0,0,0,0,"DAC",0,0
60372043004,0,0,0,"","",0,0,1,1,0,0,100,0,0,1506,0,0,0,0,"SDAC",0,0
60372044101,0,0,0,"","",0,0,1,2,0,0,50,0,0,932,0,0,0,0,"None",0,0
60372044102,0,0,0,"","",0,0,1,2,0,0,50,0,0,1377,0,0,0,0,"SDAC",0,0
60372044201,0,0,0,"","",0,0,1,2,0,0,50,0,0,2233,0,0,0,0,"SDAC",0,0
60372044202,0,0,0,"","",0,0,1,1,0,0,100,0,0,861,0,0,0,0,"DAC",0,0
60372046002,0,0,0,"","",0,0,1,1,0,0,100,0,0,1368,0,0,0,0,"SDAC",0,0
60372048102,0,0,0,"","",0,0,1,1,0,0,100,0,0,1173,0,0,0,0,"DAC",0,0
60372049101,0,0,0,"","",0,0,1,1,0,0,100,0,0,3263,0,0,0,0,"SDAC",0,0
60372049201,0,0,0,"","",0,0,1,1,0,0,100,0,0,1906,0,0,0,0,"SDAC",0,0
60372049202,0,0,0,"","",0,0,2,2,0,0,100,0,0,733,0,0,0,0,"DAC",0,0
60372060311,0,0,0,"","",0,0,1,2,0,0,50,0,0,2890,0,0,0,0,"None",0,0
60372060321,0,0,0,"","",0,0,1,2,0,0,50,0,0,1254,0,0,0,0,"SDAC",0,0
60372060322,0,0,0,"","",0,0,2,2,0,0,100,0,0,1439,0,0,0,0,"SDAC",0,0
60372060323,0,0,0,"","",0,0,2,4,0,0,50,0,0,2492,0,0,0,0,"SDAC",0,0
60372163004,0,0,0,"","",0,0,1,2,0,0,50,0,0,857,0,0,0,0,"None",0,0
60372164011,0,0,0,"","",0,0,1,2,0,0,50,0,0,1884,0,0,0,0,"DAC",0,0
60372164012,0,0,0,"","",0,0,1,1,0,0,100,0,0,2036,0,0,0,0,"DAC",0,0
60372164021,0,0,0,"","",0,0,3,4,0,0,75,0,0,1488,0,0,0,0,"None",0,0
60372164022,0,0,0,"","",0,0,2,2,0,0,100,0,0,1269,0,0,0,0,"SDAC",0,0
60372167003,0,0,0,"","",0,0,1,2,0,0,50,0,0,1216,0,0,0,0,"None",0,0
60372170012,0,0,0,"","",0,0,1,1,0,0,100,0,0,730,0,0,0,0,"DAC",0,0
60372170021,0,0,0,"","",0,0,1,1,0,0,100,0,0,1937,0,0,0,0,"None",0,0
60372170022,0,0,0,"","",0,0,1,2,0,0,50,0,0,1194,0,0,0,0,"None",0,0
60372170023,0,0,0,"","",0,0,2,4,0,0,50,0,0,1578,0,0,0,0,"None",0,0
60372172003,0,0,0,"","",0,0,1,3,0,0,33.33,0,0,1275,0,0,0,0,"None",0,0
60372182102,0,0,0,"","",0,0,2,2,0,0,100,0,0,1663,0,0,0,0,"DAC",0,0
60372182103,0,0,0,"","",0,0,1,1,0,0,100,0,0,1247,0,0,0,0,"SDAC",0,0
60372182201,0,0,0,"","",0,0,1,2,0,0,50,0,0,1048,0,0,0,0,"None",0,0
60372182202,0,0,0,"","",0,0,1,2,0,0,50,0,0,1921,0,0,0,0,"SDAC",0,0
60372182203,0,0,0,"","",0,0,1,1,0,0,100,0,0,960,0,0,0,0,"DAC",0,0
60372183001,0,0,0,"","",0,0,2,2,0,0,100,0,0,1319,0,0,0,0,"SDAC",0,0
60372183005,0,0,0,"","",0,0,2,2,0,0,100,0,0,925,0,0,0,0,"DAC",0,0
60372184001,0,0,0,"","",0,0,2,2,0,0,100,0,0,1997,0,0,0,0,"DAC",0,0
60372184002,0,0,0,"","",0,0,1,1,0,0,100,0,0,1237,0,0,0,0,"None",0,0
60372184003,0,0,0,"","",0,0,2,2,0,0,100,0,0,682,0,0,0,0,"None",0,0
60372184004,0,0,0,"","",0,0,2,2,0,0,100,0,0,1062,0,0,0,0,"Data Not Available",0,0
60372185001,0,0,0,"","",0,0,1,1,0,0,100,0,0,1300,0,0,0,0,"SDAC",0,0
60372185002,0,0,0,"","",0,0,1,1,0,0,100,0,0,1257,0,0,0,0,"DAC",0,0
60372186001,0,0,0,"","",0,0,2,2,0,0,100,0,0,846,0,0,0,0,"DAC",0,0
60372186002,0,0,0,"","",0,0,1,1,0,0,100,0,0,577,0,0,0,0,"DAC",0,0
60372186003,0,0,0,"","",0,0,2,2,0,0,100,0,0,1586,0,0,0,0,"None",0,0
60372187012,0,0,0,"","",0,0,1,1,0,0,100,0,0,1305,0,0,0,0,"None",0,0
60372187021,0,0,0,"","",0,0,1,1,0,0,100,0,0,804,0,0,0,0,"DAC",0,0
60372190101,0,0,0,"","",0,0,1,1,0,0,100,0,0,1326,0,0,0,0,"SDAC",0,0
60372193002,0,0,0,"","",0,0,1,1,0,0,100,0,0,1396,0,0,0,0,"SDAC",0,0
60372193003,0,0,0,"","",0,0,2,2,0,0,100,0,0,1816,0,0,0,0,"SDAC",0,0
60372197001,0,0,0,"","",0,0,4,4,0,0,100,0,0,1185,0,0,0,0,"DAC",0,0
60372197002,0,0,0,"","",0,0,2,2,0,0,100,0,0,1334,0,0,0,0,"SDAC",0,0
60372197003,0,0,0,"","",0,0,1,1,0,0,100,0,0,2044,0,0,0,0,"DAC",0,0
60372198001,0,0,0,"","",0,0,1,1,0,0,100,0,0,902,0,0,0,0,"SDAC",0,0
60372198002,0,0,0,"","",0,0,2,2,0,0,100,0,0,1183,0,0,0,0,"SDAC",0,0
60372198003,0,0,0,"","",0,0,2,2,0,0,100,0,0,725,0,0,0,0,"DAC",0,0
60372199011,0,0,0,"","",0,0,2,2,0,0,100,0,0,1228,0,0,0,0,"Data Not Available",0,0
60372199012,0,0,0,"","",0,0,2,2,0,0,100,0,0,1512,0,0,0,0,"SDAC",0,0
60372199013,0,0,0,"","",0,0,4,4,0,0,100,0,0,1425,0,0,0,0,"SDAC",0,0
60372199021,0,0,0,"","",0,0,2,2,0,0,100,0,0,2428,0,0,0,0,"SDAC",0,0
60372199022,0,0,0,"","",0,0,2,2,0,0,100,0,0,615,0,0,0,0,"None",0,0
60372199023,0,0,0,"","",0,0,1,1,0,0,100,0,0,756,0,0,0,0,"None",0,0
60372200001,0,0,0,"","",0,0,2,2,0,0,100,0,0,1684,0,0,0,0,"None",0,0
60372200002,0,0,0,"","",0,0,1,1,0,0,100,0,0,1071,0,0,0,0,"None",0,0
60372200003,0,0,0,"","",0,0,2,2,0,0,100,0,0,1102,0,0,0,0,"DAC",0,0
60372200004,0,0,0,"","",0,0,2,2,0,0,100,0,0,439,0,0,0,0,"SDAC",0,0
60372200005,0,0,0,"","",0,0,3,3,0,0,100,0,0,993,0,0,0,0,"SDAC",0,0
60372201001,0,0,0,"","",0,0,2,2,0,0,100,0,0,985,0,0,0,0,"DAC",0,0
60372201002,0,0,0,"","",0,0,1,1,0,0,100,0,0,890,0,0,0,0,"None",0,0
60372201003,0,0,0,"","",0,0,1,1,0,0,100,0,0,1026,0,0,0,0,"Data Not Available",0,0
60372218101,0,0,0,"","",0,0,2,4,0,0,50,0,0,1272,0,0,0,0,"SDAC",0,0
60372218102,0,0,0,"","",0,0,1,2,0,0,50,0,0,1539,0,0,0,0,"SDAC",0,0
60372218202,0,0,0,"","",0,0,1,2,0,0,50,0,0,1561,0,0,0,0,"SDAC",0,0
60372219001,0,0,0,"","",0,0,1,1,0,0,100,0,0,2993,0,0,0,0,"SDAC",0,0
60372219002,0,0,0,"","",0,0,2,2,0,0,100,0,0,809,0,0,0,0,"SDAC",0,0
60372221001,0,0,0,"","",0,0,1,1,0,0,100,0,0,1745,0,0,0,0,"SDAC",0,0
60372222001,0,0,0,"","",0,0,1,2,0,0,50,0,0,2288,0,0,0,0,"SDAC",0,0
60372222002,0,0,0,"","",0,0,1,2,0,0,50,0,0,1588,0,0,0,0,"SDAC",0,0
60372226001,0,0,0,"","",0,0,2,2,0,0,100,0,0,1720,0,0,0,0,"SDAC",0,0
60372226002,0,0,0,"","",0,0,2,2,0,0,100,0,0,2526,0,0,0,0,"SDAC",0,0
60372226003,0,0,0,"","",0,0,1,1,0,0,100,0,0,1210,0,0,0,0,"SDAC",0,0
60372227001,0,0,0,"","",0,0,2,2,0,0,100,0,0,4199,0,0,0,0,"SDAC",0,0
60372244101,0,0,0,"","",0,0,1,3,0,0,33.33,0,0,1438,0,0,0,0,"SDAC",0,0
60372244102,0,0,0,"","",0,0,1,2,0,0,50,0,0,1729,0,0,0,0,"SDAC",0,0
60372270101,0,0,0,"","",0,0,1,1,0,0,100,0,0,4151,0,0,0,0,"SDAC",0,0
60372270201,0,0,0,"","",0,0,2,2,0,0,100,0,0,1711,0,0,0,0,"DAC",0,0
60372270202,0,0,0,"","",0,0,3,3,0,0,100,0,0,1936,0,0,0,0,"DAC",0,0
60372281001,0,0,0,"","",0,0,2,2,0,0,100,0,0,1325,0,0,0,0,"DAC",0,0
60372281002,0,0,0,"","",0,0,1,1,0,0,100,0,0,2442,0,0,0,0,"SDAC",0,0
60372281003,0,0,0,"","",0,0,1,1,0,0,100,0,0,1709,0,0,0,0,"DAC",0,0
60372282101,0,0,0,"","",0,0,2,2,0,0,100,0,0,1951,0,0,0,0,"SDAC",0,0
60372282102,0,0,0,"","",0,0,2,2,0,0,100,0,0,2209,0,0,0,0,"SDAC",0,0
60372282201,0,0,0,"","",0,0,1,1,0,0,100,0,0,1247,0,0,0,0,"SDAC",0,0
60372282202,0,0,0,"","",0,0,1,1,0,0,100,0,0,1383,0,0,0,0,"SDAC",0,0
60372282203,0,0,0,"","",0,0,2,2,0,0,100,0,0,1682,0,0,0,0,"SDAC",0,0
60372283101,0,0,0,"","",0,0,1,1,0,0,100,0,0,1069,0,0,0,0,"DAC",0,0
60372283102,0,0,0,"","",0,0,1,1,0,0,100,0,0,1362,0,0,0,0,"SDAC",0,0
60372283103,0,0,0,"","",0,0,1,1,0,0,100,0,0,1672,0,0,0,0,"SDAC",0,0
60372283104,0,0,0,"","",0,0,1,1,0,0,100,0,0,415,0,0,0,0,"SDAC",0,0
60372283201,0,0,0,"","",0,0,1,1,0,0,100,0,0,612,0,0,0,0,"DAC",0,0
60372283202,0,0,0,"","",0,0,1,1,0,0,100,0,0,1510,0,0,0,0,"SDAC",0,0
60372283203,0,0,0,"","",0,0,1,1,0,0,100,0,0,959,0,0,0,0,"SDAC",0,0
60372284101,0,0,0,"","",0,0,1,1,0,0,100,0,0,677,0,0,0,0,"SDAC",0,0
60372284103,0,0,0,"","",0,0,1,1,0,0,100,0,0,1972,0,0,0,0,"SDAC",0,0
60372284201,0,0,0,"","",0,0,1,1,0,0,100,0,0,657,0,0,0,0,"SDAC",0,0
60372284202,0,0,0,"","",0,0,1,1,0,0,100,0,0,2503,0,0,0,0,"SDAC",0,0
60372285001,0,0,0,"","",0,0,2,2,0,0,100,0,0,1852,0,0,0,0,"SDAC",0,0
60372285002,0,0,0,"","",0,0,2,2,0,0,100,0,0,2386,0,0,0,0,"SDAC",0,0
60372285003,0,0,0,"","",0,0,2,2,0,0,100,0,0,871,0,0,0,0,"SDAC",0,0
60372286001,0,0,0,"","",0,0,1,1,0,0,100,0,0,2745,0,0,0,0,"SDAC",0,0
60372286002,0,0,0,"","",0,0,2,2,0,0,100,0,0,2380,0,0,0,0,"DAC",0,0
60372287101,0,0,0,"","",0,0,4,4,0,0,100,0,0,2637,0,0,0,0,"SDAC",0,0
60372287102,0,0,0,"","",0,0,2,2,0,0,100,0,0,1307,0,0,0,0,"SDAC",0,0
60372287203,0,0,0,"","",0,0,1,1,0,0,100,0,0,1761,0,0,0,0,"SDAC",0,0
60372288002,0,0,0,"","",0,0,1,1,0,0,100,0,0,556,0,0,0,0,"Data Not Available",0,0
60372288003,0,0,0,"","",0,0,1,1,0,0,100,0,0,2613,0,0,0,0,"DAC",0,0
60372289001,0,0,0,"","",0,0,1,1,0,0,100,0,0,1693,0,0,0,0,"SDAC",0,0
60372289002,0,0,0,"","",0,0,2,2,0,0,100,0,0,957,0,0,0,0,"SDAC",0,0
60372291001,0,0,0,"","",0,0,1,1,0,0,100,0,0,2914,0,0,0,0,"DAC",0,0
60372291002,0,0,0,"","",0,0,1,1,0,0,100,0,0,2318,0,0,0,0,"DAC",0,0
60372292001,0,0,0,"","",0,0,2,2,0,0,100,0,0,1319,0,0,0,0,"SDAC",0,0
60372292002,0,0,0,"","",0,0,1,1,0,0,100,0,0,3329,0,0,0,0,"DAC",0,0
60372293001,0,0,0,"","",0,0,1,1,0,0,100,0,0,2145,0,0,0,0,"SDAC",0,0
60372293002,0,0,0,"","",0,0,1,1,0,0,100,0,0,1890,0,0,0,0,"SDAC",0,0
60372293003,0,0,0,"","",0,0,1,1,0,0,100,0,0,1718,0,0,0,0,"SDAC",0,0
60372294101,0,0,0,"","",0,0,1,1,0,0,100,0,0,1939,0,0,0,0,"SDAC",0,0
60372294102,0,0,0,"","",0,0,1,1,0,0,100,0,0,1632,0,0,0,0,"SDAC",0,0
60372294201,0,0,0,"","",0,0,2,2,0,0,100,0,0,2482,0,0,0,0,"SDAC",0,0
60372294202,0,0,0,"","",0,0,2,2,0,0,100,0,0,2460,0,0,0,0,"SDAC",0,0
60372311001,0,0,0,"","",0,0,2,2,0,0,100,0,0,1286,0,0,0,0,"SDAC",0,0
60372312102,0,0,0,"","",0,0,1,1,0,0,100,0,0,2451,0,0,0,0,"SDAC",0,0
60372312201,0,0,0,"","",0,0,4,4,0,0,100,0,0,2462,0,0,0,0,"SDAC",0,0
60372312202,0,0,0,"","",0,0,3,3,0,0,100,0,0,2209,0,0,0,0,"SDAC",0,0
60372313001,0,0,0,"","",0,0,2,2,0,0,100,0,0,2384,0,0,0,0,"SDAC",0,0
60372313002,0,0,0,"","",0,0,1,1,0,0,100,0,0,1218,0,0,0,0,"None",0,0
60372313003,0,0,0,"","",0,0,3,3,0,0,100,0,0,1067,0,0,0,0,"SDAC",0,0
60372316001,0,0,0,"","",0,0,2,2,0,0,100,0,0,1071,0,0,0,0,"SDAC",0,0
60372316002,0,0,0,"","",0,0,2,2,0,0,100,0,0,1404,0,0,0,0,"SDAC",0,0
60372316003,0,0,0,"","",0,0,1,1,0,0,100,0,0,1169,0,0,0,0,"DAC",0,0
60372316004,0,0,0,"","",0,0,1,1,0,0,100,0,0,1757,0,0,0,0,"DAC",0,0
60372316005,0,0,0,"","",0,0,1,1,0,0,100,0,0,1877,0,0,0,0,"SDAC",0,0
60372317101,0,0,0,"","",0,0,1,1,0,0,100,0,0,601,0,0,0,0,"SDAC",0,0
60372317103,0,0,0,"","",0,0,2,2,0,0,100,0,0,1878,0,0,0,0,"SDAC",0,0
60372317202,0,0,0,"","",0,0,1,1,0,0,100,0,0,850,0,0,0,0,"SDAC",0,0
60372318001,0,0,0,"","",0,0,1,1,0,0,100,0,0,963,0,0,0,0,"SDAC",0,0
60372318002,0,0,0,"","",0,0,2,2,0,0,100,0,0,2862,0,0,0,0,"SDAC",0,0
60372318003,0,0,0,"","",0,0,2,2,0,0,100,0,0,1255,0,0,0,0,"SDAC",0,0
60372322002,0,0,0,"","",0,0,2,2,0,0,100,0,0,1144,0,0,0,0,"SDAC",0,0
60372322003,0,0,0,"","",0,0,2,2,0,0,100,0,0,1309,0,0,0,0,"SDAC",0,0
60372323002,0,0,0,"","",0,0,1,1,0,0,100,0,0,1565,0,0,0,0,"None",0,0
60372323003,0,0,0,"","",0,0,1,1,0,0,100,0,0,1128,0,0,0,0,"DAC",0,0
60372325001,0,0,0,"","",0,0,1,1,0,0,100,0,0,2382,0,0,0,0,"DAC",0,0
60372326002,0,0,0,"","",0,0,1,1,0,0,100,0,0,2149,0,0,0,0,"SDAC",0,0
60372326003,0,0,0,"","",0,0,1,1,0,0,100,0,0,2046,0,0,0,0,"SDAC",0,0
60372346004,0,0,0,"","",0,0,2,2,0,0,100,0,0,1738,0,0,0,0,"None",0,0
60372347004,0,0,0,"","",0,0,2,2,0,0,100,0,0,879,0,0,0,0,"SDAC",0,0
60372349011,0,0,0,"","",0,0,2,2,0,0,100,0,0,1021,0,0,0,0,"SDAC",0,0
60372349012,0,0,0,"","",0,0,1,1,0,0,100,0,0,1946,0,0,0,0,"SDAC",0,0
60372349021,0,0,0,"","",0,0,1,1,0,0,100,0,0,997,0,0,0,0,"SDAC",0,0
60372349022,0,0,0,"","",0,0,1,1,0,0,100,0,0,1426,0,0,0,0,"SDAC",0,0
60372349023,0,0,0,"","",0,0,1,1,0,0,100,0,0,1501,0,0,0,0,"SDAC",0,0
60372351001,0,0,0,"","",0,0,3,3,0,0,100,0,0,957,0,0,0,0,"None",0,0
60372351002,0,0,0,"","",0,0,4,4,0,0,100,0,0,1186,0,0,0,0,"None",0,0
60372351004,0,0,0,"","",0,0,1,1,0,0,100,0,0,978,0,0,0,0,"None",0,0
60372352012,0,0,0,"","",0,0,2,2,0,0,100,0,0,689,0,0,0,0,"None",0,0
60372352013,0,0,0,"","",0,0,4,4,0,0,100,0,0,947,0,0,0,0,"SDAC",0,0
60372360001,0,0,0,"","",0,0,4,4,0,0,100,0,0,1791,0,0,0,0,"None",0,0
60372360002,0,0,0,"","",0,0,5,5,0,0,100,0,0,868,0,0,0,0,"None",0,0
60372360003,0,0,0,"","",0,0,2,2,0,0,100,0,0,607,0,0,0,0,"DAC",0,0
60372360004,0,0,0,"","",0,0,1,2,0,0,50,0,0,1107,0,0,0,0,"None",0,0
60372362021,0,0,0,"","",0,0,2,2,0,0,100,0,0,2411,0,0,0,0,"SDAC",0,0
60372362022,0,0,0,"","",0,0,1,1,0,0,100,0,0,2285,0,0,0,0,"SDAC",0,0
60372362023,0,0,0,"","",0,0,1,1,0,0,100,0,0,1086,0,0,0,0,"DAC",0,0
60372362031,0,0,0,"","",0,0,4,4,0,0,100,0,0,2309,0,0,0,0,"SDAC",0,0
60372362041,0,0,0,"","",0,0,1,1,0,0,100,0,0,1963,0,0,0,0,"SDAC",0,0
60372362042,0,0,0,"","",0,0,2,2,0,0,100,0,0,1003,0,0,0,0,"SDAC",0,0
60372364003,0,0,0,"","",0,0,2,2,0,0,100,0,0,1072,0,0,0,0,"None",0,0
60372371012,0,0,0,"","",0,0,2,2,0,0,100,0,0,1038,0,0,0,0,"SDAC",0,0
60372371014,0,0,0,"","",0,0,1,1,0,0,100,0,0,775,0,0,0,0,"SDAC",0,0
60372371015,0,0,0,"","",0,0,1,1,0,0,100,0,0,1290,0,0,0,0,"SDAC",0,0
60372371022,0,0,0,"","",0,0,1,1,0,0,100,0,0,1714,0,0,0,0,"SDAC",0,0
60372372011,0,0,0,"","",0,0,2,2,0,0,100,0,0,986,0,0,0,0,"DAC",0,0
60372372012,0,0,0,"","",0,0,1,1,0,0,100,0,0,1813,0,0,0,0,"DAC",0,0
60372372013,0,0,0,"","",0,0,1,1,0,0,100,0,0,783,0,0,0,0,"SDAC",0,0
60372372023,0,0,0,"","",0,0,1,1,0,0,100,0,0,1289,0,0,0,0,"SDAC",0,0
60372372024,0,0,0,"","",0,0,2,2,0,0,100,0,0,1105,0,0,0,0,"SDAC",0,0
60372373002,0,0,0,"","",0,0,2,2,0,0,100,0,0,1343,0,0,0,0,"DAC",0,0
60372373003,0,0,0,"","",0,0,2,2,0,0,100,0,0,1323,0,0,0,0,"SDAC",0,0
60372373005,0,0,0,"","",0,0,2,2,0,0,100,0,0,645,0,0,0,0,"SDAC",0,0
60372374011,0,0,0,"","",0,0,2,2,0,0,100,0,0,1060,0,0,0,0,"SDAC",0,0
60372374012,0,0,0,"","",0,0,2,2,0,0,100,0,0,1404,0,0,0,0,"SDAC",0,0
60372374013,0,0,0,"","",0,0,1,1,0,0,100,0,0,1622,0,0,0,0,"SDAC",0,0
60372374021,0,0,0,"","",0,0,1,1,0,0,100,0,0,971,0,0,0,0,"SDAC",0,0
60372374022,0,0,0,"","",0,0,1,1,0,0,100,0,0,1281,0,0,0,0,"SDAC",0,0
60372374023,0,0,0,"","",0,0,1,1,0,0,100,0,0,982,0,0,0,0,"DAC",0,0
60372375001,0,0,0,"","",0,0,1,1,0,0,100,0,0,1943,0,0,0,0,"SDAC",0,0
60372376001,0,0,0,"","",0,0,1,1,0,0,100,0,0,1211,0,0,0,0,"SDAC",0,0
60372376003,0,0,0,"","",0,0,1,1,0,0,100,0,0,851,0,0,0,0,"DAC",0,0
60372376004,0,0,0,"","",0,0,1,1,0,0,100,0,0,969,0,0,0,0,"SDAC",0,0
60372377102,0,0,0,"","",0,0,2,2,0,0,100,0,0,1961,0,0,0,0,"SDAC",0,0
